Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
11730	-18744.34	-18684.78	-59.5562	8.065074e+07	0.00347265	0.0037413	0.00229076	0.00470829	0.00195196	0.000854062	0.00156255	0.00177647	0.00122637	0.000377172	0.00214685	0.00144192	0.00491078	0.00555317	0.00193582	0.00603184	0.00331322	0.00148332	0.00151403	0.000845493	0.000469273	0.00262191	0.00556163	0.0053959	0.00267674	0.000360457	9.71327e-06	0.000315616	0.000373226	0.00233993	0.00118585	0.000759513	0.000817555	0.000257547	0.000279106	0.000404351	0.000299149	0.00121513	0.000365386	0.000407177	0.00137473	0.000112219	0.000399123	0.000466966	0.00125016	0.999859	0.999965	1.00003	1.00014	0.175726	2.355194e-05	0.00228409	0.181479	0.818521	0.997716	0.08085637
11740	-18747.13	-18682.1	-65.03356	7.884677e+07	0.00369476	0.00342903	0.00225302	0.00547533	0.00137418	0.000806982	0.00155218	0.0018266	0.00127915	0.000346636	0.0030867	0.00144795	0.00491018	0.00650448	0.00206131	0.00573803	0.00295675	0.00170849	0.00162113	0.000846656	0.000751795	0.00280796	0.00633577	0.00596376	0.00317973	0.000296845	5.16632e-06	0.000149655	0.000286699	0.0025268	0.00112036	0.000663265	0.000803034	0.00029803	0.000290973	0.00030419	0.000162158	0.00139184	0.000438253	0.000423341	0.00113561	0.000114727	0.000261996	0.000747705	0.00109942	0.999857	0.999963	1.00004	1.00014	0.1777817	1.286942e-05	0.00240865	0.182979	0.817021	0.997591	0.08447864
11750	-18756.29	-18702.99	-53.29807	8.69114e+07	0.00329988	0.00323348	0.00272001	0.00485241	0.00156153	0.00123955	0.00144679	0.00169042	0.00117233	0.000368374	0.00316323	0.00176142	0.00485175	0.00625922	0.00189255	0.00563966	0.00326526	0.00186963	0.00192187	0.000988299	0.000435794	0.00248099	0.00633577	0.00585882	0.00293109	0.000307908	0.000274548	0.000254673	0.000611317	0.00275372	0.00190127	0.000668409	0.000887154	0.000319502	0.00025797	0.000216484	0.000281418	0.00200427	0.000438253	0.000224707	0.00138232	0.000208101	0.000411446	0.000637971	0.000990208	0.999864	0.999966	1.00003	1.00014	0.1759342	4.749477e-05	0.00229653	0.181632	0.818368	0.997703	0.08627182
11760	-18746.14	-18686.12	-60.0162	9.146333e+07	0.00386921	0.0035547	0.00253439	0.00442311	0.00188815	0.000829844	0.00155508	0.00215472	0.00104676	0.000317908	0.00270285	0.00173403	0.00489607	0.00666151	0.00229415	0.00585129	0.0029769	0.0019111	0.00167882	0.00074189	0.000724298	0.00232427	0.00519712	0.00610704	0.0027179	0.000322184	0.00013339	0.000247362	0.00029562	0.00291678	0.00163108	0.00050706	0.000971648	6.1073e-06	0.000251414	0.000257928	0.000175352	0.00144934	0.000608104	0.000255414	0.00127473	0.000208101	0.00059451	0.000686634	0.00120821	0.999867	0.999966	1.00003	1.00013	0.1742783	2.247039e-05	0.00219866	0.180416	0.819584	0.997801	0.08469409
11770	-18736.72	-18675.07	-61.64997	9.061047e+07	0.00377977	0.00367463	0.00248236	0.00485234	0.00188815	0.000959727	0.00165879	0.00193775	0.00118979	0.000394796	0.00278112	0.00205917	0.0053207	0.00629604	0.00211221	0.0060488	0.00309711	0.00181152	0.00151785	0.00129551	0.000493379	0.00270254	0.00620281	0.00572049	0.00289971	0.000404814	6.89119e-05	0.000265542	0.000480584	0.00314835	0.00143386	0.00071964	0.00106063	1.7885e-05	0.00032055	0.00030081	8.75462e-05	0.00158926	0.000422744	0.000378724	0.00135035	0.00020922	0.000412438	0.000696778	0.000989628	0.999866	0.999966	1.00003	1.00013	0.177066	1.880517e-05	0.00236484	0.182458	0.817542	0.997635	0.08753533
11780	-18747.73	-18687.38	-60.34819	9.003844e+07	0.00390065	0.00315987	0.00213268	0.00499337	0.0020082	0.001176	0.00118841	0.00203771	0.000935287	0.000369909	0.00231187	0.0015957	0.0045558	0.00598084	0.00229932	0.00561027	0.0029684	0.00164505	0.00169598	0.000809415	0.000579758	0.00273685	0.00565565	0.00550866	0.0021	0.000305349	0.000217123	0.000144743	0.00016086	0.00222491	0.00166867	0.00046772	0.000731733	0.00022375	0.00030154	0.000471776	0.000155586	0.00153202	0.000422744	0.000295529	0.00145194	0.000269871	0.000306666	0.00060661	0.0012197	0.999866	0.999966	1.00003	1.00013	0.1767305	2.1577e-05	0.00234447	0.182214	0.817786	0.997656	0.08113447
11790	-18737.55	-18678.83	-58.71557	9.475486e+07	0.00370969	0.00318392	0.00224716	0.00451787	0.00144375	0.00101626	0.00125111	0.0017319	0.00116184	0.000360374	0.00274234	0.00147515	0.00494749	0.0057456	0.00212568	0.00516333	0.00251263	0.00179026	0.00162619	0.000902987	0.000530563	0.00286437	0.00553016	0.00579881	0.00238965	0.000253021	0.000217123	0.000278805	0.000269576	0.00234587	0.00148902	0.000647593	0.00104063	0.000105404	0.000320727	0.000386975	0.000128899	0.00133311	0.000271176	0.000422442	0.000860602	0.000201041	0.000474981	0.000491432	0.00115091	0.999869	0.999966	1.00003	1.00013	0.1731125	2.581021e-05	0.00213125	0.179554	0.820446	0.997869	0.07945841
11800	-18741.87	-18681.52	-60.34637	8.517623e+07	0.00351449	0.00348587	0.00180723	0.00429789	0.00200511	0.00096746	0.00149894	0.00213414	0.000781256	0.000436512	0.00259568	0.00180541	0.00483154	0.00587082	0.00192879	0.00505653	0.00299782	0.00160966	0.00189926	0.000862322	0.0005423	0.00249583	0.00553016	0.00510956	0.00286715	0.000253021	8.20667e-05	0.000257909	0.000425166	0.00271024	0.00106687	0.000561721	0.00110839	5.19121e-05	0.000391744	0.000158201	7.87538e-05	0.00187623	0.000341359	0.000451719	0.00139653	0.000225009	0.000327294	0.000726431	0.00102192	0.999862	0.999965	1.00004	1.00014	0.1752957	2.156138e-05	0.0022585	0.181164	0.818836	0.997742	0.08044423
11810	-18742.93	-18685.09	-57.84163	9.566937e+07	0.00392445	0.00352384	0.00250433	0.0044461	0.00201937	0.00114236	0.001595	0.00198073	0.00116945	0.000281114	0.00289535	0.00191663	0.00487051	0.0059183	0.002124	0.00636802	0.0027457	0.0015276	0.00203801	0.00115087	0.000709811	0.00270735	0.00549603	0.00572616	0.00293059	0.000343606	8.20667e-05	0.000344175	0.000208811	0.00262384	0.00144565	0.000743081	0.000867372	1.69293e-05	0.000184823	0.000301686	0.000164664	0.00126917	0.000501228	0.000366536	0.00119113	0.000303048	0.000500567	0.000498306	0.00130276	0.99987	0.999966	1.00003	1.00013	0.1747262	2.862218e-05	0.00222489	0.180745	0.819255	0.997775	0.08497115
11820	-18741.6	-18678.48	-63.127	8.247329e+07	0.00384276	0.0035868	0.00211809	0.00508768	0.00189681	0.00107151	0.00151829	0.00225353	0.000904846	0.000405095	0.00281193	0.00168873	0.00409905	0.00587065	0.00198376	0.00571321	0.00305738	0.00169323	0.00188134	0.00082987	0.000503447	0.00333339	0.00531859	0.0051629	0.00294472	0.000360124	0.000121482	0.000134736	0.000495961	0.0026232	0.0015219	0.000528576	0.00105003	3.18588e-05	0.000444985	0.000246076	0.000128583	0.00156615	0.000365313	0.000372496	0.000901725	0.000193418	0.00034225	0.000795033	0.00156748	0.99986	0.999965	1.00004	1.00014	0.1757341	1.58828e-05	0.00228457	0.181485	0.818515	0.997715	0.083369
11830	-18742.23	-18683.41	-58.82516	8.432687e+07	0.00390438	0.00373748	0.00241832	0.00469418	0.00178888	0.00113163	0.00183711	0.00186552	0.00119347	0.000495154	0.00250355	0.00138196	0.00500008	0.0062628	0.00198376	0.00561933	0.00266897	0.00170362	0.00143568	0.000898873	0.000622057	0.0025751	0.00568827	0.00546271	0.00370618	0.000402169	2.22208e-05	0.000295697	0.00029356	0.00275998	0.00144421	0.000727276	0.00116459	2.69362e-05	0.000184849	0.000238105	0.000181703	0.00156615	0.000536449	0.000284903	0.00129793	0.000239395	0.000278097	0.00101747	0.00109308	0.999861	0.999964	1.00004	1.00014	0.1758989	2.56528e-05	0.00229441	0.181606	0.818394	0.997706	0.08463384
11840	-18747.51	-18684.46	-63.04878	9.78882e+07	0.00402431	0.00331305	0.00193929	0.00411596	0.00189077	0.00112174	0.0015802	0.00185743	0.000939788	0.000495154	0.00285313	0.00178361	0.00466353	0.0065812	0.00228011	0.00527847	0.00276255	0.0014747	0.00179795	0.0011117	0.000589971	0.00311005	0.00560513	0.00459255	0.00278134	0.000353145	2.22208e-05	0.000236136	0.000720533	0.00273329	0.0013266	0.00092842	0.000922815	2.56531e-05	0.000240323	0.000400899	0.000253828	0.0013624	0.000427437	0.000511359	0.00108939	0.000246391	0.000299471	0.000546191	0.000994603	0.999871	0.999967	1.00003	1.00013	0.175797	1.600049e-05	0.00228832	0.181531	0.818469	0.997712	0.0821848
11850	-18750.72	-18688.42	-62.30164	9.238634e+07	0.00365607	0.00354951	0.0020026	0.00567526	0.00204128	0.00101269	0.00145038	0.00208913	0.00108266	0.00038875	0.00287248	0.00161887	0.00478188	0.00752401	0.00194059	0.00588987	0.00323452	0.00177764	0.0021175	0.00116015	0.000552811	0.00292372	0.00595718	0.00617021	0.0030359	0.0006101	2.92949e-05	0.000347822	0.000138851	0.00285265	0.0013266	0.000422157	0.000990385	0.000211164	0.000248834	0.000315588	0.000174385	0.0015512	0.000362163	0.000296719	0.00123959	0.000169375	0.000286348	0.000645463	0.00128295	0.999868	0.999965	1.00004	1.00013	0.1775992	1.750184e-05	0.00239743	0.182846	0.817154	0.997603	0.08800728
11860	-18748.87	-18687.75	-61.11651	7.980177e+07	0.0043137	0.00398068	0.00253028	0.00541957	0.00204657	0.00128272	0.00166176	0.00190051	0.00122577	0.000522982	0.00296135	0.00183936	0.00510358	0.0065467	0.0020671	0.00553976	0.00331934	0.00177035	0.00187582	0.000707812	0.00045758	0.0027327	0.00555335	0.00637684	0.0038274	0.000358732	8.91355e-05	0.000125742	0.000107285	0.00312908	0.00127678	0.000515598	0.00105322	1.78454e-05	6.40501e-05	0.000259801	0.000427811	0.00184824	0.000378315	0.000411151	0.00117449	0.000115789	0.000643357	0.000955294	0.00128295	0.999858	0.999963	1.00004	1.00014	0.1779195	2.000566e-05	0.00241713	0.183079	0.816921	0.997583	0.08979823
11870	-18750.61	-18688.4	-62.21523	7.385254e+07	0.00389558	0.00323713	0.00249465	0.0051419	0.00204657	0.00100791	0.00180495	0.00174066	0.00164138	0.000498408	0.0028047	0.00170284	0.00638394	0.00691491	0.0022723	0.00604317	0.00371573	0.001856	0.00173847	0.00101058	0.000548279	0.00300525	0.00593822	0.00598984	0.00364605	0.000463816	0.000167469	0.000225863	0.000673172	0.00268194	0.00138487	0.000576355	0.00121277	2.76809e-05	0.000101216	0.00051021	0.000420472	0.00174905	0.000390121	0.000411151	0.00147095	0.000267795	0.000401705	0.000984251	0.0012857	0.999852	0.999962	1.00004	1.00015	0.1802047	1.776399e-05	0.00256038	0.18473	0.81527	0.99744	0.09248596
11880	-18756.22	-18700.12	-56.09233	9.84769e+07	0.00444424	0.00386553	0.00275392	0.00561451	0.0016687	0.00115786	0.00205024	0.00233648	0.0011733	0.000309537	0.00278112	0.00191485	0.00605207	0.00713513	0.00226448	0.00668561	0.00260134	0.00202061	0.00235682	0.000983314	0.000697295	0.00335349	0.00564432	0.00582825	0.00310082	0.000399336	0.00049602	0.000455754	0.000407661	0.00283193	0.00132751	0.000708858	0.000857044	0.000273586	0.00019005	0.00023184	0.000233743	0.00179412	0.000261343	0.000448294	0.00149787	0.000354551	0.000574941	0.000558866	0.000858188	0.999872	0.999967	1.00003	1.00013	0.18101	3.512072e-05	0.00261199	0.185308	0.814692	0.997388	0.09355535
11890	-18747.86	-18694.89	-52.96886	7.576441e+07	0.00364081	0.00342113	0.00247351	0.00451773	0.00166911	0.00115786	0.00194426	0.00195411	0.00114718	0.000313185	0.00279894	0.00191485	0.00519242	0.00626167	0.00213956	0.00540681	0.00346359	0.00169381	0.00208816	0.000861856	0.000563319	0.00313739	0.00570323	0.00536006	0.0030587	0.000350341	0.000337269	0.000158165	0.000598091	0.00291338	0.00133059	0.000497971	0.00114349	0.000144045	0.000288651	0.000354499	0.000368307	0.0019286	0.000291008	0.000585918	0.0011552	0.000317438	0.000353526	0.00084721	0.000921546	0.999854	0.999963	1.00004	1.00015	0.1765112	4.929472e-05	0.00233121	0.182054	0.817946	0.997669	0.0867685
11900	-18737.05	-18674	-63.05631	6.259295e+07	0.00412647	0.00342113	0.00251431	0.00492899	0.00190725	0.0010738	0.00169156	0.00224342	0.000971787	0.00040997	0.00253753	0.00172391	0.00469575	0.00608626	0.00225235	0.00586591	0.00304726	0.00173427	0.00163524	0.000718821	0.000641754	0.00310258	0.00618276	0.00575328	0.00225866	0.000578253	0.000187119	0.000355522	0.000221983	0.002428	0.00129703	0.000612673	0.000841904	0.000148668	0.000168523	0.000354499	0.000261368	0.00156185	0.000324831	0.000410229	0.00105743	0.00018417	0.000417029	0.000606764	0.00117451	0.999839	0.999959	1.00004	1.00016	0.1756766	1.603195e-05	0.00228114	0.181443	0.818557	0.997719	0.08471737
11910	-18733.98	-18670.42	-63.5644	8.381606e+07	0.00392452	0.00363992	0.00228805	0.00488626	0.0014815	0.00117417	0.00154044	0.00195691	0.0012623	0.000287251	0.00253935	0.00177836	0.0048337	0.0064273	0.0020502	0.00523466	0.00299778	0.00156204	0.00181076	0.000796082	0.000557874	0.00270142	0.00582402	0.00495571	0.002574	0.000443717	0.000144812	0.000355522	0.000417131	0.00265486	0.00122881	0.000383955	0.00100747	3.46312e-06	0.000143213	0.00025776	0.000405534	0.00161233	0.000315041	0.000353607	0.00109022	0.000119146	0.000494571	0.00080908	0.000928772	0.999861	0.999964	1.00004	1.00014	0.1736003	1.510703e-05	0.00215931	0.179915	0.820085	0.997841	0.08225357
11920	-18738.13	-18679.63	-58.50356	6.708051e+07	0.00436785	0.00337977	0.00213485	0.00497333	0.00222281	0.00119387	0.00163572	0.00189955	0.00140334	0.000480129	0.00304059	0.00176706	0.00527794	0.00677922	0.00204852	0.00596791	0.00319043	0.00174063	0.001656	0.00103202	0.000653542	0.00255811	0.00570162	0.00533519	0.00317505	0.000510885	5.58339e-05	0.000203253	0.000425643	0.00260557	0.00132973	0.000611013	0.0012159	7.01667e-05	0.000123015	0.000345389	0.000221778	0.00161233	0.0003781	0.000508635	0.00149519	0.000173539	0.000458622	0.000590379	0.00117991	0.999845	0.999961	1.00004	1.00016	0.1772004	2.668155e-05	0.00237303	0.182556	0.817444	0.997627	0.08772995
11930	-18742.61	-18683.01	-59.59874	8.584559e+07	0.00348034	0.00334387	0.00260602	0.00474962	0.00153369	0.000991797	0.00157458	0.00170276	0.00113868	0.000435434	0.0033177	0.00193793	0.0050202	0.00591668	0.00203011	0.00563834	0.00285498	0.00127093	0.00195962	0.000862082	0.00067424	0.00292314	0.00591697	0.00534744	0.00315026	0.000367998	8.26813e-05	0.000305347	0.000447719	0.00268356	0.00165801	0.000508276	0.000743402	1.65288e-05	0.000257104	0.000356176	0.000261132	0.00128255	0.000312973	0.000474815	0.0010825	0.000223117	0.000326913	0.000825228	0.00114635	0.999863	0.999965	1.00004	1.00014	0.1761864	2.351731e-05	0.00231165	0.181816	0.818184	0.997688	0.08373979
11940	-18735.45	-18675.78	-59.67023	9.298959e+07	0.00379307	0.00318572	0.00225048	0.00495202	0.00189077	0.000954878	0.00155451	0.00195205	0.000994563	0.000403678	0.0024569	0.00171552	0.00511812	0.00644816	0.00189468	0.00537069	0.00280275	0.00172455	0.00142907	0.000806269	0.000540474	0.00324585	0.00591251	0.0053625	0.00299666	0.000533081	0.000211566	0.000313538	0.000443619	0.00237292	0.00130318	0.000479445	0.000854659	0.000110393	0.000135633	0.000350733	0.000208201	0.00142275	0.000543616	0.000314457	0.00129993	0.000171149	0.000330922	0.000668224	0.000713412	0.999868	0.999967	1.00003	1.00013	0.1761437	2.329999e-05	0.00230909	0.181785	0.818215	0.997691	0.08253784
11950	-18737.94	-18675.08	-62.85549	9.442203e+07	0.00410954	0.00313471	0.00236443	0.00441356	0.00191249	0.000993479	0.00152174	0.00183489	0.00129522	0.000469328	0.00254927	0.00191405	0.00498108	0.00659351	0.00221986	0.00558928	0.00284343	0.00156005	0.00186791	0.000998101	0.000627023	0.00324585	0.00574959	0.00525226	0.00259653	0.00035835	0.000289754	0.000408308	0.000423775	0.00273225	0.00140191	0.000616215	0.0010032	9.36945e-05	0.000228253	0.000199774	0.000370935	0.00136619	0.000596467	0.000494985	0.00124683	0.000262009	0.000406181	0.000442416	0.000971078	0.999869	0.999967	1.00003	1.00013	0.1759928	1.639122e-05	0.00230003	0.181675	0.818325	0.9977	0.08454975
11960	-18736.1	-18675.54	-60.55581	9.569704e+07	0.00384992	0.00339385	0.00255376	0.00486403	0.00201959	0.00114075	0.00142629	0.00218395	0.00116453	0.000435671	0.0026658	0.00159734	0.00483083	0.00681131	0.00212538	0.00548267	0.00302512	0.0018209	0.0017811	0.000940256	0.00066617	0.00288869	0.00561369	0.00516748	0.00327312	0.000409361	0.00015104	0.000309793	0.000563613	0.0025734	0.00103226	0.000711467	0.000763086	2.84021e-05	0.000187208	0.000336677	0.000296195	0.00153525	0.000462914	0.000623302	0.00124683	0.000358462	0.000457453	0.000900026	0.000898048	0.99987	0.999966	1.00003	1.00013	0.1777748	2.119148e-05	0.00240822	0.182974	0.817026	0.997592	0.08556698
11970	-18748.48	-18689.62	-58.86245	8.463026e+07	0.00381216	0.00352101	0.00222902	0.00440649	0.00160382	0.00114075	0.00152619	0.00207381	0.00073289	0.000389761	0.00222617	0.00157936	0.0044113	0.00623501	0.00189767	0.00530322	0.00276485	0.00163222	0.0018395	0.000896086	0.000406033	0.00329204	0.00574082	0.00495289	0.00254086	0.00027855	0.000509165	0.000195329	0.000236676	0.00276942	0.00173665	0.000813653	0.000695378	7.66379e-06	0.00022726	0.000235215	0.000157101	0.00159611	0.000462914	0.000350412	0.00132017	0.000262293	0.000314553	0.000615678	0.00122242	0.999862	0.999965	1.00003	1.00014	0.1762745	2.544939e-05	0.00231694	0.181881	0.818119	0.997683	0.08116052
11980	-18737.87	-18678.56	-59.30551	7.632206e+07	0.00440978	0.00374799	0.0020959	0.00486715	0.00173348	0.00138568	0.00150793	0.00198894	0.000886641	0.000394072	0.00310009	0.00163715	0.00463928	0.00593266	0.00197416	0.00592944	0.00259593	0.00168051	0.00148059	0.000901686	0.00053107	0.00302317	0.0057275	0.00518037	0.00275355	0.000516391	0.000281362	0.000244582	0.000661802	0.00260584	0.00125841	0.000659709	0.000835979	6.43096e-06	0.000142472	0.000202921	0.000280246	0.00156616	0.000306775	0.000320028	0.00128698	0.000253469	0.000325938	0.000652642	0.00096867	0.999855	0.999964	1.00004	1.00015	0.1747159	2.428521e-05	0.00222428	0.180738	0.819262	0.997776	0.08348154
11990	-18744.92	-18683.87	-61.04796	7.012608e+07	0.00328712	0.00324434	0.00238772	0.00508586	0.00195145	0.00120605	0.00159307	0.0017621	0.000921541	0.000488049	0.00308127	0.00185482	0.00579526	0.00674331	0.00254621	0.0056574	0.00324114	0.00180767	0.00156528	0.000832875	0.000571487	0.00289435	0.00600181	0.0058532	0.00322562	0.000362141	0.000371008	0.000330972	0.000270068	0.00240305	0.00114868	0.000727289	0.00122871	3.76123e-08	0.000178718	0.000360112	0.000488685	0.00177973	0.000355226	0.00061499	0.00114138	0.000251618	0.00025064	0.000631449	0.000996979	0.999848	0.999961	1.00004	1.00015	0.1781398	2.01075e-05	0.00243073	0.183239	0.816761	0.997569	0.08749047
12000	-18742.8	-18688.6	-54.19672	5.649868e+07	0.00432493	0.00365045	0.0027856	0.00483255	0.00161738	0.00114268	0.00163171	0.00197796	0.00103893	0.000443237	0.00321682	0.00182654	0.00502799	0.00608328	0.00209085	0.00555821	0.00318337	0.00161966	0.00174153	0.000847053	0.000586288	0.00314936	0.00683529	0.00599658	0.00310679	0.000362141	0.000303641	0.000491098	0.000250118	0.00324813	0.00124337	0.000744861	0.00105671	2.25824e-05	0.000182887	0.000235554	0.00018829	0.00170524	0.000423792	0.000534423	0.00129313	0.000158851	0.000349895	0.000787939	0.00116291	0.999831	0.999957	1.00004	1.00017	0.1772549	4.312105e-05	0.00237636	0.182596	0.817404	0.997624	0.08906061
12010	-18754.93	-18695.04	-59.89686	5.258602e+07	0.00359983	0.00342889	0.00239408	0.00425325	0.00187256	0.00105314	0.00199952	0.00228997	0.00131751	0.00033495	0.00355608	0.00153145	0.00516813	0.00654688	0.00196723	0.00556832	0.00324518	0.00175284	0.00212881	0.000896708	0.000633466	0.00329645	0.00562855	0.00542746	0.00259575	0.000332034	0.000257016	0.000486044	0.000136581	0.00250772	0.00123905	0.000659119	0.00113242	2.25824e-05	0.000133727	0.000357166	0.000349498	0.00178012	0.000448432	0.000241673	0.0012622	0.000124629	0.00035365	0.000696151	0.00168566	0.999825	0.999955	1.00004	1.00018	0.1795343	2.283429e-05	0.00251786	0.184247	0.815753	0.997482	0.08669249
12020	-18741.12	-18670.94	-70.17957	3.882678e+07	0.00433994	0.00379316	0.0024228	0.00559085	0.00200446	0.00109937	0.00149394	0.0019613	0.00105258	0.000426414	0.00262772	0.00195609	0.00475392	0.00615953	0.0021285	0.00555525	0.0027443	0.00134508	0.00180645	0.000957719	0.000682977	0.002851	0.00568798	0.00578394	0.00263666	0.000366777	0.000238325	0.000154199	0.000154588	0.00264688	0.00127056	0.000699308	0.00118623	0.000165024	0.000179416	0.000255388	0.000271649	0.00163878	0.000241797	0.000438078	0.0012625	0.00015768	0.000347252	0.000623852	0.00109827	0.999796	0.999948	1.00005	1.0002	0.1764268	7.270216e-06	0.00232611	0.181992	0.818008	0.997674	0.0852585
12030	-18744.76	-18685.14	-59.61881	3.291632e+07	0.0043163	0.00387106	0.00278884	0.00539891	0.00202769	0.00100846	0.00172442	0.00187906	0.00118489	0.000355567	0.00306679	0.00184448	0.00494996	0.00622991	0.00169392	0.00588078	0.00356776	0.00185228	0.00171627	0.000929086	0.000682977	0.00278749	0.00635063	0.00530598	0.00331671	0.00054453	0.000124696	0.00012545	0.000718121	0.00297626	0.00142354	0.000774431	0.000959117	0.000165024	8.2517e-05	0.000289663	0.000434641	0.00162796	0.000366619	0.000534837	0.00114656	0.000220905	0.000547891	0.000673903	0.00117181	0.999778	0.999943	1.00006	1.00022	0.1794375	2.362774e-05	0.00251176	0.184177	0.815823	0.997488	0.0896387
12040	-18751.71	-18698.6	-53.10628	2.883877e+07	0.00379165	0.00394001	0.00281598	0.00581616	0.0018919	0.00127372	0.00160492	0.00223742	0.00116976	0.000399971	0.00308968	0.00226339	0.00502305	0.00706231	0.00189337	0.00636039	0.00347178	0.00158064	0.00197618	0.000953421	0.000537982	0.00312908	0.00585552	0.00591721	0.00330283	0.000517734	0.000160082	0.000168801	0.000376535	0.00270197	0.00121996	0.000645814	0.000910853	0.000160145	0.00010548	0.000271021	0.000313593	0.00194671	0.000409995	0.000368169	0.00141637	0.000219623	0.000645475	0.000857053	0.000846109	0.999763	0.999939	1.00006	1.00024	0.1802471	4.883038e-05	0.00256308	0.18476	0.81524	0.997437	0.09161981
