Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
11360	-18740.62	-18680.07	-60.54853	2.530592e+07	0.00420047	0.00360948	0.00226887	0.00510052	0.0016772	0.00142436	0.00166578	0.00233562	0.00122314	0.000267401	0.00265421	0.00182406	0.0045882	0.00642062	0.00225723	0.00599095	0.00294394	0.00154451	0.00201632	0.000948525	0.000468967	0.0029931	0.00610359	0.00628684	0.00297497	0.000362413	1.28707e-05	0.000283591	0.000508715	0.00282895	0.00146269	0.000633995	0.00106221	0.000422127	0.000270933	0.000333959	0.000121821	0.00139351	0.000388496	0.000507737	0.00144226	0.000384796	0.000432219	0.000559279	0.00106628	0.999747	0.999936	1.00006	1.00025	0.1788099	2.127482e-05	0.00247238	0.183724	0.816276	0.997528	0.08826773
11370	-18744.67	-18678.68	-65.99013	1.905833e+07	0.00396736	0.00346107	0.00219986	0.00492127	0.00213013	0.00116176	0.00195433	0.00216254	0.00114816	0.000397931	0.00265421	0.00170792	0.00530609	0.0061394	0.0017497	0.00661858	0.00278498	0.0015892	0.00197344	0.000867153	0.000637931	0.00285901	0.0055478	0.00539332	0.00316992	0.000310278	0.000140601	0.000214587	0.000448844	0.00216424	0.00143761	0.000629959	0.00103696	0.000474485	0.00021153	0.000359592	0.000212356	0.00184185	0.000313561	0.000414641	0.00115039	0.000122137	0.000385508	0.000517061	0.00114394	0.999709	0.999926	1.00007	1.00029	0.1774777	1.159138e-05	0.00238998	0.182758	0.817242	0.99761	0.08603319
11380	-18746.61	-18685.02	-61.5854	1.938838e+07	0.0039048	0.00372481	0.00233168	0.00520243	0.00207086	0.00102677	0.0016279	0.00193199	0.00113898	0.000364385	0.00294843	0.00175692	0.00486173	0.00611934	0.00207905	0.00576432	0.00284071	0.00192569	0.00198788	0.00116455	0.000562453	0.00315494	0.00572308	0.00525196	0.00284885	0.000427323	0.000529572	0.000300135	0.000331587	0.00293021	0.00133265	0.000626331	0.00105577	0.000424411	0.00011819	0.000262568	0.000218418	0.00193844	0.00040601	0.000527654	0.000996702	0.000275827	0.000216517	0.000417213	0.00110078	0.999711	0.999926	1.00007	1.00029	0.1776649	1.892534e-05	0.00240147	0.182894	0.817106	0.997599	0.08675083
11390	-18745.97	-18686.49	-59.4787	2.163352e+07	0.00385412	0.00327401	0.00239687	0.00504536	0.00207086	0.001069	0.00140086	0.00245157	0.00108801	0.000250893	0.00266316	0.00163167	0.00522924	0.00639009	0.00197391	0.00568306	0.0034552	0.00195985	0.00228246	0.000779077	0.000670354	0.00244494	0.0060747	0.00573749	0.00352703	0.000526894	8.88324e-05	0.000301626	0.00028887	0.00270031	0.00131156	0.000514588	0.000897692	0.000155495	0.000397928	0.000298456	0.000288621	0.00164501	0.000430234	0.000428145	0.00117378	0.000236868	0.000407718	0.000987357	0.000928993	0.999727	0.99993	1.00007	1.00027	0.1770799	2.393293e-05	0.00236569	0.182468	0.817532	0.997634	0.08741274
11400	-18746.51	-18684.38	-62.13434	2.329458e+07	0.00362793	0.00327401	0.00246328	0.00542456	0.00186889	0.00100298	0.00169675	0.00173588	0.00123302	0.000257763	0.00223651	0.00161904	0.00497147	0.00684864	0.00191529	0.00502383	0.00288946	0.00136643	0.0018356	0.000776322	0.000597046	0.00261911	0.00632309	0.00460498	0.00306194	0.000317832	6.01684e-05	0.00024953	0.000264886	0.0025008	0.00131325	0.00064763	0.00086406	0.000117844	0.000122244	0.000335929	7.11068e-05	0.00155634	0.000409051	0.000479814	0.00108716	0.000287918	0.000660844	0.000706661	0.000900156	0.999737	0.999933	1.00007	1.00026	0.1740524	1.77091e-05	0.0021855	0.180249	0.819751	0.997814	0.08222706
11410	-18739.7	-18680.46	-59.23949	2.841663e+07	0.00330619	0.00288027	0.00194058	0.00467885	0.0016185	0.00108289	0.00136511	0.00170372	0.00107796	0.000264375	0.00228089	0.00164667	0.00394981	0.00576818	0.00232518	0.00580831	0.00322477	0.0017488	0.00142505	0.00089064	0.000590059	0.00231239	0.00558318	0.00531178	0.0028465	0.000218363	6.71701e-05	0.000126577	0.000193482	0.00247213	0.00124849	0.000511657	0.00082198	0.000310699	0.000265614	0.000321411	0.0001871	0.00155649	0.000351108	0.000386305	0.00131094	0.000217401	0.000408307	0.000568173	0.000868997	0.999762	0.999939	1.00006	1.00024	0.1714968	2.430792e-05	0.00203986	0.178354	0.821646	0.99796	0.07804305
11420	-18739.85	-18675.99	-63.85163	2.355249e+07	0.00386582	0.0032924	0.00228237	0.00462836	0.00128575	0.0011293	0.00147429	0.00211135	0.000970972	0.000442734	0.00265066	0.00164667	0.004938	0.00591578	0.002053	0.00530036	0.00292936	0.00185471	0.00176158	0.000850054	0.000636927	0.00308247	0.00558318	0.0053105	0.00270863	0.00028908	1.78557e-05	0.000318235	0.000320575	0.00324574	0.00155167	0.00041248	0.00095177	0.000336561	0.000118192	0.000338435	0.00025778	0.00160122	0.00044504	0.000414808	0.00108902	0.000152411	0.000499711	0.000444661	0.000763061	0.999738	0.999933	1.00007	1.00026	0.1757185	1.463628e-05	0.00228364	0.181474	0.818526	0.997716	0.08227351
11430	-18746.38	-18687.27	-59.10618	3.334089e+07	0.00441278	0.00364703	0.00239903	0.00502151	0.0019929	0.00110988	0.00154769	0.00154017	0.00102171	0.0005103	0.00272349	0.0021535	0.00497607	0.00688755	0.00210774	0.00529442	0.00332041	0.00158116	0.00166967	0.00104999	0.000585835	0.0030003	0.00544533	0.00561627	0.00272613	0.000338427	5.8017e-06	7.98724e-05	0.000300184	0.00234528	0.00171558	0.000499485	0.000981065	0.000336561	0.000234622	0.00032244	0.000135036	0.00142663	0.000246246	0.000609727	0.00149968	0.000279499	0.000419825	0.000575955	0.000930091	0.99978	0.999944	1.00006	1.00022	0.1757185	2.489101e-05	0.00228364	0.181474	0.818526	0.997716	0.08562289
11440	-18736.32	-18675.44	-60.88085	2.862526e+07	0.00345941	0.00323289	0.00246359	0.00489326	0.00202252	0.000887836	0.00152773	0.00195037	0.000857123	0.000464344	0.00272617	0.00168353	0.00478529	0.00635277	0.0021598	0.00542747	0.00275917	0.00164477	0.00153326	0.000782495	0.000579639	0.00253827	0.00525704	0.00496743	0.00258491	0.000395475	1.09269e-05	0.000142675	0.000512283	0.00260604	0.00148027	0.000773759	0.000837584	0.000187062	0.000228504	0.00042342	6.48845e-05	0.00146279	0.000544072	0.000287225	0.00129132	0.000302832	0.0003496	0.000548547	0.00110694	0.999762	0.999939	1.00006	1.00024	0.1749475	2.033213e-05	0.00223792	0.180908	0.819092	0.997762	0.08109729
11450	-18733.07	-18671.47	-61.59449	3.100928e+07	0.00410311	0.00327561	0.00246359	0.00476437	0.00195817	0.00123066	0.0016178	0.00195711	0.00110526	0.000447115	0.00315678	0.00164753	0.00486666	0.00640532	0.0020859	0.00584027	0.00314212	0.00156498	0.00196212	0.00119213	0.00060025	0.00296088	0.00554482	0.00544897	0.00335051	0.000275305	2.41218e-05	0.000330313	0.000530989	0.00263899	0.00130994	0.00064362	0.00109035	8.92923e-05	0.00032063	0.000303441	0.000150577	0.00184697	0.000310083	0.000358545	0.00119565	0.000264257	0.000381433	0.000490862	0.00130827	0.999772	0.999942	1.00006	1.00023	0.1768936	1.890052e-05	0.00235436	0.182333	0.817667	0.997646	0.08655569
11460	-18740.8	-18680.92	-59.87426	2.478523e+07	0.00372351	0.00325933	0.0024956	0.0047139	0.00174546	0.00119769	0.00181991	0.00189408	0.00129752	0.000469858	0.00293768	0.00170359	0.00526348	0.00789533	0.00210212	0.00590118	0.00350333	0.00156498	0.00214511	0.000842502	0.000676436	0.00321106	0.00629627	0.00561607	0.00290761	0.000469035	0.000257786	0.000249891	0.000330163	0.00276403	0.00143285	0.000632116	0.00114656	0.000146876	0.000269728	0.000339299	0.000211724	0.00199697	0.00039607	0.00046374	0.00138879	0.000236328	0.000396552	0.000691948	0.000893502	0.999745	0.999935	1.00007	1.00026	0.1759569	2.296426e-05	0.00229788	0.181648	0.818352	0.997702	0.08989754
11470	-18748.74	-18691.83	-56.91076	2.226548e+07	0.00428291	0.00389171	0.00284993	0.005189	0.0020137	0.00143552	0.00146627	0.00249311	0.00160663	0.000575359	0.00293768	0.00184709	0.00531246	0.0084719	0.00281564	0.00708751	0.00344895	0.00164024	0.00206205	0.000965592	0.000593839	0.00325012	0.00653865	0.00567074	0.00356527	0.000437353	3.19534e-05	0.000382358	0.000342072	0.00314451	0.00146462	0.000821014	0.00110908	0.00020118	0.00035772	0.000301498	0.000225065	0.00173432	0.000566953	0.00057644	0.00134917	0.000326277	0.000476699	0.000742817	0.000952867	0.999731	0.999931	1.00007	1.00027	0.1815881	3.221268e-05	0.0026494	0.185721	0.814279	0.997351	0.09755585
11480	-18753.61	-18694.32	-59.29498	2.915629e+07	0.00433907	0.00380026	0.00269778	0.00477725	0.00198908	0.00115787	0.00174679	0.00211555	0.0010051	0.00047579	0.00331249	0.0023681	0.00562757	0.00625129	0.00219507	0.00735766	0.00317218	0.00156816	0.00219621	0.00133561	0.000530147	0.00312971	0.00586008	0.00568476	0.00359083	0.00044507	3.31592e-05	0.000516363	0.000743177	0.00318838	0.00149095	0.000639701	0.0011153	0.000254859	0.000445873	0.000340933	0.000206366	0.00214013	0.000270897	0.000454009	0.00135679	0.000243952	0.000436307	0.000700312	0.00124161	0.999765	0.99994	1.00006	1.00024	0.1798556	2.462855e-05	0.00253819	0.184478	0.815522	0.997462	0.09454857
11490	-18750.57	-18693.43	-57.14456	3.127279e+07	0.00471063	0.00358117	0.00295906	0.00555412	0.00170076	0.00129894	0.00196327	0.00255176	0.00126107	0.000600926	0.00315243	0.00192849	0.00614423	0.00692557	0.0025135	0.00655694	0.00294719	0.00194394	0.00217264	0.00107687	0.000748897	0.0029306	0.0071814	0.00591286	0.00362534	0.00031892	2.19439e-05	0.000195104	0.000403415	0.00350892	0.0015064	0.000519307	0.00107868	0.000254859	0.000344874	0.00031012	0.00015131	0.00216921	0.000485673	0.000299179	0.00125	0.000342638	0.000221953	0.000783728	0.00105307	0.999773	0.999942	1.00006	1.00023	0.1821546	3.137486e-05	0.00268635	0.186126	0.813874	0.997314	0.09716189
11500	-18750.36	-18688.69	-61.67013	3.119192e+07	0.00469225	0.00374789	0.0023192	0.00573746	0.00275864	0.00121931	0.00200176	0.00227065	0.00136198	0.000421203	0.00313482	0.00206402	0.0057209	0.00736714	0.00294663	0.00642407	0.00384138	0.00199718	0.00180412	0.000856367	0.000785786	0.00320126	0.00712899	0.00598955	0.00334967	0.000496429	2.55479e-05	0.000438375	0.000210527	0.00336333	0.00166928	0.000564339	0.00120787	8.59811e-05	0.000200427	0.000482403	0.000209397	0.00171925	0.000619532	0.000653696	0.00144336	0.000358908	0.000328416	0.000770335	0.00111486	0.999772	0.999942	1.00006	1.00023	0.1820933	1.901647e-05	0.00268234	0.186082	0.813918	0.997318	0.0991045
11510	-18749.02	-18689.32	-59.69967	2.724536e+07	0.00469987	0.00430504	0.0023192	0.00541558	0.00253967	0.0015006	0.00186724	0.0025258	0.00153252	0.000369805	0.00366695	0.00210219	0.00586043	0.00733452	0.00283855	0.00706517	0.00308171	0.0021482	0.00188647	0.000917628	0.000691421	0.00357662	0.00678366	0.0064943	0.0036697	0.000425439	3.59062e-05	0.000304632	0.000369778	0.00289738	0.00127748	0.000833561	0.00126239	0.000499472	0.00034325	0.000389519	0.000188264	0.00179763	0.000345846	0.000679225	0.00136216	0.000300987	0.0003386	0.000815429	0.000988436	0.999757	0.999938	1.00006	1.00024	0.1835614	2.371549e-05	0.00277937	0.187126	0.812874	0.997221	0.1006482
11520	-18746.99	-18689.27	-57.72004	2.243875e+07	0.00403763	0.00390984	0.00249382	0.00529899	0.00174341	0.00100227	0.00166689	0.00220197	0.00132502	0.000584468	0.00292978	0.00205923	0.00505001	0.00710359	0.00256966	0.00668567	0.00384421	0.00173342	0.00185963	0.00116393	0.00067328	0.00331403	0.00538071	0.00619217	0.00342684	0.000451883	3.17733e-06	0.000384102	0.000478999	0.00316061	0.00168661	0.000876739	0.00130616	0.000278123	0.000101933	0.000472582	0.000178981	0.00183775	0.000541358	0.000397945	0.00119422	0.000286162	0.000607074	0.000959378	0.00111874	0.999732	0.999931	1.00007	1.00027	0.1808727	2.93427e-05	0.00260315	0.185209	0.814791	0.997397	0.094573
11530	-18747.98	-18685.01	-62.97617	2.159405e+07	0.00388944	0.00370584	0.00232483	0.00540323	0.00175268	0.00103028	0.00212519	0.00210325	0.000927848	0.000452433	0.00343783	0.00190042	0.00415193	0.00639434	0.00195103	0.00640128	0.00335572	0.00205972	0.00170691	0.000930205	0.000456219	0.00306393	0.00621471	0.00519706	0.00329374	0.000451883	8.13549e-06	0.000327414	0.000417028	0.00284532	0.00149821	0.000656974	0.00111444	0.000282364	0.000511243	0.000391641	0.000131234	0.00174681	0.000444439	0.000749213	0.00130354	0.000262018	0.000456333	0.000631357	0.00112848	0.999726	0.99993	1.00007	1.00027	0.1805084	1.627185e-05	0.00257977	0.184948	0.815052	0.99742	0.08958815
11540	-18743.77	-18686.57	-57.20254	2.322601e+07	0.00419766	0.00376262	0.00287816	0.0049359	0.00230947	0.00100415	0.001755	0.00190366	0.00130585	0.000336282	0.00277985	0.0021003	0.00592524	0.00633361	0.0024262	0.00599665	0.00353649	0.00159443	0.00201027	0.000927386	0.00061925	0.00335505	0.00661569	0.00569159	0.00348112	0.000371901	1.17969e-05	0.00034106	0.000436461	0.00284594	0.00122439	0.000678338	0.00105743	0.000227269	0.000228298	0.000337885	0.000194921	0.00190754	0.000357669	0.000605923	0.00112203	0.000233229	0.000340939	0.000729748	0.00155089	0.999736	0.999933	1.00007	1.00026	0.179501	3.100613e-05	0.00251576	0.184223	0.815777	0.997484	0.09258555
11550	-18745.53	-18683.31	-62.2118	2.939421e+07	0.00413271	0.00353763	0.00231807	0.00512196	0.00193298	0.00137937	0.0016212	0.00207023	0.00131236	0.000325855	0.00270326	0.00182719	0.00472034	0.00696959	0.00235583	0.00707863	0.00277816	0.00200519	0.00198417	0.000939351	0.00071158	0.00266868	0.0064405	0.00540937	0.00321468	0.000378286	0.000185148	0.0002661	0.000569778	0.00268221	0.00119274	0.000550749	0.000860311	0.000481581	0.000279479	0.000343345	0.000113461	0.0021012	0.000339022	0.000505001	0.00154537	0.000320819	0.000439128	0.000624548	0.00129205	0.999766	0.99994	1.00006	1.00023	0.1788108	1.773139e-05	0.00247244	0.183725	0.816275	0.997528	0.09062921
11560	-18752.36	-18681.56	-70.79223	2.886171e+07	0.00407547	0.00394747	0.00276307	0.00448789	0.00208273	0.00108098	0.00159358	0.00188855	0.000992169	0.000301404	0.00270858	0.00197983	0.00467174	0.00579737	0.00181532	0.00579994	0.0029502	0.00180414	0.00212223	0.000991827	0.00062911	0.00267696	0.00596829	0.00585918	0.00344374	0.000420139	0.000140418	0.000158646	0.000472222	0.00217686	0.00128125	0.000683193	0.00108728	0.000159515	0.000475798	0.000469442	0.000117869	0.00127262	0.000345227	0.000631623	0.00115461	0.000357862	0.000533398	0.000577947	0.00118959	0.999763	0.99994	1.00006	1.00024	0.1769132	6.798776e-06	0.00235555	0.182347	0.817653	0.997644	0.08613728
11570	-18745.78	-18689.43	-56.34688	2.888099e+07	0.00461367	0.00397906	0.00251378	0.00570458	0.00197621	0.00108828	0.00177563	0.00218903	0.00117712	0.000536164	0.00323869	0.00203122	0.00526729	0.00654389	0.00198072	0.0064248	0.00306237	0.00152725	0.00195926	0.00108615	0.00057844	0.0033675	0.0067007	0.00620404	0.00300646	0.000380099	3.03653e-05	0.000198222	0.000487543	0.00330304	0.0015336	0.00063976	0.00106671	0.000249465	0.000367168	0.000319656	0.000230242	0.00151924	0.000504462	0.000541911	0.00132411	0.000232703	0.000780488	0.00101559	0.00141433	0.999764	0.99994	1.00006	1.00024	0.1798665	3.417928e-05	0.00253888	0.184486	0.815514	0.997461	0.09467101
11580	-18747.36	-18689.85	-57.51052	3.561663e+07	0.00434052	0.00416419	0.00227052	0.00583599	0.00198657	0.00108828	0.00203344	0.00210192	0.00123319	0.000571905	0.00336701	0.00197199	0.00614872	0.00720081	0.00232984	0.00626369	0.00316099	0.00197691	0.00195029	0.00116237	0.000746435	0.0033913	0.00681364	0.00659158	0.0036615	0.00034289	0.000104636	0.000339826	0.000344928	0.00327773	0.00124603	0.000638042	0.0012255	9.59947e-05	0.000231705	0.000330822	0.000169615	0.00162675	0.000495967	0.000620129	0.00108575	0.000300934	0.000308527	0.000575078	0.00137581	0.999787	0.999946	1.00005	1.00021	0.1821841	3.012268e-05	0.00268828	0.186147	0.813853	0.997312	0.09710021
11590	-18751.8	-18683.93	-67.87051	4.174209e+07	0.00460568	0.00352263	0.00289942	0.00520509	0.00218964	0.000995482	0.00197774	0.00205737	0.00111732	0.000538267	0.00279246	0.00194284	0.00550139	0.00773483	0.00246582	0.00538149	0.00346562	0.00201438	0.00207166	0.00109887	0.000701691	0.00345502	0.00622058	0.0061938	0.00317781	0.000373588	0.00016664	0.000214368	0.00027543	0.00294531	0.00128584	0.000988591	0.0014499	5.06966e-05	0.000263704	0.000395041	7.44957e-05	0.00188492	0.000405903	0.000564861	0.00152642	0.000159393	0.000362879	0.00086822	0.000743053	0.999803	0.99995	1.00005	1.0002	0.1804858	9.496055e-06	0.00257833	0.184932	0.815068	0.997422	0.09432616
11600	-18753.18	-18693.27	-59.91751	4.922948e+07	0.00476429	0.00349691	0.00256267	0.005705	0.0020216	0.00112433	0.00188416	0.00175157	0.00111732	0.000627798	0.00303774	0.00233797	0.00485308	0.00669174	0.00244454	0.006429	0.0037968	0.00157268	0.00225115	0.00103922	0.000780946	0.00360378	0.0063273	0.00674046	0.0030443	0.000264734	0.000301662	0.000354448	0.000394473	0.00353818	0.00164799	0.000826726	0.00107877	0.000301921	0.000201228	0.0002831	0.000176396	0.00184423	0.000457894	0.000452879	0.00159126	0.000333585	0.000457947	0.000951193	0.00108483	0.999819	0.999954	1.00005	1.00018	0.1816135	2.30382e-05	0.00265105	0.185739	0.814261	0.997349	0.09654981
11610	-18741.35	-18680.6	-60.75096	5.057705e+07	0.0045107	0.00428302	0.00282522	0.00474005	0.00213861	0.00129062	0.0021205	0.00216966	0.00116815	0.000487494	0.00303774	0.00215921	0.00544189	0.00706835	0.00216959	0.006429	0.00322621	0.00192186	0.00190251	0.00109744	0.000700237	0.00288164	0.00659143	0.00608975	0.00323618	0.000414441	0.00020662	0.000396168	0.000415593	0.00308583	0.00150845	0.000812145	0.00104828	0.000188859	0.000355783	0.000232094	0.000158039	0.00168595	0.000563661	0.000531078	0.00166867	0.000158881	0.000327035	0.000610189	0.0012314	0.999822	0.999955	1.00005	1.00018	0.179122	2.096522e-05	0.00249192	0.183949	0.81605	0.997508	0.09528622
11620	-18749.39	-18692.55	-56.83695	4.850923e+07	0.00512003	0.00366976	0.00230814	0.00468767	0.00202213	0.00130061	0.00156849	0.0020079	0.00119107	0.000470645	0.0031006	0.00169144	0.00559166	0.00673001	0.00204482	0.00693744	0.00347636	0.00176934	0.00156763	0.000872105	0.000635791	0.00320008	0.00659143	0.00597115	0.00287662	0.000316332	1.4941e-05	0.000223297	0.000196274	0.00253036	0.00143491	0.00046161	0.000950951	0.000121172	0.000206714	0.000390277	0.000145952	0.00200951	0.000492768	0.000386184	0.00153268	0.000212459	0.000549391	0.000689549	0.0013465	0.999818	0.999954	1.00005	1.00018	0.1776102	3.225002e-05	0.00239811	0.182854	0.817146	0.997602	0.09161474
11630	-18753.4	-18699.03	-54.36763	7.81398e+07	0.00369678	0.00320455	0.00238251	0.00531508	0.00202213	0.000941423	0.0017614	0.0018224	0.00125527	0.000635829	0.00267316	0.00200884	0.00477999	0.00637061	0.00235973	0.00600472	0.00284264	0.00185879	0.00213437	0.0010067	0.000695443	0.00328072	0.00637478	0.00493649	0.00335815	0.000632067	0.000140806	0.00031331	0.000322734	0.002647	0.00158057	0.000611355	0.0011817	0.000137124	0.000151337	0.000464973	9.22279e-05	0.00192745	0.000428178	0.000463471	0.00153857	0.000313595	0.000421599	0.000786319	0.0013002	0.999856	0.999963	1.00004	1.00014	0.1793487	4.232519e-05	0.00250617	0.184113	0.815887	0.997494	0.0891771
11640	-18753.72	-18692.29	-61.4293	8.53908e+07	0.00391797	0.00396863	0.00238251	0.00585313	0.00143462	0.0013659	0.00210141	0.00242752	0.00104428	0.000275353	0.00317539	0.00191707	0.00540125	0.00688151	0.00233507	0.00537017	0.00337162	0.00165602	0.00182594	0.000898167	0.000677439	0.00324656	0.0068608	0.00577088	0.00362537	0.000375783	3.79677e-05	0.000246883	0.000203454	0.00316697	0.00147414	0.000658177	0.000837145	0.000298133	0.000148313	0.00019622	0.000222803	0.00158496	0.000357374	0.000290384	0.00141366	0.000195672	0.00046239	0.00111648	0.000881606	0.999862	0.999965	1.00004	1.00014	0.1790644	1.937109e-05	0.00248831	0.183908	0.816092	0.997512	0.09195312
11650	-18745.24	-18688.22	-57.01682	9.869623e+07	0.0043523	0.00324506	0.00230672	0.00577493	0.00187578	0.00118603	0.00173793	0.00206589	0.00125331	0.000526032	0.00351409	0.0020451	0.00616325	0.00649699	0.0022099	0.006248	0.00337162	0.00203268	0.00211384	0.000975584	0.000683447	0.00327952	0.00557317	0.00647302	0.00342898	0.000376049	8.22476e-05	0.000419311	0.000450935	0.00332453	0.00130223	0.000687592	0.00100811	6.70077e-05	0.000148098	0.000318359	0.000248696	0.0015949	0.000353395	0.000569959	0.00144809	0.000252905	0.000337602	0.00068029	0.00110148	0.999872	0.999967	1.00003	1.00013	0.1790347	3.169038e-05	0.00248644	0.183886	0.816114	0.997514	0.09370496
11660	-18753.17	-18691.38	-61.79592	9.525748e+07	0.00410226	0.00413054	0.00274159	0.00500046	0.00238	0.00142511	0.00210455	0.00206589	0.00140799	0.000377882	0.00313185	0.00211721	0.00522093	0.00730913	0.0020262	0.0064469	0.00369128	0.00167434	0.00212806	0.000822844	0.000368149	0.00342475	0.00582139	0.00513352	0.00306217	0.000373483	0.0001599	0.000182931	0.000461435	0.00318969	0.00173518	0.000687592	0.00102257	0.000428237	0.000291441	0.000286118	0.000219879	0.00182307	0.000557124	0.000455583	0.0015778	0.000228205	0.000475726	0.000685605	0.0011862	0.99987	0.999967	1.00003	1.00013	0.1792795	1.86436e-05	0.00250181	0.184063	0.815937	0.997498	0.09414277
11670	-18738.59	-18674.96	-63.62547	8.450546e+07	0.00416736	0.00342059	0.00209352	0.00517162	0.00182441	0.0010685	0.00176219	0.0020488	0.00124474	0.000455927	0.00249961	0.00144966	0.00454112	0.00617754	0.00217714	0.00586205	0.00306489	0.00192	0.00179924	0.000990929	0.000541585	0.00326761	0.00585053	0.00564391	0.00285731	0.000566426	4.48302e-05	0.000266653	0.000329835	0.00308795	0.00108166	0.000772744	0.000894326	0.000291556	0.000211956	0.000352334	0.000219345	0.00173169	0.000360073	0.000609403	0.00115289	0.000256443	0.000450794	0.000802277	0.00118922	0.999862	0.999965	1.00003	1.00014	0.1766772	1.508221e-05	0.00234124	0.182175	0.817825	0.997659	0.08657316
11680	-18746.59	-18689.63	-56.95726	9.492645e+07	0.00416736	0.00342059	0.0024983	0.00446166	0.00181748	0.000934106	0.00163176	0.00197343	0.0010183	0.000399944	0.00281629	0.00170789	0.00485402	0.00648956	0.00246271	0.0054209	0.00357163	0.00159278	0.00216865	0.000920109	0.000746477	0.00236843	0.00565281	0.00619901	0.00304985	0.000314287	4.74407e-05	0.00031568	0.000231631	0.00277098	0.00109539	0.000647776	0.00125697	0.000181039	0.000312198	0.000334497	0.000296148	0.00142999	0.000354299	0.000429747	0.00146755	0.000192502	0.000433475	0.000626208	0.00137304	0.999869	0.999967	1.00003	1.00013	0.1769533	3.163752e-05	0.00235799	0.182376	0.817624	0.997642	0.0864549
11690	-18750.65	-18688.36	-62.29314	8.410818e+07	0.00416736	0.00417532	0.00267802	0.00497191	0.00172601	0.00110802	0.00175421	0.0019901	0.00117656	0.000540368	0.00333024	0.00177883	0.00531933	0.0066054	0.00159507	0.00624204	0.0030345	0.00198562	0.00176179	0.000985775	0.000546662	0.00331735	0.00598267	0.00651093	0.00335132	0.000338159	5.40521e-05	0.000216482	0.000355172	0.00272782	0.00135219	0.000839357	0.00102381	0.000256478	0.00037089	0.000229255	6.98021e-05	0.00217281	0.000299248	0.00054601	0.00115606	0.000446754	0.000272411	0.00107714	0.00111192	0.999861	0.999964	1.00004	1.00014	0.1800869	1.759237e-05	0.00255288	0.184645	0.815355	0.997447	0.09155126
11700	-18748.06	-18688.25	-59.81365	9.27308e+07	0.00410064	0.00397316	0.0024278	0.00474965	0.0019133	0.00132174	0.00177039	0.00219249	0.00104703	0.000421979	0.00283292	0.00208551	0.00512993	0.00653274	0.0023321	0.00654411	0.00331215	0.0018953	0.00190417	0.000792972	0.000495459	0.00286683	0.00634543	0.0058642	0.00342	0.00041361	5.68368e-06	0.000232388	0.00029921	0.00287838	0.00137957	0.00041394	0.0010033	0.0003661	0.000234011	0.000204582	0.000197795	0.00113051	0.000804431	0.000410222	0.00130836	0.000296231	0.000272023	0.000670993	0.000971232	0.999868	0.999966	1.00003	1.00013	0.1765046	2.311743e-05	0.00233081	0.182049	0.817951	0.997669	0.08976459
11710	-18739.62	-18683.07	-56.55713	8.487508e+07	0.00429118	0.00339865	0.00205879	0.00512149	0.00221577	0.00127016	0.00165109	0.002071	0.00118167	0.000484431	0.00301816	0.00184188	0.00477695	0.00693736	0.00204853	0.00563563	0.00301569	0.00154044	0.00177163	0.00095551	0.000628809	0.00284718	0.0058586	0.00530708	0.00277989	0.000577397	2.88915e-07	0.000461426	0.000372366	0.00266041	0.00151134	0.000595839	0.00112031	0.000184168	0.000261729	0.000339183	0.000203011	0.00166352	0.000282417	0.000445054	0.000980973	0.000325046	0.000312471	0.000673908	0.000858236	0.999862	0.999965	1.00004	1.00014	0.1771125	3.307949e-05	0.00236767	0.182492	0.817508	0.997632	0.08653665
11720	-18735.75	-18670.1	-65.64667	9.466251e+07	0.00318963	0.00319734	0.00215484	0.00478219	0.00171235	0.00113831	0.00146987	0.00202862	0.00105213	0.000402846	0.00291104	0.00161493	0.0048773	0.00639192	0.00186002	0.00561182	0.00287828	0.00173957	0.00172927	0.00069843	0.000513653	0.00276433	0.00509578	0.00513433	0.00312798	0.000429598	2.69813e-06	0.00017142	0.000445549	0.00272066	0.00153011	0.000698855	0.000970529	0.000269346	0.000257405	0.000287131	0.000206888	0.00139805	0.000168985	0.000439292	0.00101064	0.000245592	0.000407251	0.000637473	0.000986992	0.999869	0.999968	1.00003	1.00013	0.1748965	1.19765e-05	0.00223491	0.180871	0.819129	0.997765	0.08136124
