Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	pi_alpha	pis[1]	pis[2]	pis[3]	pis[4]	TL
12230	-18624.31	-18665.53	41.21944	0.00292399	0.00249754	0.0017263	0.00393369	0.0017846	0.000741634	0.00120478	0.00146283	0.000667193	0.000340645	0.00260176	0.00126511	0.00362135	0.0044281	0.00117234	0.00439222	0.0020443	0.00150164	0.00149433	0.000633614	0.000366832	0.00214298	0.00439768	0.00436736	0.000207479	0.000142487	0.000748079	0.00129272	5.55004e-05	0.000245434	0.00214441	0.000558658	0.000268998	0.000416955	0.000260978	0.000263896	0.00188094	0.000421243	0.000917586	0.000218677	9.03113e-05	4.93612e-06	0.000290276	0.000380344	0.000878485	0.1660293	0.00174805	0.174231	0.825769	0.998252	0.06340123
12240	-18616.78	-18658.03	41.247	0.00270339	0.00217702	0.00173726	0.00407375	0.00111814	0.000754764	0.00112426	0.00158794	0.000682918	0.000303132	0.00199601	0.00102066	0.00306762	0.00474019	0.00154065	0.00440979	0.00200328	0.0011261	0.00113222	0.00066409	0.000428523	0.00233269	0.00425254	0.00431112	0.000333138	0.000292298	0.00102624	0.000999349	0.000161405	0.00028312	0.00200504	0.000530371	0.000335955	0.000321914	0.000172657	0.000263896	0.00167412	0.000339033	0.000969783	0.00014777	0.000148958	7.58338e-06	0.000433444	0.00045364	0.000688959	0.1637073	0.00163222	0.172452	0.827548	0.998368	0.06087673
12250	-18619.42	-18660.68	41.25875	0.00259952	0.00272763	0.00158735	0.0030587	0.00112839	0.000703114	0.00112737	0.00154545	0.000757287	0.000222351	0.00175129	0.00122266	0.00318233	0.00420423	0.00155652	0.00364191	0.00187359	0.00104891	0.00109508	0.000580867	0.000485738	0.00228094	0.00481355	0.00443487	0.000107808	0.000291472	0.00102409	0.00123063	6.03289e-05	0.000199222	0.00190136	0.000615189	0.000339504	0.000349669	0.000248641	0.000231375	0.00201171	0.000523952	0.000792151	0.000224047	7.35827e-05	8.26425e-05	0.000317389	0.000532857	0.000998867	0.1628643	0.00159135	0.171802	0.828198	0.998409	0.05978615
12260	-18618.56	-18659.87	41.30424	0.00260533	0.00233058	0.00143893	0.00322027	0.00104169	0.000671225	0.0010263	0.00119587	0.000635521	0.000286832	0.00153135	0.00094703	0.00297343	0.00442192	0.00124985	0.00423097	0.00215409	0.000951043	0.00126492	0.000504249	0.000446175	0.00201471	0.00346955	0.00369272	7.23409e-05	0.000241439	0.00104865	0.00105543	0.000102146	0.000193454	0.00201474	0.000757111	0.000346615	0.000266223	0.000244559	0.000252541	0.00140656	0.000454953	0.00112396	0.000180057	0.000238406	2.32715e-06	0.000215267	0.000339158	0.000568076	0.1609505	0.00150092	0.170318	0.829682	0.998499	0.05542857
12270	-18612.34	-18653.65	41.30964	0.00253398	0.0020872	0.00138041	0.00297278	0.00122302	0.000795194	0.00100327	0.00115374	0.000607717	0.00018984	0.00172938	0.00138898	0.00357905	0.00416516	0.00133742	0.00406056	0.00169489	0.00101193	0.00134635	0.000703346	0.000409422	0.00180108	0.00363134	0.00358405	0.000130093	0.000203556	0.000823866	0.000958008	9.10375e-05	0.000146936	0.00187653	0.000575164	0.000154215	0.000332663	0.000239079	0.00016567	0.00170322	0.000337627	0.00104486	0.00017232	0.000147284	2.93385e-05	0.000293598	0.000569557	0.000491285	0.161076	0.00150675	0.170415	0.829585	0.998493	0.05487599
12280	-18615.37	-18656.68	41.31216	0.00287913	0.00202407	0.00134282	0.0032403	0.00118717	0.000693698	0.000954612	0.00119269	0.000577275	0.000252247	0.00157902	0.00107976	0.00317814	0.00405487	0.00136102	0.00364825	0.0019115	0.00127889	0.00113945	0.0006866	0.000318434	0.00157835	0.00376273	0.00363522	0.000112563	0.000253847	0.000760728	0.00109318	0.000170568	7.21093e-05	0.00189446	0.000790967	0.000273262	0.000286362	0.000196328	0.000114773	0.00199137	0.000372628	0.000927079	0.000344284	0.000147658	0.00011847	0.000224416	0.000435797	0.000754541	0.1584029	0.00138554	0.168324	0.831676	0.998614	0.05489164
12290	-18622.12	-18663.46	41.33207	0.00241222	0.00218958	0.00118417	0.00321288	0.0010497	0.000747197	0.000811382	0.00131852	0.000767696	0.000187959	0.00140844	0.00117551	0.00307605	0.00373929	0.00153188	0.00348886	0.00187656	0.00108368	0.00100665	0.000533283	0.000318434	0.00170868	0.00318607	0.0043636	0.000156721	0.000181623	0.000787149	0.0011222	0.000169494	0.000214778	0.0015763	0.000596001	0.000189625	0.000304668	0.000317651	0.000144015	0.00161825	0.000443791	0.000917229	0.000228593	0.000164231	5.40074e-05	0.000165742	0.000358738	0.000837297	0.1581451	0.00137418	0.168121	0.831879	0.998626	0.05292639
12300	-18615.15	-18656.46	41.31397	0.00214246	0.00207058	0.00165847	0.00329832	0.00125639	0.000672177	0.000984646	0.00129306	0.000664491	0.00021708	0.00222632	0.00113894	0.00288559	0.00434842	0.00128588	0.00377932	0.00188112	0.00102663	0.00109639	0.000512795	0.000357923	0.00188844	0.00373633	0.00331957	0.00037086	0.000251935	0.000925405	0.00085038	8.48507e-05	0.00016211	0.00176095	0.000791342	0.000352754	0.000211832	0.000322515	0.000263904	0.00164582	0.000349879	0.000724239	0.000256416	0.000183453	2.93251e-05	0.000263835	0.000472021	0.000594611	0.1594093	0.00143044	0.169114	0.830886	0.99857	0.05460977
12310	-18616.42	-18657.71	41.28961	0.00269302	0.00209306	0.00148137	0.00321247	0.00137987	0.000900812	0.00118464	0.00125549	0.000651117	0.000187255	0.00157835	0.00127895	0.00329487	0.00392967	0.00153704	0.00342689	0.00215259	0.00106577	0.00128301	0.000584593	0.000400671	0.00198823	0.00404521	0.00380163	0.00021364	0.000310227	0.00102596	0.00118649	5.45046e-05	0.000297784	0.001872	0.000720367	0.000239886	0.000173073	0.000237478	0.0002013	0.00187959	0.000535361	0.000829642	0.000267671	8.82353e-05	2.58188e-05	0.000272754	0.000535533	0.000513656	0.160994	0.00150294	0.170352	0.829648	0.998497	0.05688756
12320	-18626.2	-18667.48	41.27816	0.00301915	0.00215121	0.0017129	0.00301425	0.000982283	0.000736202	0.00114049	0.00136472	0.000840173	0.000307287	0.00162707	0.00125774	0.0038388	0.00439759	0.0015103	0.00361127	0.00226722	0.00103186	0.00128549	0.000614355	0.000366101	0.00195243	0.00420689	0.00385836	0.000150918	0.000192525	0.000730356	0.00139499	7.75756e-05	0.000252356	0.00180754	0.000519723	0.000217121	0.000140843	0.00024465	0.000239692	0.00156225	0.000331702	0.00124631	0.000112848	0.000145717	7.65352e-05	0.000263415	0.000361033	0.000548194	0.164209	0.00165684	0.172838	0.827162	0.998343	0.05771043
12330	-18615.5	-18656.75	41.2464	0.00319361	0.00254339	0.0017129	0.00343867	0.000939766	0.000833689	0.0011237	0.00139464	0.000995115	0.000252033	0.00209688	0.00125774	0.00355658	0.00437775	0.00184629	0.00440697	0.00201818	0.00143207	0.00119495	0.00045475	0.000438294	0.00220823	0.00420168	0.00374948	8.13464e-05	0.000325915	0.000939545	0.00102204	7.77752e-05	0.000202513	0.00230431	0.000600564	0.000217121	0.000263088	0.000313301	0.000177249	0.00177857	0.000373413	0.000876537	0.000210685	0.00020381	2.83579e-05	0.000321722	0.000294357	0.000730372	0.1629825	0.00159705	0.171893	0.828107	0.998403	0.06100995
12340	-18619.37	-18660.61	41.24722	0.00260711	0.00265078	0.0017129	0.00359908	0.00105675	0.000756744	0.00124049	0.00135444	0.000705023	0.00022017	0.00228415	0.00125179	0.00409389	0.00467803	0.00131989	0.00374229	0.00215249	0.00119154	0.00143835	0.000773524	0.000403347	0.00187476	0.00405988	0.00405752	7.21198e-05	0.000241016	0.000800679	0.00114079	7.476e-05	0.000412586	0.00202532	0.000634261	0.000337461	0.00040478	0.000157865	0.000153126	0.00192222	0.00060027	0.00103412	0.000232244	0.000102928	2.16501e-05	0.000227397	0.000314741	0.000740475	0.1634976	0.00162199	0.172291	0.827709	0.998378	0.06087575
12350	-18616.31	-18657.51	41.20884	0.00281835	0.0028148	0.0016446	0.00374742	0.00155125	0.000850439	0.00103499	0.00154904	0.000891203	0.000324153	0.00205356	0.00131268	0.00365575	0.00448548	0.00161463	0.00445728	0.00256963	0.0011369	0.00149473	0.000749235	0.000530939	0.00198103	0.00394531	0.00457262	0.000169677	0.000234506	0.00101801	0.00122004	9.90711e-05	0.000215785	0.00241161	0.000814583	0.000319861	0.000442686	0.00025051	0.000176235	0.00183878	0.000439579	0.00101563	0.00044447	0.000194074	3.55528e-05	0.000297428	0.000391921	0.000791306	0.1645595	0.00167417	0.173107	0.826893	0.998326	0.06460732
12360	-18620.49	-18661.71	41.2239	0.00281835	0.00236398	0.00161297	0.0040846	0.00144395	0.000868803	0.00128449	0.00144341	0.000778575	0.000233385	0.00200356	0.00112703	0.00359051	0.00486092	0.00179955	0.00432252	0.00202513	0.00125991	0.00120422	0.000827696	0.000309622	0.00222275	0.00430258	0.00402194	6.42434e-05	0.000216605	0.000863106	0.000957345	8.055e-05	0.000215727	0.00241712	0.00076574	0.000263977	0.000244726	0.000115833	0.000105883	0.0019198	0.000395762	0.00128533	9.3986e-05	0.000194074	0.000100411	0.000271336	0.000812533	0.000915704	0.1644708	0.00166977	0.173039	0.826961	0.99833	0.06311023
12370	-18627.66	-18668.88	41.22332	0.00316129	0.00250345	0.00164239	0.00327524	0.00148513	0.00078414	0.0011951	0.00124808	0.000838692	0.000255938	0.00201631	0.00111016	0.00406343	0.00467379	0.0016687	0.00428676	0.00208008	0.00147256	0.00166866	0.000547569	0.000463981	0.00220762	0.0040267	0.00385555	0.00012565	0.00052228	0.00101983	0.000991531	0.000153442	0.000260241	0.00246543	0.000566596	0.000241371	0.000315076	0.000129447	0.000144035	0.00231713	0.00040052	0.00112462	0.000173753	0.000202269	3.81609e-05	0.000350822	0.000527565	0.000595762	0.1641896	0.00165588	0.172823	0.827177	0.998344	0.06319683
12380	-18627.25	-18668.41	41.15609	0.00370913	0.00310064	0.0018479	0.00356748	0.00140613	0.00110112	0.00123677	0.00152084	0.000963098	0.000255938	0.00227721	0.00120052	0.00452467	0.00483586	0.00199227	0.00455079	0.00220758	0.00146079	0.00168419	0.000734485	0.000600231	0.00221778	0.00436323	0.00451896	7.5725e-05	0.000261004	0.00101761	0.00123396	9.05432e-05	0.000428404	0.00267525	0.000665852	0.000278315	0.000378762	0.000582372	0.000249833	0.00209303	0.000383868	0.00101875	0.000144711	0.000146114	8.20462e-05	0.000332269	0.000658708	0.000987568	0.1667668	0.00178584	0.174793	0.825207	0.998214	0.06966233
12390	-18625.02	-18666.18	41.15904	0.00269528	0.00295801	0.00189318	0.00388889	0.00135851	0.00106736	0.00123677	0.00148102	0.000847456	0.000316037	0.00210626	0.00116392	0.00397719	0.00531794	0.0015084	0.00477167	0.00264234	0.00145255	0.0015041	0.000606621	0.000527432	0.00262255	0.00436119	0.00535483	0.000207311	0.000295972	0.000921002	0.00135547	0.000122133	0.000220551	0.00240163	0.000618056	0.000297577	0.000483572	0.000101251	0.000246831	0.00213308	0.000506055	0.00112942	0.000400916	0.000214265	3.57461e-05	0.000334198	0.000490385	0.00101663	0.1685243	0.00187788	0.176124	0.823876	0.998122	0.06919155
12400	-18622.24	-18663.41	41.1717	0.00297981	0.00271472	0.00220213	0.00382243	0.00146141	0.000844943	0.00109102	0.00151477	0.000910016	0.000297953	0.00188213	0.00137225	0.00337586	0.0052916	0.00176077	0.00436033	0.00264234	0.00117438	0.00129384	0.000782485	0.000314062	0.00203524	0.00500037	0.00470457	0.000114239	0.000262947	0.00112578	0.00132797	0.000139897	0.000367375	0.00257784	0.000790529	0.000329538	0.000432105	0.000251313	0.000300506	0.00198356	0.000556018	0.00113049	0.000208072	0.00014621	0.000141051	0.000330728	0.000603796	0.00103171	0.1679666	0.00184837	0.175703	0.824297	0.998152	0.06798109
12410	-18632.34	-18673.53	41.18826	0.00325771	0.00277208	0.00169886	0.00438542	0.00126919	0.000916895	0.00108805	0.00164188	0.000910016	0.000338315	0.00220548	0.00142262	0.0034939	0.00445518	0.00157875	0.00419817	0.00257925	0.00140395	0.001235	0.000803198	0.000359245	0.00211227	0.00499372	0.00421511	0.000209075	0.000434217	0.00095989	0.00139234	0.000314156	0.000250995	0.00231389	0.000798399	0.000173944	0.000482028	0.000221903	0.000191532	0.00193398	0.000396785	0.00106384	0.000473712	0.000249337	4.88175e-05	0.000251306	0.00043231	0.000713509	0.1648114	0.0016867	0.1733	0.8267	0.998313	0.06664022
12420	-18627.03	-18668.22	41.18776	0.00257347	0.00261185	0.00177192	0.00356303	0.00112138	0.000946211	0.00133093	0.00157429	0.000647547	0.000358643	0.00206445	0.00144582	0.0034939	0.005541	0.00174493	0.00452943	0.00218457	0.0016018	0.00146435	0.000918038	0.000536113	0.002018	0.0047637	0.00469562	0.000137185	0.000208584	0.000951297	0.00129749	2.40218e-05	0.00019266	0.00230061	0.000856845	0.000173868	0.000469785	0.000283559	0.000335599	0.00203218	0.000357824	0.00101854	0.000206141	0.000297921	0.000129166	0.000233088	0.000517195	0.0010283	0.1661893	0.0017562	0.174353	0.825647	0.998244	0.06655286
12430	-18632.04	-18673.27	41.23069	0.00293961	0.00243159	0.00179674	0.00410063	0.00146244	0.000827958	0.00121448	0.00132074	0.000654987	0.000421825	0.00215478	0.00117303	0.00330653	0.00464252	0.00138487	0.0039542	0.00206626	0.00137144	0.00129499	0.000767874	0.00046844	0.00255128	0.00389026	0.00416323	0.000276145	0.000183809	0.000865678	0.00133086	7.63016e-05	0.000269459	0.0020632	0.000876005	0.000358454	0.000375336	0.000229378	3.23598e-05	0.00194368	0.000327674	0.000640086	0.00023522	6.48756e-05	0.000129166	0.000215197	0.000527308	0.00096312	0.1653472	0.00171352	0.17371	0.82629	0.998286	0.06234401
12440	-18623.3	-18664.5	41.20023	0.00277827	0.00271313	0.00200512	0.00312305	0.00154237	0.000902178	0.00126667	0.00133533	0.000731101	0.000362505	0.00197982	0.00107855	0.00438171	0.0048111	0.00171787	0.00412091	0.00222049	0.00144828	0.00145386	0.000637001	0.000511958	0.00211957	0.00426102	0.00395773	0.000205391	0.000430439	0.000958259	0.0013232	0.000143584	0.000110237	0.00226783	0.000821496	0.000396898	0.000279665	0.000504069	0.000249372	0.00241862	0.000425041	0.00109963	0.000216451	0.000118779	0.000149113	0.000309524	0.000589829	0.000767479	0.1668059	0.00178786	0.174823	0.825177	0.998212	0.06524451
12450	-18611.46	-18652.68	41.21782	0.00302157	0.00245506	0.00173257	0.00379182	0.00143612	0.000902178	0.00125536	0.00144342	0.000818856	0.000328237	0.00208003	0.00142242	0.00361252	0.0047167	0.00143961	0.00446357	0.0024129	0.00105246	0.00105874	0.000728001	0.000447885	0.00215343	0.00446332	0.00434961	0.000165672	0.000252347	0.000839536	0.0013232	0.000159474	0.000225648	0.00181503	0.000515158	0.000345154	0.00036076	0.000245281	0.000186887	0.00196157	0.000550923	0.00096519	0.000258741	0.000231829	0.000109823	0.000250534	0.000418834	0.000925927	0.1647206	0.00168217	0.173231	0.826769	0.998318	0.06369391
12460	-18624.73	-18665.91	41.18425	0.00323777	0.00251078	0.00180351	0.00379182	0.00124716	0.000727372	0.0014976	0.00163324	0.000866841	0.000380124	0.00192067	0.00120488	0.00406999	0.00465145	0.00161719	0.00462885	0.00228332	0.00125122	0.00145725	0.000769866	0.000461814	0.00254302	0.00472916	0.00467731	0.000210643	0.00039006	0.00086008	0.00143854	0.000114813	0.000228879	0.00274807	0.000861766	0.000299326	0.000164534	0.000103672	0.000413139	0.00196454	0.000354235	0.00121629	0.000228959	5.82782e-05	1.0488e-05	0.000299103	0.000405097	0.000642069	0.1654756	0.00171999	0.173809	0.826191	0.99828	0.06697479
12470	-18618.03	-18659.23	41.19191	0.00308227	0.00245342	0.00192164	0.00414184	0.00128479	0.000796422	0.00103815	0.00153861	0.000865288	0.00030852	0.00224953	0.00114588	0.0039166	0.00560065	0.00157612	0.00403219	0.0023829	0.0011684	0.00124372	0.000655329	0.000320924	0.00203636	0.00505815	0.00465679	0.000113579	0.000276673	0.000952495	0.00139598	8.40306e-05	0.000181038	0.00233076	0.000810224	0.000498394	0.000281953	0.000226253	0.000177368	0.00188234	0.000431234	0.000936159	0.00026181	7.82596e-05	6.5703e-05	0.000311313	0.000566504	0.000902077	0.1651828	0.00170526	0.173585	0.826415	0.998295	0.06623863
12480	-18618.01	-18659.22	41.21277	0.00303996	0.00218927	0.00209712	0.00411413	0.00116876	0.000808236	0.00100787	0.00133676	0.000803016	0.000323043	0.00180875	0.0012184	0.00368387	0.0052673	0.00174283	0.00422723	0.00216598	0.00124106	0.00155473	0.000768283	0.000410933	0.00225563	0.00384229	0.0038734	5.23826e-05	0.000299557	0.000945418	0.00137981	0.000110133	0.000158923	0.00223104	0.000725652	0.00023414	0.000385087	0.000374503	0.0001436	0.00216786	0.000503263	0.000952785	0.000218172	0.000207956	0.000290848	0.000291535	0.000617502	0.000804188	0.1662729	0.00176048	0.174417	0.825583	0.99824	0.06404322
12490	-18612.56	-18653.8	41.23383	0.00323744	0.00218789	0.00177237	0.00359588	0.00142138	0.000935726	0.00122212	0.0012524	0.00086101	0.000426124	0.0020747	0.00140153	0.00306849	0.00473054	0.00161011	0.00406493	0.00218331	0.0013884	0.00131431	0.000620189	0.00038808	0.00225997	0.00426643	0.00394374	1.82861e-05	0.00024803	0.00106354	0.000928717	6.42077e-05	0.000265743	0.00187831	0.000725652	0.000258692	0.000360805	0.000227561	0.000238478	0.0019661	0.000367517	0.000988129	0.000248863	0.000146066	0.000274791	0.000298867	0.000520587	0.000719866	0.1652914	0.00171071	0.173668	0.826332	0.998289	0.06203587
12500	-18617.2	-18658.39	41.19332	0.00328379	0.0027625	0.00187283	0.00397125	0.0015813	0.000750882	0.000952644	0.00150406	0.000946489	0.000259444	0.00239563	0.00136039	0.003797	0.00491555	0.00133454	0.00436732	0.00232786	0.00140576	0.00140502	0.000751203	0.000293735	0.00240337	0.00421566	0.00388781	9.70368e-06	0.00025985	0.00104868	0.00123095	0.000145966	0.000194797	0.00233869	0.00072405	0.000465246	0.000332342	0.000334448	0.000229234	0.00223659	0.000367517	0.000938584	0.000323239	0.000133472	2.7053e-05	0.00040477	0.000732806	0.000719866	0.1667146	0.00178315	0.174753	0.825247	0.998217	0.06594388
12510	-18615.24	-18656.44	41.20106	0.00283782	0.00242509	0.00176458	0.00369266	0.0014992	0.000808678	0.00123257	0.00145877	0.000658289	0.00031141	0.00210231	0.00118258	0.00395057	0.00500718	0.00169972	0.00460776	0.00230954	0.00131664	0.0012057	0.000659245	0.000497047	0.00214179	0.00420157	0.00438523	5.04178e-05	0.00029305	0.00104868	0.00119492	0.000201372	0.000154727	0.00258115	0.000584886	0.000334924	0.000298272	0.000384108	0.000148193	0.00227645	0.000256583	0.00108435	0.000210111	0.000163014	5.0121e-05	0.00035009	0.00054747	0.000919396	0.1675336	0.00182566	0.175375	0.824625	0.998174	0.06508823
12520	-18615.52	-18656.73	41.21161	0.00310474	0.00267567	0.00168254	0.00381608	0.00150368	0.00086943	0.00126267	0.00165436	0.000925602	0.000234878	0.00211129	0.000974154	0.00369422	0.0048137	0.00171517	0.00440314	0.00252092	0.00118458	0.00154029	0.000564018	0.000389141	0.00207039	0.0041349	0.00355833	0.000117541	0.000303299	0.000982232	0.00124028	0.000133946	0.000177283	0.00236979	0.000697519	0.000288858	0.000286961	0.000328642	0.000216487	0.00238599	0.000396862	0.0010531	0.000174591	0.000129923	4.77737e-05	0.000290624	0.000562125	0.000650235	0.1654876	0.0017206	0.173818	0.826182	0.998279	0.06423795
12530	-18623.85	-18665.08	41.22855	0.00239224	0.00233003	0.00176943	0.00343798	0.00157576	0.000881602	0.00128127	0.00147251	0.000815285	0.000247046	0.00229546	0.00109842	0.00348438	0.0048137	0.00149084	0.00452083	0.00223821	0.00115119	0.000969855	0.000811979	0.000464107	0.00192412	0.00476304	0.00386459	0.000103387	0.000339556	0.00123693	0.00120225	0.000135648	0.000177283	0.00216538	0.000779823	0.000145322	0.00026967	0.000273374	0.000225008	0.00217014	0.000450788	0.000817267	0.000230289	0.000238952	0.000121763	0.00026135	0.000700452	0.000473481	0.1648055	0.0016864	0.173296	0.826704	0.998314	0.06261197
12540	-18612.86	-18654.1	41.23957	0.00270366	0.00255121	0.00154032	0.00382896	0.00118716	0.000957829	0.00139654	0.00132732	0.000879445	0.000367273	0.00183422	0.00144025	0.00361415	0.00483063	0.00151932	0.0039834	0.00240798	0.0012565	0.00124932	0.00063357	0.000438429	0.0021903	0.00405025	0.00402913	0.000135736	0.000226857	0.000960471	0.001368	9.35816e-05	0.000292434	0.0021943	0.000597801	0.000345891	0.000236219	0.000270406	0.000188012	0.00172312	0.000314121	0.000890569	0.000159333	0.000109589	5.14255e-06	0.000184007	0.000385817	0.000629127	0.1646348	0.00167791	0.173165	0.826835	0.998322	0.06152769
12550	-18614.95	-18656.2	41.2488	0.00273986	0.00244956	0.00148804	0.00352123	0.00162568	0.00075828	0.00110395	0.00150401	0.00101474	0.000260696	0.00217277	0.0011418	0.0036115	0.00495406	0.00151935	0.003682	0.00206154	0.00117642	0.0013357	0.000645372	0.00034941	0.00202207	0.0035984	0.0039767	0.000190292	0.000240503	0.000902064	0.00123128	9.21587e-05	0.00028193	0.00192918	0.000602597	0.000423187	0.000236219	0.000167209	0.000290953	0.00212768	0.000340938	0.00107845	0.000119479	0.000162816	2.80415e-05	0.000312006	0.000398219	0.000804271	0.163952	0.0016442	0.17264	0.82736	0.998356	0.06067262
12560	-18620.31	-18661.56	41.25354	0.00288989	0.00212009	0.00164074	0.00343316	0.00128451	0.000671964	0.00120421	0.00154775	0.000882459	0.000335023	0.0020123	0.00135646	0.0036115	0.00491019	0.0015185	0.00383674	0.00198315	0.00104552	0.00128703	0.000813368	0.000513057	0.00207676	0.00392106	0.00374982	0.000115394	0.000268273	0.000735218	0.00115929	0.000118071	0.00023083	0.00202095	0.00094463	0.000255917	0.000283629	0.000243204	0.000248039	0.00193588	0.00036859	0.000692543	0.000213196	7.67239e-05	6.50069e-05	0.000374718	0.000487937	0.000625287	0.1648529	0.00168876	0.173332	0.826668	0.998311	0.06010856
12570	-18619.13	-18660.36	41.22586	0.00257358	0.0024543	0.00181918	0.00328966	0.00123723	0.000726949	0.000953849	0.00153767	0.000814739	0.000284964	0.00164211	0.00140568	0.00370962	0.0046378	0.0013972	0.00387106	0.00228541	0.00134597	0.00125828	0.000663038	0.000356369	0.00228428	0.00496732	0.00450335	0.000231448	0.000202663	0.000932714	0.00129843	0.000131996	0.000213211	0.0022048	0.000688807	0.000267778	0.000446357	0.000190017	0.000261256	0.00200416	0.000483009	0.00110378	0.000324875	0.00025845	0.000102235	0.000409542	0.000393857	0.000744917	0.1644792	0.00167019	0.173045	0.826955	0.99833	0.0629139
12580	-18617.29	-18658.46	41.17002	0.00299964	0.00277709	0.0017776	0.00399663	0.00118382	0.000962237	0.00116228	0.00139522	0.000801177	0.000263509	0.00201597	0.00130989	0.00398253	0.00532246	0.00171457	0.00422289	0.00233945	0.00145251	0.00136502	0.000914425	0.000441082	0.00264218	0.00523253	0.00426834	9.91541e-05	0.000278496	0.00107315	0.00120781	0.000107125	0.000298656	0.00225661	0.000848583	0.000575225	0.00027572	0.000312345	0.000211735	0.00204643	0.000436353	0.00100222	0.000177911	0.000153725	0.000102235	0.000414346	0.000750747	0.000936064	0.1683832	0.00187039	0.176018	0.823982	0.99813	0.06810768
12590	-18618.06	-18659.28	41.21755	0.00304822	0.00248532	0.00180387	0.00335557	0.00130664	0.000910032	0.00122884	0.00134617	0.000635479	0.000278965	0.00190436	0.00138656	0.00388811	0.00489071	0.00171457	0.00434969	0.00232519	0.00144868	0.00152161	0.000505595	0.000375826	0.00221215	0.00436498	0.00366952	8.69844e-05	0.00023613	0.000989935	0.00110297	8.33232e-05	0.000298656	0.00222256	0.000862369	0.000322725	0.000332762	0.000623313	9.89516e-05	0.00202958	0.000463008	0.000875189	0.000271088	0.00017446	0.000127976	0.000295406	0.000606365	0.00057893	0.1655321	0.00172284	0.173852	0.826148	0.998277	0.06363933
12600	-18616.65	-18657.86	41.21428	0.00252407	0.00259428	0.00181517	0.0038103	0.00132677	0.000656322	0.00127726	0.00138746	0.000793936	0.000202391	0.00210387	0.00142865	0.00386993	0.0045516	0.0017443	0.00399853	0.0023017	0.00144868	0.00125469	0.000836349	0.000580544	0.00203958	0.00447854	0.00395992	0.000244878	0.000341627	0.00110205	0.00126168	0.000127226	0.000355923	0.00209863	0.000760424	0.000262412	0.000373305	0.000343947	0.000228331	0.00193765	0.000512573	0.000851917	0.000187258	0.000231684	0.000126055	0.000286265	0.000516142	0.000891372	0.1649337	0.0016928	0.173394	0.826606	0.998307	0.06402619
12610	-18616.28	-18657.49	41.21637	0.00260307	0.00276581	0.00178344	0.00387097	0.00142706	0.000864144	0.00122655	0.00140036	0.000909061	0.000304765	0.00202258	0.00144033	0.00368937	0.0048366	0.00171536	0.00455147	0.00248901	0.00123538	0.00117607	0.000798368	0.000369156	0.00203958	0.0043556	0.00400158	0.000279379	0.000209098	0.000836508	0.00100815	0.000169947	0.000280739	0.00209045	0.000492828	0.000361931	0.000181301	0.000348262	0.000156967	0.0018318	0.000502287	0.0012155	0.000244445	0.000240855	7.51968e-05	0.000190877	0.000433426	0.000745201	0.1654009	0.00171623	0.173752	0.826248	0.998284	0.06377084
12620	-18625.75	-18666.92	41.17657	0.00324862	0.00274753	0.00140778	0.00351086	0.00159866	0.000924496	0.00123068	0.00166526	0.000950519	0.000387777	0.00216445	0.00139723	0.00403451	0.0049443	0.00189842	0.00446257	0.00289929	0.0013021	0.00154223	0.000875528	0.00038038	0.00202614	0.00416605	0.00453337	0.00030724	0.000300451	0.000989548	0.00110815	0.000164801	0.000212806	0.00233351	0.000812313	0.000371449	0.000311405	0.000213592	0.000314984	0.00184497	0.000674263	0.000879841	0.000258055	0.000138493	0.000161039	0.000324153	0.000561079	0.000849043	0.1686066	0.00188226	0.176186	0.823814	0.998118	0.06742991
12630	-18623.03	-18664.24	41.21163	0.00285467	0.00240293	0.00218146	0.00371068	0.00138514	0.000994191	0.0010319	0.00144349	0.000813099	0.000258645	0.00193846	0.00120137	0.00382245	0.00452606	0.00194054	0.00446257	0.00248231	0.000995848	0.00149573	0.000841079	0.00038038	0.00189442	0.00454825	0.00400647	7.83558e-05	0.000300451	0.000872823	0.00116705	8.47111e-05	0.000347308	0.00227297	0.000651516	0.000450441	0.000161484	0.000492328	0.000178698	0.00221782	0.000444323	0.000980976	0.00022254	0.000142938	7.54019e-05	0.000361825	0.000485295	0.000656122	0.1652732	0.0017098	0.173654	0.826346	0.99829	0.0642575
