Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	pi_alpha[1]	pi_alpha[2]	pi_alpha[3]	pinvar[1]	pinvar[2]	pinvar[3]	TL
660	-19018.12	-18831.25	-186.8744	3.72104e+07	4.76675e+07	3.79299e+07	0.131897	0.113636	0.0783103	0.161006	0.0544981	0.029523	0.0471578	0.0593234	0.0335881	0.015584	0.0927993	0.0571124	0.154856	0.216485	0.0698255	0.206136	0.0859682	0.0450884	0.0632775	0.0263393	0.0158242	0.0935302	0.178483	0.144244	0.0819264	0.0129175	0.00170454	0.0216424	0.0400482	0.00813806	0.00781114	0.00629161	0.00977653	0.00831273	0.0659224	0.00877859	0.0425009	0.00929961	0.0053703	0.0120116	0.0472298	0.00731568	0.0268106	0.0176184	0.0178387	0.0161637	99.5599	54.9929	0.0159542	0.605788	0.378258	0.152716	0.124862	1.17662	1.1226e-07	0.451298	0.404258	2.63376
670	-19013.71	-18827.17	-186.5369	3.47624e+07	4.76394e+07	4.58302e+07	0.10568	0.0992659	0.0722795	0.139576	0.0546113	0.0282145	0.0576353	0.0570255	0.0366817	0.0112213	0.0815386	0.0555369	0.156744	0.208376	0.0619188	0.184822	0.0879348	0.0409857	0.0541788	0.0223121	0.017982	0.0749701	0.17733	0.157398	0.0843288	0.0108682	0.00546177	0.0133909	0.0326828	0.00893025	0.00511955	0.0061075	0.0125942	0.00930185	0.0843351	0.00795422	0.0416279	0.0117247	0.0053703	0.0156266	0.0440582	0.0106118	0.0316367	0.0176832	0.0264022	0.0166642	92.5844	61.0918	0.0164482	0.563344	0.420208	0.152538	0.12148	0.878399	1.1226e-07	0.616942	0.305022	2.530036
680	-19018.17	-18832.7	-185.4685	3.88999e+07	3.5765e+07	3.79101e+07	0.116993	0.10323	0.0662605	0.149872	0.0611455	0.0338423	0.046592	0.0518294	0.0293888	0.0123948	0.0734258	0.0584026	0.14912	0.19898	0.0844141	0.181373	0.0905216	0.0487735	0.0599439	0.0257356	0.0161767	0.0943894	0.173034	0.186897	0.0812381	0.00992573	0.00116559	0.0205413	0.0415422	0.0133981	0.0115434	0.00946487	0.00880179	0.0157561	0.0787154	0.00861917	0.046156	0.00975524	0.0049533	0.0121334	0.0388366	0.00510658	0.0282391	0.0381385	0.0209932	0.0161997	71.1717	80.1004	0.0159897	0.433055	0.550955	0.153904	0.138679	0.63554	1.1226e-07	0.5313	0.462538	2.61776
690	-19021.93	-18832.19	-189.734	3.55422e+07	3.93028e+07	3.32886e+07	0.156637	0.120246	0.0750528	0.181891	0.0510982	0.033016	0.0563695	0.0599168	0.038101	0.0119004	0.10716	0.0555133	0.161645	0.23137	0.0844141	0.184266	0.0942397	0.0599447	0.0636399	0.0257164	0.019046	0.0865907	0.226112	0.195339	0.0846218	0.0120146	0.00152142	0.0284624	0.0387183	0.00779217	0.00502687	0.00954537	0.0149161	0.0114778	0.0766456	0.00986374	0.0500723	0.0159367	0.00321085	0.0103879	0.0416706	0.0048355	0.0343958	0.0306058	0.0229707	0.0167255	62.777	87.451	0.0165087	0.381976	0.601515	0.15412	0.129653	0.71243	1.1226e-07	0.507304	0.306028	2.893918
700	-19021.4	-18830.44	-190.9525	2.41683e+07	3.54625e+07	3.51806e+07	0.109299	0.103454	0.0702342	0.187484	0.060252	0.0303802	0.0637844	0.0748262	0.040529	0.0134397	0.0968916	0.0557551	0.16631	0.23137	0.0819573	0.216697	0.113078	0.0492617	0.0538575	0.0347798	0.0254279	0.0936307	0.201938	0.193674	0.0959295	0.0129975	0.0084771	0.0204375	0.0438395	0.0130999	0.00673779	0.00566342	0.0133286	0.0167536	0.0905071	0.0134374	0.0479547	0.010308	0.0108359	0.0115216	0.0509957	0.00493496	0.0323641	0.0246	0.0375971	0.014578	57.1031	92.7784	0.014389	0.347453	0.638158	0.153568	0.110136	0.871568	1.1226e-07	0.519661	0.617478	2.940633
710	-19015.33	-18825.33	-190.0041	3.8787e+07	5.56479e+07	3.55862e+07	0.130131	0.104616	0.0737793	0.156383	0.066618	0.0437225	0.0510657	0.0577014	0.0326728	0.0142906	0.0873299	0.0486721	0.189759	0.223546	0.0678191	0.191096	0.104569	0.0566352	0.0595852	0.0361932	0.0225486	0.0941965	0.191366	0.222479	0.0959295	0.0174127	0.00860727	0.0157504	0.0451889	0.0117826	0.0073638	0.0129908	0.0135979	0.0109608	0.0793001	0.0109794	0.0459333	0.00869169	0.00600792	0.00775971	0.0433489	0.00579497	0.0299359	0.0278191	0.0249504	0.0143031	56.2629	93.5611	0.0141177	0.34234	0.643542	0.152353	0.11044	0.726406	1.1226e-07	0.476855	0.40774	2.856882
720	-19015.08	-18825.74	-189.3432	4.1757e+07	5.52604e+07	3.269e+07	0.131236	0.122235	0.0806682	0.14841	0.0513033	0.0384078	0.0593247	0.0630683	0.0429866	0.016447	0.0952142	0.0542454	0.142644	0.238709	0.0779675	0.187939	0.110812	0.0547842	0.0595852	0.0361456	0.0131212	0.0873695	0.212389	0.178412	0.0817272	0.0167021	0.00330174	0.0165322	0.0444898	0.00991685	0.0043359	0.00746749	0.00925083	0.0145337	0.094875	0.0109794	0.0559851	0.0144442	0.00678113	0.00895934	0.0389505	0.00642038	0.0291861	0.0268382	0.0260816	0.0146165	58.992	91.1019	0.0144271	0.358946	0.626627	0.152613	0.11072	0.7693	1.1226e-07	0.415429	0.510781	2.831183
730	-19015.55	-18822.01	-193.5321	3.7438e+07	6.10747e+07	4.16399e+07	0.147873	0.115742	0.0775253	0.157695	0.0605872	0.0407164	0.052508	0.0670016	0.0389491	0.0136462	0.101918	0.050095	0.192126	0.220718	0.0661101	0.227312	0.110812	0.0575187	0.0552651	0.0252676	0.0229235	0.105977	0.204704	0.182354	0.0849146	0.0090417	0.00493213	0.0246927	0.0353548	0.0112767	0.00833399	0.00830081	0.0174418	0.0120297	0.0862504	0.00937188	0.0586861	0.0123286	0.0122256	0.0102433	0.0424161	0.000601209	0.0271377	0.0171038	0.0256301	0.0140379	75.877	76.2483	0.0138559	0.461685	0.524459	0.151428	0.110587	0.876037	1.1226e-07	0.229122	0.363482	2.913658
740	-19017.58	-18823.92	-193.6548	4.19728e+07	6.6995e+07	5.22192e+07	0.137885	0.111232	0.0954519	0.167579	0.064848	0.0416605	0.0599429	0.0675562	0.0440131	0.0142735	0.0991677	0.0621434	0.16959	0.207428	0.0652391	0.214883	0.112594	0.0685607	0.0740013	0.0378646	0.0269163	0.102488	0.204749	0.196228	0.0917747	0.0141267	0.00284254	0.0191169	0.0440367	0.00548811	0.00899953	0.00841454	0.0170142	0.0160735	0.0912137	0.00730272	0.0667599	0.0123286	0.0105904	0.0122589	0.0405018	0.00539335	0.0393705	0.0230096	0.0272463	0.0121622	72.5572	79.4541	0.0120045	0.441486	0.54651	0.149572	0.0970768	0.950209	1.1226e-07	0.312302	0.579951	3.010158
750	-19029.83	-18834.53	-195.293	4.84422e+07	9.22042e+07	6.36599e+07	0.135148	0.140553	0.0937215	0.181709	0.0862704	0.0370295	0.0553162	0.0833997	0.037608	0.00976854	0.0925905	0.0641125	0.184861	0.239105	0.0875729	0.240955	0.126583	0.056411	0.0590557	0.0315572	0.0214601	0.116133	0.25093	0.217768	0.0841603	0.0141267	0.000355281	0.0203593	0.0428932	0.0110747	0.0126595	0.0131495	0.0142773	0.0138676	0.105901	0.00540075	0.0555357	0.0115391	0.00609613	0.00924206	0.0364386	0.0133783	0.0393705	0.0210829	0.0240181	0.0121329	66.5912	84.736	0.0119756	0.405184	0.58284	0.14917	0.092246	1.14581	1.1226e-07	0.585389	0.629315	3.204546
760	-19023.74	-18829.19	-194.5467	4.8296e+07	9.36545e+07	7.96609e+07	0.136967	0.127358	0.0866161	0.19179	0.0558189	0.0402802	0.0566735	0.0767352	0.0344236	0.0184979	0.114655	0.0587643	0.179808	0.223107	0.0855063	0.198147	0.116453	0.0731402	0.0649393	0.0345903	0.023155	0.10636	0.214471	0.210063	0.0920614	0.0131126	0.00448529	0.0225298	0.0556899	0.00519015	0.00745035	0.0169467	0.0107092	0.0110073	0.0977628	0.00337848	0.0569166	0.017456	0.0167187	0.00715749	0.0515421	0.00570608	0.0288893	0.0330061	0.0188691	0.0118755	54.2801	95.6634	0.0117216	0.330276	0.658002	0.149624	0.114448	1.05082	1.1226e-07	0.584338	0.48249	3.104904
770	-19022.52	-18826.44	-196.0807	4.66668e+07	9.77053e+07	7.74347e+07	0.144951	0.139463	0.0910344	0.216556	0.0645361	0.0428968	0.0756557	0.0773546	0.0390476	0.0134871	0.0893269	0.0601551	0.184537	0.247447	0.0737056	0.236773	0.123832	0.0598561	0.0661817	0.0296163	0.0193013	0.114197	0.206012	0.203441	0.0914311	0.014146	0.00281668	0.0277508	0.0527152	0.00624371	0.00572956	0.0192781	0.0192899	0.0100137	0.0960795	0.00798969	0.0638498	0.0129834	0.0122484	0.0109228	0.0457707	0.00994328	0.0352928	0.0281448	0.0285445	0.0124395	48.6412	100.571	0.0122782	0.295965	0.691757	0.151862	0.12585	0.731104	1.1226e-07	0.648828	0.49793	3.220549
780	-19017.26	-18818.71	-198.5577	4.38261e+07	8.13873e+07	6.94638e+07	0.1496	0.13469	0.0961091	0.18548	0.073806	0.0386084	0.0710998	0.0828843	0.041613	0.0159536	0.109982	0.0672319	0.17446	0.223378	0.0751925	0.22839	0.126584	0.067091	0.0696868	0.0422362	0.0190934	0.109937	0.205391	0.222427	0.099232	0.014146	0.000777827	0.0246107	0.0494601	0.0136043	0.0052752	0.00645085	0.0172296	0.0133292	0.0920128	0.00463169	0.0638498	0.00952416	0.0117179	0.0129798	0.0616022	0.00994328	0.0415742	0.0301174	0.0328783	0.0111645	55.9332	94.3031	0.0110198	0.340335	0.648646	0.148981	0.107672	0.825297	1.1226e-07	0.470209	0.752865	3.245873
790	-19015.34	-18819.03	-196.3086	5.03468e+07	9.32557e+07	7.53165e+07	0.154721	0.131456	0.0823224	0.168411	0.0598661	0.0401031	0.0596316	0.0661249	0.0430037	0.0215666	0.112417	0.0622997	0.214404	0.249291	0.0729488	0.229532	0.1213	0.0642354	0.0651614	0.0400354	0.0190934	0.10569	0.24355	0.224685	0.112067	0.016469	0.00699648	0.0228944	0.0488537	0.0116146	0.0052173	0.0075418	0.0139288	0.0141134	0.0906675	0.00748144	0.0754591	0.00952416	0.00940891	0.0153279	0.053977	0.00381034	0.0395118	0.0320874	0.0277227	0.0118705	57.3497	92.9488	0.0117166	0.348953	0.63933	0.149477	0.119597	0.753005	1.1226e-07	0.361825	0.440919	3.276524
800	-19024.2	-18826.36	-197.8356	4.63313e+07	7.10408e+07	6.97696e+07	0.171635	0.123825	0.0794349	0.205137	0.0623258	0.0401375	0.056977	0.0788049	0.0389404	0.0171689	0.114502	0.0752918	0.216133	0.254417	0.0804053	0.223981	0.118587	0.0635905	0.0695107	0.0357071	0.0251866	0.124433	0.262759	0.219845	0.105058	0.016469	0.00489632	0.0152931	0.052745	0.0195848	0.00966218	0.00723517	0.0216364	0.0139352	0.10367	0.00908795	0.0523731	0.00986745	0.0146973	0.00433917	0.058118	0.014171	0.030772	0.0245518	0.0323451	0.0104781	64.6229	86.7146	0.0103423	0.393208	0.59645	0.147951	0.109802	0.671537	1.1226e-07	0.438083	0.370797	3.379242
810	-19031.73	-18833.61	-198.1166	3.97118e+07	7.98112e+07	7.68778e+07	0.127907	0.136231	0.0957092	0.201747	0.0891416	0.0500747	0.0777337	0.0920636	0.0415339	0.0157144	0.111806	0.0792797	0.174269	0.246939	0.0757799	0.261057	0.136918	0.0693362	0.0608727	0.0380629	0.0248792	0.119632	0.252996	0.25816	0.115193	0.00832678	0.00844256	0.0197573	0.0679782	0.00782383	0.0086669	0.00952964	0.0130368	0.0131781	0.0971607	0.00321827	0.0512594	0.0148558	0.0150423	0.0090132	0.0597903	0.00174729	0.0326148	0.0289633	0.0352888	0.0105727	72.1863	80.0103	0.0104357	0.439229	0.550335	0.148903	0.122287	0.751038	1.1226e-07	0.405619	0.57046	3.458731
820	-19023.41	-18826.51	-196.8975	4.44294e+07	6.99259e+07	9.91818e+07	0.150178	0.136231	0.0937432	0.188943	0.0707002	0.0443464	0.0687402	0.0906566	0.0416847	0.0268597	0.115912	0.0657683	0.201608	0.247489	0.0776996	0.225959	0.127499	0.0641006	0.0613073	0.0330791	0.0162614	0.108937	0.240812	0.227213	0.0960597	0.010479	0.00594188	0.0171533	0.0511132	0.0144096	0.00829276	0.00711845	0.015061	0.0176898	0.0999087	0.00713422	0.0456716	0.0126794	0.0122691	0.0120915	0.0495554	0.00395225	0.0373698	0.0251167	0.0377897	0.0135899	65.9319	85.1101	0.0134138	0.401173	0.585413	0.152859	0.0944604	0.668912	1.1226e-07	0.688475	0.305537	3.312585
830	-19032.87	-18836.27	-196.6018	5.53133e+07	5.01265e+07	8.80316e+07	0.164563	0.13946	0.0991321	0.196462	0.0655137	0.0532742	0.0583165	0.0865425	0.0342079	0.0176099	0.0974848	0.0567534	0.238	0.283399	0.0816933	0.217117	0.122208	0.0767201	0.0870872	0.0392698	0.0230005	0.110061	0.233209	0.209556	0.111766	0.0166859	0.00658338	0.025548	0.0517917	0.0095514	0.0114145	0.0150348	0.0254969	0.0102762	0.109283	0.00302898	0.070524	0.0152221	0.0239934	0.00451255	0.056426	0.0131225	0.0294474	0.0251167	0.02893	0.0131723	57.1593	92.9304	0.0130015	0.347795	0.639204	0.155013	0.116332	0.797167	1.1226e-07	0.568256	0.464647	3.454396
840	-19027.64	-18831.21	-196.4348	5.65494e+07	4.95939e+07	8.04353e+07	0.148683	0.147439	0.106583	0.187733	0.0745349	0.049848	0.0591346	0.0745629	0.0518854	0.015117	0.113773	0.0644613	0.196774	0.263394	0.0961263	0.230256	0.123339	0.0647937	0.0844739	0.0357833	0.0295627	0.119609	0.227778	0.207208	0.11493	0.0168756	0.0077486	0.0339514	0.0459234	0.0163128	0.0138039	0.0126523	0.0166454	0.0210156	0.0821426	0.0037014	0.0503613	0.0169844	0.0194663	0.00401583	0.0577955	0.00622231	0.0411336	0.02238	0.0209819	0.0132909	58.5683	91.6669	0.0131186	0.356368	0.630513	0.155013	0.107229	0.745874	1.1226e-07	0.537493	0.354289	3.397898
850	-19023	-18826.7	-196.3006	4.05011e+07	3.99478e+07	8.76265e+07	0.166294	0.131578	0.0907727	0.197029	0.0847526	0.0421197	0.0523957	0.0728887	0.0424887	0.0148672	0.120155	0.0624719	0.189337	0.286792	0.0852825	0.220636	0.125539	0.0582856	0.0745626	0.040007	0.0210328	0.115883	0.247239	0.20421	0.116485	0.0118188	0.00686991	0.0192421	0.0532229	0.0117477	0.0139505	0.0135385	0.0254128	0.0135637	0.0982386	0.00789439	0.070669	0.0152335	0.00653846	0.00839389	0.0519051	0.0114717	0.0387398	0.0182918	0.0317127	0.0126987	78.2217	74.3662	0.0125341	0.475952	0.511514	0.152241	0.145831	0.634405	1.1226e-07	0.385225	0.365247	3.39156
860	-19025.8	-18826.36	-199.4386	3.32802e+07	5.6531e+07	8.78481e+07	0.161568	0.133585	0.0896042	0.19394	0.0961266	0.0348846	0.0738182	0.0753178	0.0417749	0.0141623	0.12066	0.0695531	0.223062	0.262775	0.0715359	0.261007	0.117367	0.0669665	0.0687013	0.0350018	0.0192012	0.110451	0.211082	0.228124	0.104329	0.0155534	0.000876242	0.0219535	0.0458687	0.0110029	0.00648815	0.00689669	0.0167468	0.0128422	0.109646	0.00676048	0.0628289	0.00949464	0.0145314	0.00356586	0.0616018	0.00885319	0.0497897	0.0231997	0.0184166	0.0120534	82.6408	70.5497	0.0118971	0.502841	0.485262	0.150462	0.113597	0.945567	1.1226e-07	0.216353	0.54791	3.391515
870	-19020.78	-18824.49	-196.2973	2.88938e+07	4.83977e+07	9.61711e+07	0.156716	0.145241	0.0881001	0.186516	0.0829129	0.0457355	0.0536392	0.0797386	0.0436252	0.0113947	0.111844	0.0694966	0.206881	0.248204	0.0739551	0.20834	0.126406	0.0661076	0.0831149	0.0428665	0.0245583	0.118066	0.249529	0.224253	0.101225	0.0153202	0.00499362	0.0268475	0.0465732	0.0150876	0.0124228	0.00530834	0.0217643	0.0144841	0.108035	0.00511529	0.0626006	0.019994	0.00814143	0.00839108	0.0506853	0.00806281	0.0325837	0.0198956	0.0304844	0.0113608	79.8065	73.1563	0.0112135	0.485595	0.503191	0.14813	0.0919264	0.646938	1.1226e-07	0.502644	0.383573	3.365257
880	-19028.52	-18829.18	-199.3472	3.08895e+07	5.01203e+07	8.37769e+07	0.183693	0.132314	0.0909888	0.17231	0.0694642	0.0388042	0.0630896	0.0832503	0.0494256	0.0161554	0.105883	0.0739933	0.222832	0.280293	0.102366	0.236615	0.140335	0.0598388	0.0775865	0.0382807	0.0203802	0.118066	0.248792	0.256877	0.106034	0.0142003	0.00325174	0.0131389	0.0577795	0.00805793	0.0124228	0.00646975	0.0115456	0.0144246	0.096855	0.00886452	0.0506613	0.00801397	0.0156011	0.0115304	0.0706751	0.00806281	0.0475571	0.0333402	0.0334225	0.0112309	78.827	74.0414	0.0110853	0.479635	0.509279	0.149178	0.114413	0.837488	1.1226e-07	0.315291	0.392258	3.513541
890	-19028.16	-18826.8	-201.3534	3.14545e+07	6.66467e+07	7.82146e+07	0.172966	0.128736	0.104379	0.197576	0.0650748	0.0410486	0.0646045	0.0843175	0.0592074	0.0164099	0.120565	0.0781336	0.214283	0.252914	0.0960513	0.260752	0.116335	0.0653145	0.0815883	0.0439649	0.0222575	0.105644	0.256624	0.211604	0.106034	0.0145868	0.00898398	0.0220667	0.0647248	0.00971128	0.0102692	0.0113465	0.0187677	0.00931605	0.11461	0.00723823	0.0582116	0.0130771	0.0158371	0.00568337	0.052218	0.00438851	0.0537778	0.0320811	0.036695	0.0109016	79.8137	73.2158	0.0107603	0.485639	0.503601	0.150538	0.113624	0.837488	1.1226e-07	0.64254	0.250793	3.529975
900	-19028.13	-18829.4	-198.7301	3.53866e+07	6.71353e+07	7.94317e+07	0.152296	0.161931	0.0937992	0.185542	0.079735	0.0503584	0.063645	0.0779679	0.0513539	0.015778	0.106537	0.0626596	0.218282	0.263726	0.0856498	0.262291	0.138625	0.0675295	0.0750017	0.0373064	0.0219651	0.107297	0.260319	0.223278	0.11789	0.0246924	0.0172053	0.0316928	0.062094	0.0133288	0.0149202	0.00531916	0.00968771	0.0198151	0.111009	0.016537	0.0647967	0.0129871	0.0158371	0.0104903	0.0588825	0.00655068	0.0415512	0.0334417	0.0326915	0.0105209	78.9763	74.0112	0.0103845	0.480543	0.509072	0.149597	0.113624	0.665354	1.1226e-07	0.522477	0.489802	3.584293
910	-19021.42	-18824.17	-197.2482	4.5023e+07	4.90751e+07	9.75937e+07	0.167545	0.135279	0.0904906	0.191258	0.0833462	0.0515896	0.063645	0.0721872	0.0407666	0.0144654	0.102251	0.072802	0.197678	0.241252	0.0795846	0.245907	0.116478	0.0704202	0.0715486	0.0335254	0.0272276	0.105045	0.23165	0.200953	0.100256	0.0123657	0.00155942	0.0180147	0.0543596	0.0140143	0.013229	0.0196427	0.00952419	0.0155035	0.0984006	0.0102712	0.0673135	0.0189835	0.0102859	0.0115043	0.0534956	0.00719826	0.0353053	0.0346413	0.0186817	0.0105956	90.599	63.7189	0.0104582	0.551263	0.438278	0.146254	0.0960156	0.798838	1.1226e-07	0.388761	0.38948	3.331445
920	-19030.96	-18832.76	-198.1971	3.98225e+07	5.83776e+07	9.35371e+07	0.171756	0.145984	0.0857459	0.198814	0.0816053	0.0409399	0.0576031	0.0824836	0.0445856	0.011578	0.103449	0.0658157	0.188092	0.25442	0.0699031	0.223352	0.133199	0.0678862	0.0681436	0.0261383	0.0261383	0.108332	0.251707	0.216027	0.112866	0.0195458	0.000321169	0.0200608	0.053379	0.0171981	0.00733606	0.00677364	0.023916	0.0151007	0.108643	0.00523095	0.0640021	0.010267	0.0139097	0.00236698	0.0529979	0.0246318	0.0403963	0.0247556	0.0325874	0.0103736	107.159	49.1012	0.0102392	0.652028	0.337733	0.146012	0.133587	0.988012	1.1226e-07	0.443198	0.491231	3.379985
930	-19020.5	-18834.23	-186.2705	4.39901e+07	4.4774e+07	8.28567e+07	0.157702	0.146823	0.10874	0.19036	0.0710157	0.039426	0.0603716	0.0720728	0.0599785	0.0156662	0.109062	0.0541368	0.16654	0.25976	0.0823805	0.252898	0.130832	0.071487	0.0772357	0.0317491	0.0212263	0.128953	0.251562	0.216739	0.10969	0.023373	0.000418766	0.0239607	0.0486004	0.0137129	0.0114744	0.0135831	0.0127658	0.015199	0.0929017	0.00866649	0.0659478	0.00762586	0.0085014	0.0109122	0.0465076	0.00430445	0.0444837	0.0425252	0.0250937	0.010429	113.871	43.1556	0.0102938	0.692869	0.296838	0.144689	0.11376	0.959519	5.13013e-07	0.33499	0.465306	3.406966
940	-19009.25	-18825.52	-183.7375	4.73923e+07	3.92321e+07	6.23105e+07	0.150349	0.13171	0.0996334	0.189623	0.0746925	0.0385296	0.0655995	0.0853572	0.0420873	0.0145414	0.0917169	0.0562881	0.185168	0.246931	0.0826218	0.227774	0.109033	0.0649628	0.0812676	0.0317491	0.0212109	0.116525	0.240508	0.21687	0.0867894	0.0115343	0.00273398	0.0217887	0.0557308	0.00824776	0.0174911	0.0152611	0.00819565	0.0144284	0.0848063	0.00574509	0.0629492	0.012904	0.0110393	0.0145032	0.0536006	0.0071257	0.0330271	0.0281957	0.0380385	0.0100094	111.222	45.5593	0.00987963	0.67675	0.313371	0.14408	0.117365	0.801958	5.13013e-07	0.517863	0.453402	3.258885
950	-19015.64	-18827.76	-187.8783	6.18278e+07	4.60154e+07	8.17041e+07	0.179084	0.13836	0.102211	0.211844	0.076285	0.051249	0.0644225	0.087702	0.035206	0.0213565	0.114763	0.0608006	0.200849	0.247871	0.100316	0.248605	0.123281	0.0663175	0.0775856	0.0329709	0.0235824	0.122747	0.245254	0.222426	0.117134	0.0109855	0.00453006	0.0183786	0.0506616	0.00736746	0.00563538	0.0152611	0.0135187	0.0160437	0.114957	0.010489	0.0781553	0.00768438	0.0170332	0.00732982	0.0564598	0.00298846	0.0436754	0.0324171	0.0338759	0.00898587	107.959	48.5925	0.00886938	0.656896	0.334234	0.144131	0.0893898	0.995782	5.13013e-07	0.391865	0.400018	3.519672
960	-19028.55	-18835.65	-192.9083	6.62982e+07	7.13579e+07	9.26621e+07	0.194491	0.181017	0.120695	0.267196	0.079917	0.0456579	0.0807189	0.0832831	0.0505374	0.0140914	0.132929	0.0849	0.225077	0.304707	0.120572	0.260734	0.159835	0.0872961	0.0837409	0.0318601	0.0224309	0.131899	0.289317	0.241059	0.113706	0.0182247	0.00131628	0.0222922	0.060263	0.0170896	0.0105718	0.0130176	0.0200448	0.0214725	0.119179	0.00582562	0.0593146	0.0187352	0.0244788	0.00786075	0.0567356	0.000432237	0.047426	0.0477691	0.0182154	0.0092142	113.301	43.8342	0.00909476	0.6894	0.301505	0.147433	0.0910571	0.719461	5.13013e-07	0.616686	0.37868	3.997931
970	-19019.95	-18823.36	-196.5927	9.21026e+07	7.32148e+07	9.2705e+07	0.193729	0.175165	0.118155	0.229738	0.0903082	0.0481128	0.0947789	0.0937153	0.0445345	0.0146316	0.134119	0.0767633	0.251076	0.301978	0.10194	0.273725	0.16987	0.0788595	0.0859977	0.0479233	0.0308331	0.122744	0.258341	0.23534	0.132832	0.0128949	0.00443791	0.0277717	0.0529979	0.0128021	0.010114	0.0107545	0.0173334	0.0156647	0.130247	0.0103577	0.0626638	0.023757	0.0156156	0.00479285	0.0564094	0.00662894	0.0483809	0.0295542	0.0380776	0.00859847	82.1493	71.4802	0.00848701	0.49985	0.491663	0.145798	0.100464	0.811926	5.13013e-07	0.175409	0.627901	3.996465
980	-19016.94	-18826.91	-190.0309	8.46179e+07	6.89396e+07	9.05324e+07	0.189291	0.1753	0.111153	0.214206	0.0887857	0.0502033	0.0948975	0.0937153	0.0529488	0.0253115	0.095863	0.0835654	0.224391	0.288006	0.0919845	0.273725	0.132728	0.0777214	0.0874487	0.0407935	0.0241176	0.129313	0.278841	0.248017	0.106328	0.0154166	0.00218244	0.0215273	0.0595515	0.0129682	0.00953762	0.00988037	0.00934516	0.0149845	0.113057	0.00444256	0.0847627	0.0138929	0.0162155	0.0126382	0.0535727	0.0121659	0.0344807	0.0481073	0.0194906	0.00875678	100.803	54.9565	0.00864326	0.613349	0.378008	0.145361	0.107844	0.851563	5.13013e-07	0.480443	0.463691	3.846874
990	-19016.91	-18828.27	-188.637	7.86912e+07	6.90489e+07	9.01527e+07	0.186752	0.154334	0.111153	0.214899	0.0867435	0.0544615	0.0814536	0.0930831	0.0422604	0.0199018	0.101372	0.065324	0.23916	0.320915	0.0913673	0.246866	0.137107	0.0658799	0.0923918	0.0398602	0.0163015	0.130212	0.26976	0.243179	0.110983	0.0115733	0.000916857	0.0273461	0.0658253	0.0086444	0.00719668	0.00740227	0.0100017	0.0154235	0.0989379	0.00942272	0.0501518	0.0165223	0.0135367	0.0167734	0.0529324	0.00748977	0.0374387	0.0329468	0.0330836	0.00893078	70.7275	81.5364	0.00881501	0.430353	0.560832	0.14509	0.109203	0.969771	5.13013e-07	0.566597	0.50677	3.739288
1000	-19012.78	-18823.61	-189.1681	8.59111e+07	8.26768e+07	8.85999e+07	0.188419	0.149542	0.0986045	0.232391	0.0838546	0.0525115	0.0808488	0.0874826	0.0488979	0.0229178	0.122642	0.066936	0.216474	0.286584	0.0913673	0.26222	0.116108	0.0653664	0.073981	0.0369838	0.0270408	0.1374	0.287926	0.239599	0.14227	0.017602	0.0018403	0.0248313	0.0627958	0.00989743	0.00803131	0.0161106	0.0131301	0.0118929	0.100816	0.0224627	0.0581411	0.015302	0.00702222	0.0133218	0.0630231	0.0117317	0.0373679	0.0229734	0.0335295	0.00855979	79.2379	74.0612	0.00844883	0.482135	0.509416	0.143506	0.116088	0.593972	5.13013e-07	0.60535	0.557995	3.77019
1010	-19004.24	-18842.05	-162.1887	8.09232e+07	9.62343e+07	7.64279e+07	0.168536	0.147629	0.0958145	0.232391	0.0876735	0.0457615	0.0793854	0.0772009	0.0487658	0.0248997	0.116137	0.0609328	0.203582	0.27894	0.0767681	0.266183	0.119781	0.0729069	0.0833755	0.0436853	0.0242539	0.116672	0.265734	0.278911	0.111057	0.0133863	0.00333282	0.0260583	0.0488166	0.0098982	0.0136964	0.0141298	0.0111773	0.0185054	0.1278	0.0162075	0.0529233	0.0112147	0.00555278	0.0164073	0.0524789	0.00649539	0.0429516	0.0313435	0.0462984	0.00868243	92.2763	62.5096	0.00856988	0.56147	0.42996	0.143713	0.0917783	0.685708	9.72279e-06	0.396781	0.411398	3.695651
