Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	pi_alpha[1]	pi_alpha[2]	pi_alpha[3]	pinvar[1]	pinvar[2]	pinvar[3]	TL
1390	-18990.48	-18835.16	-155.3183	9.53707e+07	9.62179e+07	5.91123e+07	0.155646	0.126581	0.0901221	0.208355	0.0775004	0.0381893	0.0584308	0.0808202	0.046957	0.0122856	0.0923932	0.0719408	0.193548	0.248517	0.0754096	0.209856	0.126497	0.0675976	0.0743265	0.0403575	0.0201811	0.112558	0.244761	0.231476	0.104292	0.0213002	0.0040535	0.0235241	0.0491162	0.011642	0.00322543	0.0186895	0.0145746	0.0149268	0.0889505	0.0034912	0.0588385	0.0135249	0.0176019	0.0178932	0.0529095	0.00591389	0.0454584	0.0273349	0.0300973	0.0116191	95.1053	59.5857	0.0114685	0.578683	0.409848	0.150913	0.0891947	0.824575	1.17351e-05	0.365174	0.355811	3.331665
1400	-18989.33	-18833.02	-156.3111	8.88572e+07	9.88845e+07	6.6323e+07	0.160801	0.129253	0.0924432	0.184474	0.0673323	0.0431198	0.0775742	0.0743912	0.0472989	0.0128528	0.118499	0.0672184	0.207619	0.26909	0.0852941	0.244291	0.10889	0.0685155	0.0728639	0.0375153	0.0255406	0.112558	0.244805	0.259019	0.119142	0.0173691	0.00652304	0.0267616	0.0392215	0.00933786	0.00879639	0.0132526	0.0137055	0.01901	0.117309	0.0107851	0.0621029	0.0183006	0.00962238	0.010892	0.048435	0.00304656	0.0292427	0.0306359	0.0254088	0.0142042	78.9286	73.5249	0.0140201	0.480253	0.505727	0.156387	0.110383	0.620288	8.27455e-06	0.474835	0.409343	3.45016
1410	-18995.75	-18846.26	-149.4934	9.42552e+07	9.93356e+07	6.32381e+07	0.140311	0.125168	0.0882868	0.204615	0.0705851	0.0381656	0.0709912	0.0676603	0.0528152	0.0247959	0.0957638	0.0732115	0.203916	0.272711	0.0834513	0.217118	0.11083	0.0767206	0.0690662	0.0370202	0.0250278	0.0994947	0.267922	0.218878	0.0933927	0.0156103	0.00523614	0.0258328	0.0486866	0.0126986	0.00367764	0.0132526	0.0183185	0.0159211	0.10721	0.0049199	0.0722629	0.00280543	0.00988808	0.012105	0.0530446	0.00233086	0.0413591	0.0328268	0.0325022	0.0147965	104.315	50.9827	0.0146047	0.634721	0.350675	0.158523	0.131028	0.791596	1.64637e-05	0.508589	0.50428	3.358408
1420	-18985.52	-18834.68	-150.8465	6.92845e+07	8.81768e+07	6.15157e+07	0.152714	0.128148	0.0904243	0.209884	0.0716389	0.0387607	0.0562923	0.0697762	0.0355168	0.0157635	0.100926	0.0657417	0.185081	0.262765	0.0715564	0.215522	0.121061	0.0619758	0.0684007	0.0397509	0.023481	0.119853	0.230938	0.198785	0.10617	0.0144767	0.00680805	0.0245984	0.0542118	0.00841142	0.0100901	0.0128123	0.0173254	0.0138059	0.11016	0.00500336	0.0609223	0.0134165	0.0147169	0.0113511	0.0462389	0.00241646	0.028702	0.0259921	0.0488929	0.0150865	105.709	49.7079	0.0148909	0.643203	0.341906	0.156912	0.107972	0.791596	1.31187e-05	0.470228	0.581548	3.271278
1430	-18992.48	-18833.5	-158.9806	6.16724e+07	7.47007e+07	5.12858e+07	0.142929	0.130195	0.0845694	0.192579	0.0819429	0.0439571	0.0570387	0.0636225	0.0434054	0.019411	0.115219	0.0536654	0.190634	0.273653	0.0751282	0.235288	0.10581	0.0777559	0.0651984	0.036941	0.0234116	0.106588	0.20437	0.201575	0.109252	0.00853193	0.0070844	0.0227113	0.0583063	0.00897821	0.0120852	0.0162614	0.0107082	0.0158832	0.089614	0.00819009	0.0563865	0.0162907	0.00828929	0.010841	0.0587464	0.00521031	0.0311855	0.0266369	0.0274296	0.0139447	89.0764	64.5852	0.0137639	0.542	0.444237	0.152492	0.107972	0.691695	4.90906e-06	0.43543	0.502108	3.23351
1440	-18994.01	-18839.64	-154.3735	4.28382e+07	8.49571e+07	4.20987e+07	0.143099	0.113101	0.0774419	0.1712	0.0618422	0.0384541	0.0640148	0.0729962	0.0319097	0.0137738	0.115531	0.0576698	0.208175	0.242697	0.0742397	0.200786	0.103706	0.071558	0.069433	0.0426187	0.020404	0.103741	0.241099	0.202046	0.114956	0.024412	0.000617423	0.015688	0.0423739	0.0154411	0.00759836	0.0140673	0.0187452	0.010403	0.096471	0.0147082	0.0488557	0.00800387	0.00159146	0.0144564	0.0491811	0.00380286	0.032758	0.0292458	0.0242693	0.0138938	93.8087	60.4062	0.0137137	0.570794	0.415493	0.152132	0.118477	0.943109	9.00697e-06	0.427139	0.691402	3.129181
1450	-18994.26	-18842.51	-151.7456	3.78734e+07	8.74308e+07	3.55945e+07	0.126518	0.106236	0.0914831	0.185135	0.0524015	0.0447214	0.0684441	0.0780246	0.0472458	0.014492	0.104999	0.0604104	0.169733	0.226855	0.0806294	0.207544	0.108818	0.0633589	0.0667597	0.0290311	0.020404	0.123414	0.21662	0.204463	0.100995	0.0127504	0.00272022	0.0266784	0.0443636	0.0167768	0.00636706	0.0128028	0.0152299	0.0170201	0.0951527	0.0067099	0.05044	0.00462829	0.00759819	0.0169566	0.0580728	0.0126775	0.039578	0.0238182	0.0266872	0.0152116	83.1605	69.6367	0.0150145	0.506003	0.478983	0.155118	0.1157	0.746238	1.03937e-05	0.558014	0.707434	3.095765
1460	-18995.62	-18848.21	-147.4094	4.36044e+07	8.75603e+07	4.10662e+07	0.124651	0.118629	0.0866825	0.178149	0.0564178	0.0357438	0.0596275	0.0692545	0.0417279	0.0206782	0.0922837	0.0498997	0.162679	0.23257	0.0988355	0.221948	0.10293	0.0580661	0.0607575	0.029804	0.0272439	0.0942093	0.207136	0.179926	0.0795052	0.0177069	0.00566617	0.0181158	0.0427342	0.00864959	0.0103236	0.0154948	0.00975003	0.00688418	0.0918345	0.00289234	0.0556613	0.00842574	0.0106879	0.0125018	0.0548889	0.0225602	0.0323007	0.0240003	0.0226608	0.0163491	92.5176	61.1961	0.0161372	0.562937	0.420925	0.155855	0.102752	0.745043	1.28197e-05	0.592789	0.350381	2.963094
1470	-18989.29	-18835.55	-153.736	4.66059e+07	9.50801e+07	5.07148e+07	0.135058	0.13372	0.0886649	0.178326	0.0566831	0.0411727	0.0515709	0.0627782	0.0469203	0.0151472	0.0874371	0.0734152	0.160126	0.215227	0.0774732	0.221551	0.117332	0.0653107	0.0684626	0.0363957	0.0234353	0.10814	0.23696	0.214157	0.108734	0.0171095	0.00278204	0.0187031	0.0495725	0.0138385	0.00537523	0.0154948	0.0114449	0.0112971	0.0866095	0.00854861	0.0556613	0.0132588	0.00854282	0.00900963	0.0564044	0.00578045	0.0363772	0.0241168	0.0312715	0.0174532	80.8251	71.381	0.0172269	0.491793	0.49098	0.158795	0.110478	0.697492	6.96416e-06	0.434754	0.322564	3.105396
1480	-18991.93	-18840.18	-151.7494	4.93638e+07	8.67291e+07	5.92293e+07	0.142278	0.124318	0.0806985	0.178575	0.0539105	0.0420863	0.0685976	0.0805015	0.0407922	0.0168856	0.110664	0.0691434	0.179321	0.232158	0.0834942	0.214232	0.111297	0.0712033	0.0609457	0.0381149	0.0280195	0.100259	0.211825	0.198159	0.115325	0.0138576	0.0102661	0.00998704	0.0446389	0.00809799	0.0078381	0.00756124	0.0187385	0.0119055	0.100153	0.00638015	0.061985	0.00897615	0.0109056	0.0108437	0.0420859	0.00346585	0.0294936	0.0269745	0.0284859	0.017882	88.8581	64.2133	0.0176502	0.540671	0.441679	0.160154	0.129906	0.864036	9.75973e-06	0.398679	0.283406	3.115444
1490	-18994.54	-18853.23	-141.3053	5.67538e+07	9.67043e+07	8.67299e+07	0.137492	0.105452	0.0860149	0.169773	0.0717051	0.0313587	0.0468464	0.0740882	0.0372039	0.0169501	0.0858241	0.0607241	0.179321	0.260125	0.0853973	0.203005	0.11132	0.0656312	0.0611273	0.0349782	0.0213935	0.0980291	0.21668	0.177658	0.103314	0.0159184	0.00315904	0.0246026	0.0366264	0.0117439	0.0106324	0.0079094	0.0111351	0.00808512	0.0791016	0.00984252	0.0574691	0.00594569	0.00805153	0.0123346	0.0421015	0.0087807	0.0308373	0.0230925	0.0314355	0.0210113	79.2525	72.2615	0.020739	0.482224	0.497037	0.16241	0.129566	0.939233	2.06433e-05	0.520545	0.682728	2.980218
1500	-18993.29	-18847.54	-145.754	4.22624e+07	8.62149e+07	7.85966e+07	0.144628	0.0992087	0.0950872	0.188175	0.0678725	0.0352858	0.0608872	0.0766393	0.037073	0.0165696	0.105004	0.0602269	0.175636	0.237581	0.0776656	0.208138	0.115215	0.0561585	0.0643952	0.0293719	0.0160657	0.0991875	0.226354	0.215437	0.0869322	0.0124331	0.00128355	0.0213703	0.0372283	0.00738665	0.00200461	0.00663917	0.0138236	0.0094473	0.0851471	0.00661627	0.0674835	0.0116637	0.00917058	0.00608502	0.0492544	0.00668106	0.0327749	0.0399943	0.0281733	0.0190478	84.2711	68.1037	0.0188009	0.512761	0.468438	0.162388	0.127831	0.847241	1.49674e-05	0.66505	0.401013	3.049455
1510	-18996.06	-18850.91	-145.1518	3.90093e+07	8.24162e+07	5.84736e+07	0.152037	0.133314	0.0972743	0.186365	0.0743726	0.0409598	0.0657279	0.060723	0.038559	0.0138473	0.0911662	0.0577937	0.157859	0.22669	0.0862766	0.201949	0.123386	0.0704697	0.0630819	0.0293667	0.0201895	0.131374	0.201167	0.209507	0.0943723	0.00901088	0.000560325	0.0240039	0.0413176	0.00644516	0.00167057	0.0112858	0.00898189	0.0149964	0.0901618	0.0149976	0.0549144	0.0119078	0.0119565	0.0136856	0.047966	0.0122996	0.035723	0.0214457	0.0189749	0.0173721	81.4139	70.8717	0.0171469	0.495376	0.487477	0.158538	0.107716	0.972545	1.64317e-05	0.390242	0.508707	3.080133
1520	-18992.59	-18844.06	-148.5282	4.91491e+07	8.89009e+07	4.6169e+07	0.12998	0.116971	0.0842513	0.163631	0.0619791	0.0507892	0.0620593	0.0769579	0.0437137	0.0143431	0.112322	0.0683673	0.180992	0.221774	0.0706842	0.209983	0.116327	0.0692533	0.0752127	0.0380975	0.0254646	0.0977983	0.2379	0.186965	0.0997039	0.0201839	0.00444126	0.0277193	0.0437151	0.0166787	0.00777975	0.00487152	0.0125651	0.0118305	0.0912683	0.00600442	0.0666744	0.0184807	0.0124203	0.00809622	0.049352	0.00325632	0.0322013	0.0273432	0.028379	0.0192807	65.7798	84.428	0.0190308	0.400247	0.580722	0.161739	0.114533	0.89777	1.09926e-05	0.61005	0.560208	3.10878
1530	-18994.4	-18849.27	-145.1265	6.05609e+07	9.83573e+07	3.45586e+07	0.138376	0.110348	0.0860664	0.173526	0.0779899	0.0405825	0.0576339	0.0649666	0.0352978	0.0156467	0.0938417	0.0582145	0.1531	0.226648	0.0769935	0.221211	0.121239	0.078098	0.0645938	0.0295867	0.0212344	0.115848	0.220541	0.205639	0.0816797	0.0198737	0.00153737	0.0171252	0.0453683	0.0141505	0.00884672	0.00753385	0.0117557	0.014411	0.0968133	0.00506751	0.0592334	0.0105653	0.010142	0.00954665	0.0429533	0.00686439	0.030216	0.0358388	0.0256347	0.0194771	68.2738	82.1936	0.0192247	0.415423	0.565353	0.16295	0.125099	1.31586	1.57908e-05	0.371137	0.580562	3.042381
1540	-19001.74	-18852.72	-149.0179	5.51816e+07	7.07066e+07	3.66754e+07	0.138376	0.10118	0.0893115	0.187213	0.078274	0.0368023	0.0583302	0.0684651	0.0512969	0.0173882	0.0836128	0.0644874	0.179084	0.242991	0.0691634	0.235851	0.0968229	0.0614311	0.0619054	0.0273974	0.0220486	0.110571	0.235526	0.211475	0.112674	0.0207228	0.0114804	0.0192821	0.0473386	0.00564417	0.00311334	0.0140624	0.0165634	0.0161426	0.0854798	0.00783809	0.0609379	0.0138814	0.0124188	0.014944	0.0414978	0.00641469	0.0326095	0.0327612	0.0305918	0.0194242	60.1867	89.3552	0.0191724	0.366215	0.614612	0.16427	0.155425	0.763385	1.05531e-05	0.522476	0.411753	3.135403
1550	-19002.2	-18860.39	-141.8165	9.47306e+07	8.32909e+07	3.60284e+07	0.163335	0.137438	0.0765109	0.191389	0.0587799	0.0495926	0.0692395	0.0875743	0.0297222	0.0167051	0.0917226	0.0803377	0.181166	0.216583	0.0804967	0.224222	0.108266	0.062591	0.0745015	0.0517873	0.0249546	0.113469	0.205761	0.208573	0.115883	0.012265	0.00721827	0.026116	0.0441078	0.0119901	0.00495854	0.0186954	0.00905392	0.0112522	0.0945377	0.00277709	0.0609379	0.00664889	0.0141135	0.0134297	0.0564256	0.00690591	0.0328973	0.0228557	0.0286846	0.019656	68.6959	81.7945	0.0194012	0.417991	0.562608	0.166426	0.124685	0.771844	2.37169e-05	0.480837	0.428325	3.20647
1560	-19000.4	-18851.2	-149.1951	7.06138e+07	9.26153e+07	2.8004e+07	0.179702	0.145164	0.0823336	0.181987	0.0733569	0.0410641	0.0636709	0.073922	0.0409476	0.0161594	0.118029	0.0726685	0.175085	0.228689	0.0849845	0.250838	0.114438	0.0654821	0.0664044	0.0414556	0.0200904	0.128205	0.237334	0.242997	0.123618	0.0131851	0.0101309	0.0290625	0.0458687	0.0130535	0.00495854	0.017867	0.0119684	0.0100371	0.104037	0.00296165	0.0433741	0.00320302	0.0126814	0.0166546	0.0616258	0.00169419	0.0363638	0.0224956	0.0382284	0.0186016	68.8058	81.8486	0.0183605	0.418659	0.56298	0.165966	0.132101	0.593501	1.53564e-05	0.572538	0.699164	3.368078
1570	-18987.64	-18835.11	-152.5292	9.45931e+07	9.52457e+07	2.8134e+07	0.148879	0.122946	0.0970866	0.180388	0.0681267	0.0464775	0.0618561	0.0681456	0.0379967	0.0143616	0.105107	0.0626345	0.180256	0.264794	0.0850755	0.21315	0.103335	0.0605361	0.064416	0.035177	0.0163124	0.110314	0.203531	0.208188	0.088897	0.0181111	0.00345673	0.0177971	0.0499067	0.012427	0.00295394	0.0115064	0.0213951	0.0131138	0.0827112	0.00825226	0.0584444	0.00609012	0.016367	0.0072372	0.0487375	0.00944847	0.0377668	0.0299319	0.0240065	0.016661	57.6448	92.0002	0.016445	0.350749	0.632806	0.15934	0.113138	0.615743	9.19613e-06	0.640306	0.627282	3.12765
1580	-18999.68	-18851.95	-147.7305	7.95356e+07	7.68819e+07	2.56333e+07	0.142283	0.120198	0.0878414	0.187007	0.0681347	0.0384085	0.0636067	0.0790936	0.0427809	0.0165849	0.103379	0.0557507	0.195895	0.274004	0.0837308	0.258467	0.118155	0.0624217	0.0676878	0.03674	0.0194951	0.119037	0.225968	0.208774	0.0782758	0.0144467	0.00439339	0.0258422	0.0406494	0.0113364	0.00919404	0.0102664	0.00803427	0.0148473	0.108581	0.00821298	0.064974	0.0136244	0.0141046	0.00744447	0.0569345	0.016449	0.0377972	0.0258346	0.0358875	0.0164987	63.3017	87.0194	0.0162848	0.385169	0.598546	0.158863	0.131612	0.766745	1.91398e-05	0.300519	0.556141	3.282574
1590	-18998.64	-18853.55	-145.0874	7.29147e+07	7.39429e+07	2.45962e+07	0.130932	0.126357	0.0727541	0.1956	0.0746098	0.0348091	0.06057	0.0724799	0.0357236	0.0129727	0.103379	0.0653379	0.209731	0.259368	0.0639611	0.198224	0.107899	0.0532495	0.0566161	0.0385214	0.0243177	0.11354	0.213188	0.222727	0.0918654	0.0107231	0.00150283	0.0186055	0.0604412	0.011743	0.0111959	0.00989135	0.0153657	0.0136165	0.0869073	0.0131653	0.0591109	0.00659284	0.00894481	0.00536821	0.0522042	0.010644	0.0417712	0.0203612	0.0281086	0.016413	58.1251	91.611	0.0162002	0.353671	0.630129	0.158819	0.0722683	0.980098	2.2028e-05	0.377322	0.353547	3.124995
1600	-18987.06	-18840.11	-146.9469	6.56961e+07	6.20952e+07	2.21742e+07	0.129484	0.126252	0.0915085	0.173237	0.0772198	0.0372455	0.0647258	0.0771528	0.0367507	0.0141088	0.093561	0.0684923	0.183896	0.211112	0.0785532	0.236823	0.116269	0.0653124	0.0674338	0.0314179	0.0209515	0.117327	0.229654	0.226585	0.100995	0.0175134	0.013211	0.0146615	0.0403957	0.010314	0.0131545	0.00864023	0.0129316	0.0140031	0.0905196	0.0103955	0.0459963	0.00965426	0.0102731	0.00244656	0.0473805	0.00107123	0.0326158	0.0211286	0.027282	0.0177012	72.5151	78.6965	0.0174718	0.441229	0.541299	0.161005	0.0820347	0.812478	1.30488e-05	0.476369	0.512154	3.119656
1610	-18994	-18843.05	-150.9421	7.4577e+07	6.29182e+07	1.84195e+07	0.147739	0.138492	0.0972121	0.163769	0.0615753	0.0428472	0.064521	0.0746646	0.0354675	0.0227877	0.104611	0.0646701	0.184686	0.226255	0.0785087	0.196993	0.107434	0.0612399	0.068861	0.0359378	0.0218313	0.096413	0.231193	0.204802	0.103726	0.0163556	0.00499214	0.0271775	0.0586295	0.0113119	0.0173334	0.00585851	0.0157234	0.0111889	0.0887136	0.0100512	0.0653397	0.0138912	0.0032182	0.00288162	0.0466178	0.0126988	0.0385226	0.0325005	0.0182513	0.0164944	92.1153	61.531	0.0162806	0.56049	0.423229	0.158994	0.0864827	0.873398	1.03033e-05	0.549619	0.34847	3.137495
1620	-18999.36	-18851.18	-148.1783	7.38196e+07	6.82569e+07	1.82793e+07	0.166341	0.125824	0.0837376	0.16992	0.0777693	0.0445538	0.0526734	0.065455	0.0407427	0.0219232	0.0901917	0.0511488	0.17556	0.269505	0.0739266	0.229861	0.113683	0.0708187	0.0582888	0.0438153	0.0241937	0.104454	0.22126	0.215155	0.114099	0.00989211	0.0130004	0.0263558	0.0463865	0.0118202	0.0156185	0.00582141	0.0153788	0.00822857	0.0905733	0.00688654	0.062289	0.00669785	0.0119664	0.004329	0.0476008	0.00280268	0.0369398	0.0305164	0.0280495	0.018064	75.2996	76.1813	0.0178298	0.458172	0.523998	0.161738	0.102166	0.647104	2.03945e-05	0.203277	0.668026	3.186055
1630	-18995.09	-18847.53	-147.5578	8.02698e+07	7.33125e+07	1.43407e+07	0.126106	0.121502	0.0881621	0.173818	0.0722486	0.0403925	0.0595295	0.0804047	0.0406905	0.0142735	0.0975125	0.0532978	0.189434	0.215651	0.0606131	0.214245	0.0994193	0.0515292	0.0638936	0.0412094	0.0271678	0.0959778	0.222925	0.198852	0.0855277	0.0106669	0.00477152	0.0213904	0.0347889	0.00992833	0.0102189	0.0131621	0.0105035	0.0152338	0.0817135	0.0033648	0.0607679	0.00704137	0.00872157	0.00476637	0.0416142	0.00559993	0.0325929	0.0129982	0.0350178	0.0225033	55.4324	93.119	0.0222116	0.337287	0.640501	0.165649	0.0947836	0.892932	1.31691e-05	0.674615	0.73797	2.959245
1640	-18987.75	-18846.15	-141.6011	9.26746e+07	5.78888e+07	1.2945e+07	0.146912	0.123557	0.082684	0.170138	0.0654785	0.0410413	0.0548672	0.0790078	0.047766	0.0142735	0.108884	0.060811	0.172853	0.22547	0.0790229	0.184851	0.10772	0.0500213	0.0513882	0.0356806	0.0196129	0.113891	0.214594	0.198295	0.102157	0.0149383	0.000125794	0.01776	0.0405607	0.00902712	0.0136514	0.0136653	0.0145243	0.0140073	0.0884524	0.00610029	0.0506693	0.00879398	0.00870071	0.00429027	0.0341262	0.00995389	0.0279191	0.0253941	0.0232628	0.0221808	78.1621	73.0583	0.0218932	0.475589	0.502518	0.165606	0.108048	0.70336	1.84635e-05	0.356545	0.624133	2.976899
1650	-18991.34	-18847.23	-144.1028	7.26843e+07	6.66641e+07	1.35232e+07	0.148613	0.12786	0.0836704	0.189033	0.065294	0.0419597	0.069839	0.0735842	0.0312704	0.0119689	0.0809593	0.056075	0.180332	0.223378	0.0794063	0.192019	0.125687	0.0598088	0.0642773	0.0316816	0.0189299	0.117502	0.214594	0.20451	0.0973694	0.0172955	0.00273142	0.0258432	0.0335891	0.0104436	0.0133493	0.007291	0.00992004	0.0120803	0.0867356	0.0146117	0.0595539	0.00804575	0.00900305	0.00689368	0.0439672	0.00311207	0.0289089	0.0180929	0.0408195	0.0215567	74.9332	76.0042	0.0212773	0.455943	0.52278	0.165903	0.0952014	0.963297	1.40929e-05	0.465277	0.426868	3.041911
1660	-18985.04	-18845.67	-139.3746	9.85803e+07	5.66652e+07	1.04693e+07	0.135219	0.108217	0.0889068	0.158442	0.0701211	0.048715	0.055047	0.0649004	0.0402629	0.0151182	0.095379	0.0646589	0.168709	0.223209	0.0868268	0.236359	0.115208	0.0571332	0.0647533	0.0370617	0.0208427	0.0905595	0.219014	0.1918	0.0898463	0.0172209	0.00326526	0.0216015	0.0435807	0.00926412	0.0127435	0.00637057	0.0124351	0.0140098	0.0951043	0.00711978	0.0627866	0.0112852	0.00961657	0.00712454	0.053069	0.00886608	0.0363809	0.0221611	0.0294046	0.022493	73.1647	77.4343	0.0222014	0.445182	0.532617	0.167763	0.127051	0.821714	2.21679e-05	0.518577	0.561987	3.02972
1670	-18993.56	-18853.49	-140.0622	9.91911e+07	4.59626e+07	1.13239e+07	0.133158	0.122149	0.0947329	0.178094	0.0677993	0.0423599	0.0637628	0.079348	0.0344503	0.00848709	0.0814639	0.0595012	0.164839	0.24653	0.0711456	0.212498	0.105274	0.0581725	0.0749776	0.028548	0.0171508	0.0964044	0.222435	0.207746	0.0934961	0.00829772	0.00282947	0.0184918	0.0448889	0.00857873	0.014971	0.00794882	0.0123266	0.0118616	0.0843359	0.00270723	0.0547849	0.0106563	0.0127184	0.00688173	0.0479867	0.00968776	0.0327209	0.0251813	0.0296709	0.0223319	72.0211	78.469	0.0220424	0.438224	0.539734	0.16687	0.146161	0.89428	2.24149e-05	0.436891	0.645258	3.01205
1680	-19001.83	-18864.02	-137.8105	9.56864e+07	6.24254e+07	9.11993e+06	0.12185	0.113893	0.0855162	0.183806	0.0505824	0.0421148	0.0644523	0.0736538	0.0381839	0.0145193	0.102916	0.0736455	0.167683	0.217901	0.0761509	0.210555	0.122134	0.0625436	0.0632536	0.0359539	0.0171701	0.0860386	0.230453	0.202904	0.0992395	0.00906854	0.011844	0.0220527	0.040793	0.0130111	0.00875675	0.0134675	0.0163528	0.0102432	0.103552	0.00548689	0.052612	0.0107188	0.0123452	0.0082442	0.0534722	0.000991194	0.0327209	0.0192411	0.0305946	0.0210478	74.1286	76.789	0.0207749	0.451047	0.528178	0.164457	0.165371	0.873806	2.96288e-05	0.390246	0.547676	3.032683
1690	-19000.64	-18859.52	-141.1161	9.07384e+07	5.11182e+07	1.06132e+07	0.153684	0.128792	0.0993799	0.152129	0.0604393	0.0407557	0.0767319	0.0656254	0.0406936	0.00962088	0.0895025	0.0585516	0.174659	0.225519	0.0959851	0.192668	0.102923	0.0658337	0.0656428	0.0367444	0.0234667	0.103748	0.20255	0.189213	0.0912934	0.0161608	0.0152341	0.0218645	0.0437519	0.0114032	0.00740473	0.0147476	0.0270876	0.0176869	0.0852567	0.00837928	0.0630852	0.00939712	0.0128666	0.0107651	0.057374	0.00369591	0.0166131	0.0215785	0.0312658	0.0217758	88.4036	64.0566	0.0214935	0.537906	0.440601	0.166148	0.104213	0.747513	2.05948e-05	0.353413	0.446298	3.04177
1700	-19000.95	-18851.95	-148.9997	8.8757e+07	6.85752e+07	9.78499e+06	0.142058	0.122529	0.0844803	0.189248	0.0729762	0.0409085	0.0733338	0.0582577	0.0311409	0.0106882	0.104915	0.0618793	0.170401	0.213564	0.0827327	0.235191	0.115854	0.0757551	0.071876	0.0344806	0.019156	0.121598	0.197953	0.189421	0.103504	0.0142714	0.0108125	0.0224584	0.0473767	0.00743488	0.00964756	0.0112035	0.022162	0.0123171	0.0916798	0.0119806	0.0557154	0.00430012	0.012781	0.00451216	0.0533516	0.00106231	0.0133816	0.0255524	0.0347121	0.0200288	57.7443	91.429	0.0197691	0.351354	0.628877	0.166887	0.0863495	0.845631	1.10351e-05	0.676995	0.474509	3.090614
1710	-18993.23	-18844.7	-148.5226	9.59013e+07	5.14532e+07	1.13092e+07	0.155364	0.118127	0.106943	0.185434	0.061936	0.048383	0.0762753	0.0832741	0.0432869	0.0166788	0.0991943	0.0621591	0.186667	0.232393	0.0996619	0.254861	0.122894	0.0612294	0.0638179	0.038087	0.0223072	0.106567	0.226331	0.22909	0.113917	0.0182698	0.00751587	0.0198976	0.0448349	0.0122055	0.0124857	0.00670672	0.0200058	0.0105776	0.0945283	0.0105475	0.0513048	0.0131056	0.00435035	0.00794962	0.0468382	0.00292314	0.0165091	0.0238373	0.0229446	0.0212856	41.4057	105.702	0.0210096	0.251939	0.727051	0.166162	0.112269	0.842967	1.50942e-05	0.389003	0.419431	3.262217
1720	-19018.92	-18862.96	-155.9587	7.75396e+07	5.34411e+07	9.23551e+06	0.175862	0.163637	0.103001	0.191673	0.0742298	0.0486997	0.105287	0.0818758	0.0736894	0.0221064	0.114687	0.0682673	0.212921	0.240139	0.0975854	0.245064	0.1276	0.0731322	0.0732764	0.0463255	0.0268756	0.136238	0.248826	0.248234	0.105827	0.0130218	0.00876491	0.0386431	0.0614802	0.00965979	0.0125562	0.0136648	0.029183	0.0237679	0.125017	0.00926761	0.0673193	0.0120298	0.00639006	0.00320294	0.0712013	0.0018461	0.0250573	0.0209469	0.0442936	0.0190808	44.4765	103.302	0.0188335	0.270624	0.710542	0.169768	0.123014	0.56467	1.7959e-05	0.582073	0.179522	3.702374
1730	-19006	-18842.02	-163.9854	6.84797e+07	6.18203e+07	9.53021e+06	0.185161	0.151502	0.110996	0.213994	0.0935661	0.0542791	0.0824419	0.0995532	0.053814	0.0171711	0.104195	0.0748052	0.233891	0.278418	0.0975854	0.261909	0.13148	0.0787144	0.0801381	0.0378824	0.0251527	0.143792	0.248838	0.240405	0.110452	0.0217261	0.00327745	0.0272975	0.0620479	0.0163055	0.0237318	0.0136648	0.02376	0.0125498	0.101472	0.0214169	0.062747	0.0204332	0.00623857	0.00750021	0.050455	0.00391152	0.02534	0.0253472	0.029734	0.0169153	42.7243	105.163	0.0166961	0.259963	0.723341	0.167628	0.117424	0.78749	1.23435e-05	0.1576	0.287356	3.769091
1740	-18997.56	-18845.65	-151.9031	6.3692e+07	6.31948e+07	9.70276e+06	0.172213	0.136289	0.119392	0.194098	0.0826279	0.0542791	0.0619502	0.0894371	0.039749	0.0155816	0.114848	0.0814149	0.226025	0.264045	0.0990702	0.253034	0.134726	0.07918	0.0745593	0.0395591	0.0226584	0.107828	0.222179	0.235426	0.109402	0.0203881	0.00921585	0.0202875	0.0596407	0.0139764	0.00744251	0.0109998	0.0338384	0.0168703	0.106244	0.0169058	0.0662786	0.0208532	0.0180638	0.00900378	0.0568797	0.00768156	0.0152776	0.023598	0.017178	0.0176368	49.5089	99.0574	0.0174081	0.301245	0.681347	0.165524	0.0996798	0.821557	1.55497e-05	0.512323	0.381431	3.580196
