Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
9470	-16021.95	-15982.84	-39.11225	4.487101e+07	0.00594687	0.00573614	0.00320717	0.0103098	0.0017245	0.00134412	0.000540999	0.00298401	0.00140043	0.000513792	0.00272264	0.000531617	0.00224563	0.0182138	0.00279482	0.00968113	0.00474779	0.00247974	0.00255957	0.00109041	0.000637902	0.00454156	0.00940958	0.00713391	0.00307697	0.00213607	0.00273693	0.000884425	0.00076033	0.000751606	0.0014011	0.00047406	0.00217713	0.00660503	0.00502704	0.00470085	0.00101109	0.000538411	0.000575107	0.000300009	2.5951e-05	0.00259253	0.00608165	0.00678185	0.00585599	0.291922	0.176486	0.000106676	0.194686	0.0116621	0.325138	0.99981	0.999951	1.00005	1.00019	0.995422	0.00424007	2.69271e-06	0.000335356	0.0001173187	0.1569921
9480	-16022.53	-15986.02	-36.5058	3.961014e+07	0.00549771	0.00521876	0.00332998	0.010407	0.0011344	0.00159874	0.000929328	0.00257894	0.00118126	0.000530156	0.00367379	0.000901251	0.00605915	0.0134434	0.00273173	0.0106007	0.00398267	0.00269369	0.00250579	0.00105935	0.000566998	0.00427589	0.00823674	0.00965776	0.0026273	0.00259075	0.00253892	0.00102819	0.000671699	0.00100201	0.0014011	0.000591212	0.00246145	0.00568881	0.00383713	0.00428261	0.00127516	0.000303164	0.000443179	0.000549742	0.000356455	0.0020684	0.00340271	0.00566837	0.00441945	0.410001	0.0856501	5.21915e-05	0.226677	0.00570571	0.271914	0.999798	0.999948	1.00005	1.0002	0.994923	0.00423795	1.91872e-06	0.000836724	0.0001555197	0.1500031
9490	-16016.85	-15975.69	-41.1578	3.117684e+07	0.00370601	0.0048427	0.00351807	0.00830421	0.000844956	0.00151901	0.000909634	0.00272574	0.00118783	0.000613928	0.00378316	0.000728396	0.00605915	0.0113039	0.00345236	0.00993951	0.00460448	0.00231702	0.00266769	0.000858404	0.000626251	0.00319591	0.00884562	0.00869783	0.00290925	0.00219196	0.00233093	0.000942814	0.000873483	0.000703617	2.18298e-05	0.00121894	0.00178891	0.00765228	0.00383713	0.00493059	0.000806098	0.000219702	0.000526454	0.000509387	0.000460452	0.00218366	0.00456507	0.00782556	0.0021792	0.509644	0.134643	8.20458e-05	0.205695	0.00896946	0.140967	0.999772	0.999942	1.00006	1.00023	0.99543	0.00404919	6.83134e-07	0.000520277	9.211809e-05	0.1439291
9500	-16026.57	-15984.16	-42.41283	3.398997e+07	0.00530585	0.00549161	0.00441133	0.0101202	0.000699042	0.001381	0.000866202	0.00306191	0.00122868	0.00048673	0.00332288	0.00126813	0.00646384	0.011529	0.00365823	0.00896531	0.00446564	0.00241878	0.00231492	0.00113475	0.000561628	0.00370483	0.00806723	0.00735014	0.00282724	0.0023887	0.00266528	0.00104082	0.000773957	0.000857472	0.00113913	0.000356792	0.00224081	0.00602489	0.0031655	0.00373359	0.000963593	0.000487395	0.000338305	0.000507481	0.000258863	0.00230791	0.005017	0.00847376	0.00214819	0.349966	0.459621	6.11707e-05	0.149036	0.0316808	0.00963531	0.999782	0.999944	1.00006	1.00022	0.995352	0.00404887	6.43606e-07	0.000598767	8.031093e-05	0.1459945
9510	-16017.58	-15978.87	-38.71112	3.272397e+07	0.00448103	0.00579026	0.00372602	0.00982286	0.00173799	0.00129367	0.00136105	0.00245357	0.00120016	0.000522839	0.00270695	0.00160512	0.00433293	0.0137616	0.0024793	0.00954849	0.00508722	0.00232709	0.00289193	0.00114747	0.000749887	0.00370019	0.00895627	0.00789743	0.00249987	0.00174657	0.00191736	0.00122621	0.000633989	0.000196837	0.000318056	0.000463756	0.00181063	0.00760067	0.00357358	0.00448623	0.0010175	0.000344975	0.000416958	0.000381165	0.000180012	0.00180898	0.00393255	0.00868153	0.00327315	0.438293	0.282667	0.000355745	0.111664	0.0115879	0.155433	0.999778	0.999943	1.00006	1.00022	0.995015	0.0040475	1.36364e-06	0.000935646	0.0001211896	0.1460919
9520	-16010.53	-15967.87	-42.66021	3.657209e+07	0.00292918	0.00452646	0.00331952	0.00951103	0.00173799	0.00099555	0.00126606	0.00252418	0.00143757	0.000522781	0.00287053	0.001718	0.00607192	0.0152667	0.00264826	0.00985436	0.00459979	0.00233801	0.00268684	0.00130314	0.000659136	0.00336509	0.0089664	0.0073136	0.00254195	0.00186252	0.00176121	0.00129651	0.00100797	0.000624489	1.81889e-05	0.000645862	0.00206719	0.00666774	0.00415685	0.00403683	0.000801319	0.000256954	0.000407712	0.000381165	0.000910871	0.00137809	0.0032145	0.00785103	0.00238775	0.421132	0.0149254	0.000353662	0.521697	0.00268484	0.0392068	0.99979	0.999946	1.00005	1.00021	0.995521	0.00404956	3.04452e-06	0.000426315	7.784864e-05	0.1427088
9530	-16015.4	-15974.04	-41.36537	4.049993e+07	0.00482091	0.0055881	0.0024889	0.00970303	0.00162892	0.000778875	0.00126606	0.00273143	0.000993903	0.000517515	0.00388741	0.00110245	0.00460382	0.0131082	0.00262629	0.00979094	0.00400071	0.00186991	0.00256635	0.00106066	0.000741822	0.00284088	0.0085576	0.00688242	0.00224711	0.00260898	0.00243014	0.00107793	0.00106671	0.00140102	2.85559e-05	0.000645862	0.0024446	0.00571946	0.00383378	0.00458304	0.000549271	0.000163022	0.000406768	0.000315892	0.000724531	0.0017101	0.00312856	0.00615138	0.00317519	0.547092	0.0128494	8.38551e-05	0.358455	0.00182981	0.0796894	0.9998	0.999949	1.00005	1.0002	0.995593	0.00402073	2.11338e-06	0.000384434	8.948307e-05	0.138569
9540	-16019.31	-15975.84	-43.47205	3.875236e+07	0.00458405	0.00450087	0.00328594	0.00962345	0.00175456	0.000903791	0.000452945	0.00259174	0.00139513	0.000483178	0.00322402	0.00133893	0.00674153	0.0143718	0.00305609	0.00980948	0.00508894	0.00213285	0.00271143	0.00127215	0.000612354	0.00384417	0.00842287	0.00646231	0.00259947	0.00176398	0.00263672	0.000745291	0.000977839	0.000665829	0.00061127	0.000454166	0.00165653	0.00598408	0.00339102	0.00477196	0.00147863	0.000137059	0.000585881	0.000527413	0.00128835	0.00155332	0.00404426	0.00572332	0.00254074	0.612938	0.0349482	9.98043e-05	0.262868	0.000386423	0.0887603	0.999796	0.999948	1.00005	1.0002	0.995005	0.00401836	1.06743e-06	0.00097512	7.114063e-05	0.1428017
9550	-16020.58	-15978.22	-42.36244	4.307551e+07	0.0047882	0.00532027	0.00310661	0.00796171	0.00184941	0.00118781	0.000384318	0.00240464	0.00112049	0.000373045	0.00356841	0.000889245	0.00547178	0.0116134	0.00278519	0.0099903	0.00376897	0.00213285	0.00279337	0.0010067	0.000995569	0.00308269	0.00948384	0.00646231	0.0026933	0.00235347	0.00230709	0.000800858	0.000961001	0.00126825	4.26701e-05	0.000630228	0.00167643	0.00773512	0.00466074	0.00447117	0.00102574	0.000270004	0.000427393	0.000390908	0.000326259	0.00219877	0.00322112	0.00712053	0.00203555	0.643261	0.0650515	0.000216478	0.0595543	0.000504445	0.231412	0.999806	0.999951	1.00005	1.00019	0.994491	0.00394365	2.42625e-07	0.00156516	8.015068e-05	0.1391577
9560	-16025.95	-15981.93	-44.0183	4.569679e+07	0.003606	0.00511673	0.00333854	0.00976337	0.0017622	0.00111813	0.00053261	0.00243755	0.00145402	0.000436177	0.0027841	0.001471	0.00847629	0.0113131	0.00212673	0.0091696	0.00464609	0.0017398	0.0025507	0.00114873	0.000546828	0.00254202	0.00759822	0.00617065	0.00325376	0.00142797	0.00240044	0.000805636	0.000744999	0.000658945	0.000468422	0.000743695	0.00240542	0.00677301	0.00349929	0.00419595	0.000933792	0.000117688	0.000427393	0.000232813	0.000315208	0.00176432	0.00629099	0.00649681	0.000794266	0.435889	0.168624	0.00018629	0.0168446	0.00232005	0.376137	0.999812	0.999952	1.00005	1.00019	0.994957	0.0039455	3.93564e-07	0.00109665	6.649115e-05	0.1366
9570	-16017.69	-15980.62	-37.07198	4.852533e+07	0.0035846	0.00484239	0.00265208	0.00800984	0.00131172	0.00102776	0.000585436	0.00265879	0.00148451	0.000467729	0.00328338	0.000714717	0.00717549	0.0124159	0.00282293	0.0095572	0.0035228	0.00217002	0.00222659	0.000998198	0.000671021	0.00255294	0.00759822	0.00590556	0.00192423	0.00170958	0.0021646	0.000821109	0.000777973	0.000666121	9.01974e-05	0.00064289	0.00230491	0.00664889	0.00349929	0.00397363	0.000948787	2.65167e-05	0.000277333	0.000309653	2.54627e-05	0.00218428	0.00507686	0.00676327	0.00145403	0.435507	0.143635	0.000224472	0.247733	0.000438269	0.172462	0.999818	0.999954	1.00005	1.00018	0.995557	0.00354796	3.30251e-07	0.000894301	0.0001429097	0.1305294
9580	-16014.26	-15970.39	-43.86907	3.573111e+07	0.00354419	0.00492079	0.00274091	0.00797641	0.00128113	0.000837792	0.00075283	0.00263402	0.00127619	0.000372959	0.00315372	0.00105694	0.00617678	0.010768	0.00267706	0.00854283	0.00358641	0.00188573	0.00199355	0.000872359	0.00064622	0.00275077	0.00647871	0.00559671	0.0024014	0.00184038	0.00200731	0.00122245	0.00052962	0.00109493	0.000101615	0.000252495	0.00154888	0.0064507	0.00331285	0.00320794	0.0011077	0.000198992	0.000346686	0.000583628	0.0001719	0.00153017	0.00435092	0.005496	0.00264196	0.691122	0.0610794	0.000250077	0.23337	0.000200077	0.0139775	0.999787	0.999946	1.00005	1.00021	0.995188	0.00354665	5.22396e-07	0.00126442	6.658317e-05	0.1229216
9590	-16011.19	-15970.74	-40.45253	4.753043e+07	0.00279081	0.00470812	0.0029536	0.00768105	0.00104052	0.00106175	0.000981162	0.00200033	0.000986291	0.000449372	0.0028875	0.000495085	0.00556696	0.0117535	0.00222106	0.0086586	0.00330891	0.00170096	0.00261694	0.000927309	0.000470539	0.00287489	0.00660138	0.00701711	0.00221823	0.0018736	0.00236536	0.000900266	0.000459575	0.000627414	0.000240604	0.000461268	0.00182013	0.0075565	0.00398835	0.00426545	0.000849531	8.34343e-05	0.000301725	0.000340582	0.000106277	0.00235031	0.00504143	0.00704873	0.00341645	0.477975	0.10382	0.000134631	0.326715	0.00937793	0.0819765	0.999816	0.999953	1.00005	1.00018	0.995228	0.00354679	3.57011e-07	0.00122455	9.788735e-05	0.128069
9600	-16018.53	-15975.96	-42.56634	5.063671e+07	0.00381549	0.0055693	0.00287452	0.00834465	0.00170354	0.00122881	0.000510675	0.00230163	0.00120897	0.000373011	0.00300646	0.000448313	0.00549725	0.0136107	0.00289131	0.00840064	0.00320276	0.00172415	0.00243343	0.00101327	0.000537073	0.00292508	0.00901437	0.00740793	0.00241798	0.00199312	0.00189646	0.00104361	0.000538201	0.000705589	0.000384037	0.000728062	0.00153296	0.00692271	0.00237938	0.00405915	0.00117407	1.57244e-05	0.000278202	0.000510904	0.000460467	0.00242009	0.00389902	0.00573004	0.00303242	0.572683	0.328481	0.000210801	0.0401974	0.0284448	0.0299839	0.999821	0.999954	1.00005	1.00018	0.995527	0.00354786	4.91814e-07	0.00092427	7.77487e-05	0.1321655
9610	-16010.33	-15969.36	-40.97034	5.25443e+07	0.0036923	0.00440888	0.00310539	0.0070418	0.00158291	0.000999639	0.000603958	0.00218505	0.000769715	0.000296099	0.00297518	0.000316765	0.00555349	0.0104924	0.00257992	0.00878758	0.00355265	0.00204868	0.00234347	0.00100397	0.000432307	0.00232478	0.00658709	0.00638208	0.00197664	0.00164753	0.00213313	0.00101321	0.000557399	0.000451105	0.000170673	0.000357349	0.00181127	0.00615281	0.00289708	0.00360604	0.00112039	0.000169888	0.000274589	0.000340101	0.000680735	0.00242009	0.00434635	0.00696147	0.00303242	0.821911	0.0276863	0.00020872	0.0576911	0.0756448	0.0168583	0.999825	0.999955	1.00004	1.00018	0.995164	0.00341932	9.35426e-07	0.0014153	9.181184e-05	0.1221863
9620	-16011.48	-15970.25	-41.2314	4.898926e+07	0.00424452	0.00458453	0.00349431	0.0085649	0.000860249	0.000979571	0.00119534	0.00247073	0.000567809	0.000364278	0.00272124	0.000906854	0.00497547	0.0105388	0.00242944	0.00859922	0.00348891	0.00195151	0.00206227	0.000983307	0.00046867	0.00240546	0.00620387	0.00609215	0.00256719	0.00238134	0.00161143	0.000850982	0.000925431	0.000687072	0.000339085	0.000514979	0.00180951	0.00675886	0.00331187	0.00362807	0.000764404	0.000138445	0.000298572	0.000193218	1.3615e-05	0.00206075	0.0033819	0.00712055	0.00209021	0.902522	0.0751202	0.000229191	0.00421364	0.0152386	0.00267606	0.999819	0.999954	1.00005	1.00018	0.994852	0.00341824	1.24486e-06	0.00172865	8.922778e-05	0.1226009
9630	-16016.96	-15982.1	-34.86344	4.791433e+07	0.00420823	0.00507001	0.00286822	0.00732956	0.00161175	0.0010498	0.00119534	0.00251196	0.000780238	0.000405003	0.00309938	0.00117139	0.00517226	0.0103144	0.0019346	0.00835147	0.00431671	0.00186968	0.00201846	0.00107681	0.000538443	0.00262748	0.00814903	0.00561564	0.00188226	0.00190652	0.00188352	0.000631248	0.0010683	0.00035159	0.00129305	0.000462645	0.00124246	0.00549109	0.00331187	0.00358924	0.000810607	6.16863e-05	0.000378395	0.000247888	0.000318502	0.00120083	0.00436588	0.00521103	0.0019999	0.770729	0.00849613	0.00037685	0.159431	0.0482523	0.0127141	0.999816	0.999953	1.00005	1.00018	0.995828	0.00345039	8.52445e-07	0.000720345	0.0001807382	0.1209943
9640	-16012.71	-15975.42	-37.29159	3.845663e+07	0.00363176	0.00501366	0.0028417	0.00767955	0.00168123	0.00138997	0.000960312	0.00214162	0.00107541	0.000391869	0.00227274	0.00117367	0.0047442	0.0105583	0.00215494	0.00794186	0.00332372	0.00159042	0.00233553	0.00107044	0.000539367	0.00288341	0.00611278	0.00653736	0.00307829	0.00241017	0.0015268	0.00104592	0.000581832	0.00103349	0.000931787	0.000395486	0.00121467	0.00516673	0.00358445	0.00347221	0.000565929	0.000132909	0.000325857	0.000311233	6.64469e-05	0.00162648	0.0040948	0.00546683	0.00450106	0.594429	0.0208185	0.000373538	0.155255	0.117202	0.111922	0.999795	0.999948	1.00005	1.0002	0.996199	0.00345167	2.56206e-06	0.000346929	0.0001380841	0.1215793
9650	-16019.98	-15979.52	-40.46058	3.698954e+07	0.00405433	0.00403535	0.00270011	0.00886866	0.00138329	0.00068419	0.000781709	0.00209835	0.000959034	0.000359236	0.0024792	0.00160301	0.00400426	0.0119568	0.00243102	0.00874921	0.00403384	0.0018583	0.00218728	0.000965011	0.000759896	0.00398037	0.00644487	0.00672235	0.00249242	0.00203368	0.00205153	0.000889707	0.00076772	0.000570342	0.000491505	0.000367085	0.00173898	0.00585664	0.00358445	0.00343714	0.000887605	0.000205287	0.000443149	0.000433643	3.67294e-05	0.00144583	0.004101	0.00905457	0.00247622	0.477539	0.0508714	0.000333544	0.102835	0.120936	0.247484	0.999791	0.999947	1.00005	1.00021	0.996106	0.00345135	3.36687e-06	0.000439503	9.773427e-05	0.1274649
9660	-16010.12	-15965.79	-44.32154	4.852931e+07	0.00292877	0.00491112	0.00249489	0.0086069	0.00157661	0.0011264	0.00102179	0.00199691	0.000911921	0.000374435	0.00273217	0.00104212	0.00543864	0.0104679	0.00187215	0.00891159	0.00354495	0.00209422	0.00280545	0.000653572	0.000514768	0.00280868	0.00722169	0.00656442	0.00246891	0.00203368	0.00167061	0.00110571	0.000860396	0.000728985	0.00118483	0.00064478	0.00138482	0.00463172	0.003742	0.00349595	0.00107291	0.000368449	0.00026262	0.000347505	2.24567e-05	0.00124402	0.00360224	0.0057851	0.00327216	0.261481	0.0285783	0.000134046	0.508279	0.0773341	0.124194	0.999818	0.999953	1.00005	1.00018	0.995706	0.00344996	3.16848e-06	0.000840952	6.329227e-05	0.1225519
9670	-16013.82	-15972.77	-41.05161	5.40525e+07	0.00411372	0.00492428	0.00259834	0.0086069	0.00142396	0.000819174	0.000848921	0.00235514	0.00125866	0.000364936	0.00214692	0.000843448	0.00563786	0.0123434	0.00209819	0.00812443	0.0036544	0.001921	0.00232214	0.000978118	0.000706519	0.00289668	0.00776886	0.00635413	0.00276851	0.00153632	0.00180147	0.000881192	0.00104504	0.000442086	0.000347938	0.000880311	0.00212825	0.00589023	0.00428708	0.00447539	0.000999247	8.32387e-05	0.000274655	0.000256773	1.54299e-05	0.00204922	0.00327709	0.00500484	0.00169932	0.163597	0.017142	3.84427e-05	0.683125	0.009705	0.126392	0.999827	0.999956	1.00004	1.00017	0.99548	0.003394	3.53135e-06	0.00112225	9.129707e-05	0.1252538
9680	-16016.52	-15977.86	-38.66897	5.650684e+07	0.00311639	0.00455554	0.00259363	0.00759785	0.00107552	0.00109413	0.000505228	0.00264255	0.00123231	0.000381881	0.00354216	0.00146786	0.0053663	0.0108221	0.0022759	0.00945869	0.0036403	0.00176176	0.00225454	0.000694005	0.000581617	0.00325472	0.00650929	0.00635413	0.00225786	0.00183044	0.0019557	0.000750065	0.00067589	0.000979717	0.00037459	0.000641272	0.00136952	0.00444351	0.00292601	0.00350597	0.00127407	0.000276125	0.000539699	0.00013284	1.8326e-05	0.00131463	0.00278854	0.00638583	0.00162932	0.633208	0.0799361	1.40041e-05	0.0156288	0.00600066	0.265212	0.999831	0.999957	1.00004	1.00017	0.995265	0.00339326	1.81433e-06	0.00134028	0.0001181277	0.1188483
9690	-16008.26	-15967.21	-41.04988	5.907137e+07	0.00259912	0.00523913	0.00271658	0.00836693	0.00151585	0.000827901	0.000566271	0.0021662	0.00109027	0.000485152	0.00273179	0.00102691	0.00553594	0.0116786	0.00256797	0.00912896	0.00351622	0.00182322	0.00241309	0.000874624	0.000562385	0.00306583	0.00724577	0.00658257	0.00249785	0.00182089	0.0019198	0.00106868	0.000631191	0.000201898	0.000601758	0.000809693	0.00151776	0.00675976	0.0035129	0.00323751	0.000782936	0.000225591	0.00020675	0.000302284	4.4381e-05	0.00150704	0.00415858	0.00638583	0.00358253	0.179402	0.0515668	1.59165e-05	0.111446	0.0108715	0.646699	0.999835	0.999958	1.00004	1.00017	0.995234	0.00343278	2.38335e-06	0.001331	9.140083e-05	0.1261029
9700	-16008	-15968.65	-39.35262	5.033321e+07	0.00331335	0.00390344	0.0030515	0.00865381	0.00137035	0.00102205	0.000658114	0.00258212	0.000902238	0.00040198	0.00292312	0.000979534	0.00618053	0.0123959	0.00234579	0.00875585	0.00350119	0.00191326	0.00224823	0.000922074	0.000534927	0.00283174	0.0067207	0.00545811	0.00264826	0.00204052	0.00203916	0.000856951	0.00074968	0.000372746	0.000601758	0.000763595	0.00151955	0.00608291	0.00324375	0.00442192	0.000852818	0.000113157	0.000243539	0.000176753	0.000196966	0.00227342	0.00404526	0.00573971	0.00314383	0.502686	0.013042	3.11232e-05	0.126681	0.124938	0.232621	0.999821	0.999954	1.00005	1.00018	0.995833	0.0034773	4.15651e-06	0.00068526	0.0001103222	0.1256961
9710	-16019.12	-15970.34	-48.77782	5.416772e+07	0.00346081	0.00409589	0.00303446	0.00950802	0.00146626	0.000884295	0.000886703	0.00245381	0.00120803	0.000384103	0.00273391	0.0010486	0.00664774	0.0101736	0.00194619	0.00860377	0.00353862	0.00166913	0.00211662	0.000939966	0.000645706	0.00325517	0.00659853	0.00721171	0.00220087	0.00204052	0.00207547	0.00095772	0.000669456	8.50506e-05	0.00031621	0.000764397	0.00184628	0.00474808	0.00330641	0.00385661	0.00100491	6.08313e-05	0.000431502	0.000190291	0.000195872	0.00180587	0.0024078	0.00815197	0.00124975	0.429896	0.109952	5.15412e-05	0.198453	0.0627107	0.198937	0.999827	0.999956	1.00004	1.00017	0.996115	0.00347823	8.19949e-07	0.000405822	3.858866e-05	0.1228775
9720	-16013.99	-15974.01	-39.97655	4.536459e+07	0.0030676	0.00451049	0.00291987	0.00900503	0.00141028	0.00149338	0.00083855	0.00239223	0.000924803	0.00046032	0.00293325	0.00117729	0.00516353	0.0130399	0.00244718	0.00900723	0.00352779	0.00170015	0.0019718	0.00122632	0.000570215	0.00341404	0.00794695	0.00546746	0.00255309	0.00156758	0.00183595	0.000543205	0.000699178	5.84174e-05	0.000886034	0.000381728	0.0018076	0.00564478	0.00302705	0.00302668	0.00142757	0.000414733	0.000240965	0.000255596	0.000836955	0.0011363	0.00392946	0.00616159	0.00395117	0.240296	0.0256872	0.00021035	0.455295	0.110126	0.168385	0.999811	0.999952	1.00005	1.00019	0.996174	0.00347843	9.33095e-07	0.000346466	0.0001030819	0.1270013
9730	-16006.08	-15963.61	-42.47149	3.518428e+07	0.00312759	0.00457137	0.00303655	0.00737057	0.00137101	0.000823747	0.000867367	0.00215694	0.000753413	0.000278712	0.00275393	0.000964336	0.0053727	0.0128316	0.00255806	0.00803744	0.00330724	0.00203585	0.00268606	0.000926006	0.000634999	0.00332282	0.00789177	0.00526795	0.00243815	0.00168268	0.00176527	0.000590555	0.000588729	0.000155459	0.000359327	0.000442204	0.00165559	0.00625765	0.00280563	0.00376994	0.000794239	6.35177e-05	0.000313385	0.000379223	0.000661302	0.00160125	0.00440529	0.0048969	0.00301469	0.400149	0.0186048	0.000120847	0.0963694	0.0331167	0.451639	0.999786	0.999945	1.00005	1.00021	0.996296	0.00347886	1.06191e-06	0.000223588	7.765444e-05	0.121589
9740	-16007.78	-15962.99	-44.79239	2.873199e+07	0.00379443	0.0047946	0.00258505	0.00764311	0.00141563	0.000884574	0.00126436	0.00260418	0.000964994	0.00036522	0.00295689	0.000412803	0.00512487	0.0102398	0.00201034	0.00862224	0.00389382	0.00181104	0.0027653	0.00093558	0.000771829	0.00353781	0.00812002	0.00590091	0.00262704	0.00205464	0.00146555	0.000490096	0.000701323	9.13602e-05	0.000732095	0.000161301	0.00141258	0.00586548	0.00316025	0.00395894	0.000987762	0.000228948	0.000375345	0.000401552	0.000867313	0.00182549	0.00467279	0.00585338	0.0022532	0.483939	0.131617	0.000123044	0.100291	0.0537025	0.230328	0.999763	0.999939	1.00006	1.00024	0.996287	0.00347883	1.03394e-06	0.000233099	6.013633e-05	0.1236059
9750	-16012.57	-15970.8	-41.77261	3.604577e+07	0.00476902	0.00491977	0.00260381	0.00689535	0.00140633	0.00109505	0.00125153	0.00184191	0.00118522	0.000529058	0.00318862	0.00064232	0.00584631	0.0116071	0.00220631	0.00767031	0.00318937	0.00191613	0.00217909	0.00104477	0.000503164	0.00269294	0.00674441	0.00755797	0.00330927	0.00205464	0.00144957	0.000961828	0.000833483	0.000152342	0.000442926	0.00055696	0.00161927	0.00515547	0.00403598	0.00426232	0.00105979	0.000378455	0.000374011	0.00042419	0.000707687	0.00199664	0.00339636	0.00655403	0.00207776	0.453538	0.0541673	7.2863e-05	0.210987	0.00627132	0.274963	0.999788	0.999946	1.00005	1.00021	0.996199	0.00347852	1.36535e-06	0.000320676	8.427113e-05	0.1252889
9760	-16006.75	-15961.24	-45.51731	3.505815e+07	0.00283234	0.0043836	0.00270318	0.00889046	0.00173141	0.000925481	0.000770318	0.00269243	0.000908988	0.000436366	0.00318862	0.000751407	0.00403544	0.013563	0.00234193	0.00960286	0.00375798	0.00183379	0.0021014	0.000936511	0.000658395	0.00258883	0.00715486	0.00673728	0.00238268	0.00176208	0.00212866	0.000900811	0.000972937	0.000758601	6.41325e-05	0.000212343	0.00194142	0.00658736	0.00339947	0.00437756	0.000559699	0.000463957	0.000391842	0.000196253	0.00114957	0.00194026	0.00423838	0.00663879	0.00346336	0.595563	0.0253771	9.57511e-05	0.173103	0.0427334	0.163127	0.999785	0.999945	1.00005	1.00021	0.996211	0.00357657	1.96828e-06	0.000210039	5.58814e-05	0.1300571
9770	-16016.76	-15973.67	-43.09029	3.090584e+07	0.0035382	0.0043836	0.00349972	0.00894146	0.000996163	0.00113291	0.0014842	0.00227529	0.000746881	0.000505694	0.00329114	0.000806838	0.00453027	0.0121561	0.00260959	0.00832697	0.00395664	0.00206229	0.00231412	0.00123011	0.000441261	0.00335585	0.00699768	0.00705862	0.00203697	0.00167028	0.00150637	0.000917616	0.000551014	0.000776061	8.89408e-05	0.000433405	0.0015749	0.00628075	0.00370009	0.00508277	0.000310434	0.000250607	0.000265124	0.000811796	0.000432124	0.00163418	0.00392264	0.00448109	0.0028942	0.549075	0.0116005	8.8277e-05	0.153914	0.0444812	0.24084	0.999771	0.999941	1.00006	1.00023	0.996143	0.00364927	1.04032e-06	0.000206221	7.287181e-05	0.126263
9780	-16011.5	-15968.29	-43.2145	4.210719e+07	0.00503203	0.00449221	0.00308891	0.0088955	0.00157915	0.00102283	0.00135811	0.0018909	0.00103051	0.000437378	0.00337296	0.00112343	0.0039607	0.0138546	0.002336	0.00886525	0.00370447	0.00214156	0.00215061	0.00103738	0.000553971	0.0031128	0.00775562	0.0066958	0.00240716	0.00168136	0.00153372	0.00115014	0.00053963	0.000888181	0.000203775	0.000753856	0.00187114	0.00448589	0.00386799	0.00416576	0.000590616	0.000248889	0.00036422	0.00057245	0.000601043	0.00146637	0.00428627	0.00559271	0.00380452	0.205573	0.0699681	0.000121924	0.235161	0.277231	0.211945	0.999804	0.99995	1.00005	1.0002	0.996186	0.00364943	5.28682e-07	0.000164014	7.221759e-05	0.1305684
9790	-16011.53	-15966.98	-44.5542	5.757308e+07	0.00303619	0.00529993	0.00252851	0.00955798	0.000685238	0.00130568	0.000878456	0.00169118	0.000890944	0.000484991	0.00341021	0.00105345	0.00505945	0.0125798	0.00258273	0.00892932	0.0037739	0.00219479	0.00245784	0.000914242	0.000588902	0.00290243	0.0069631	0.00705597	0.00303255	0.00216761	0.00185775	0.000874305	0.000951179	0.000460495	3.97468e-05	0.000305964	0.00178315	0.00616347	0.00366894	0.00478955	0.000706329	0.00015962	0.000339432	0.000718649	0.000546829	0.00191215	0.0039408	0.00731046	0.00294542	0.177793	0.458777	5.21459e-05	0.103676	0.219869	0.0398331	0.999833	0.999957	1.00004	1.00017	0.996183	0.00364942	1.55632e-07	0.000167441	6.229325e-05	0.1314996
9800	-16007.18	-15961.19	-45.98953	4.737739e+07	0.00230472	0.00478655	0.00279638	0.00868519	0.0014852	0.00112352	0.00109581	0.00237375	0.00081933	0.000422107	0.00316838	0.000662453	0.00525965	0.011957	0.00252791	0.00898082	0.00423462	0.00249553	0.00263016	0.000914242	0.000751063	0.00278447	0.00818657	0.00667067	0.00287284	0.00257145	0.00204323	0.00076718	0.000749978	0.000531631	0.000142432	0.00032789	0.00180314	0.00644218	0.00353366	0.00395789	0.000565645	0.000223899	0.000286823	0.000271308	0.000682852	0.00224151	0.00324805	0.00781157	0.00359897	0.548297	0.080887	1.1112e-05	0.00739746	0.239415	0.123993	0.999815	0.999953	1.00005	1.00018	0.996156	0.00371639	3.61692e-07	0.000127742	5.312703e-05	0.1317902
