Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	TL
10900	-19581.22	-19618.94	37.72363	0.01757	0.0186382	0.0145334	0.0233524	0.011152	0.0116094	0.0129281	0.0169169	0.00786887	0.00297757	0.015031	0.0161117	0.0211969	0.0211589	0.00941351	0.0260797	0.016318	0.0108112	0.00871345	0.00557831	0.00448733	0.012481	0.0231714	0.0224572	0.00091278	0.00209355	0.00228338	0.00869172	0.0117372	0.00179578	0.0043384	0.00539739	0.000758888	0.00570929	0.00840951	0.000783368	0.000773973	0.0109848	0.00102341	0.00122813	0.00302967	0.00297524	0.0008432	0.00290287	0.00235597	0.4295849
10910	-19573.25	-19611.08	37.83533	0.0189783	0.0158346	0.0158158	0.0254218	0.0102913	0.00873191	0.0127235	0.0146315	0.00786887	0.00268374	0.0145871	0.0175242	0.018906	0.0220231	0.0114406	0.0239126	0.0147511	0.00913171	0.00922453	0.00565323	0.00419912	0.0135651	0.0198297	0.0223863	0.00113028	0.00267061	0.00249786	0.00699495	0.0121003	0.00211075	0.00517827	0.00553775	0.00100894	0.00524866	0.00700813	0.00122625	0.000304812	0.0111949	0.00139237	0.00157726	0.00250677	0.00181154	0.000940366	0.00340039	0.00245812	0.4184151
10920	-19587.16	-19625.12	37.95839	0.0170601	0.0192076	0.0158158	0.0222578	0.0101294	0.00880676	0.0106125	0.0150444	0.008137	0.00381998	0.0139817	0.0140745	0.0184122	0.0219733	0.0111347	0.0224421	0.0154197	0.00973167	0.00888906	0.00545141	0.00392433	0.0136178	0.0198297	0.018802	0.0010808	0.00122065	0.00198073	0.00609836	0.0133249	0.00272665	0.00491799	0.00442755	0.00122934	0.00736969	0.00683101	0.00267426	0.000514248	0.0118032	0.0010342	0.00158915	0.00128585	0.00159737	0.000987356	0.00264798	0.00219159	0.4061084
10930	-19582.02	-19619.93	37.91024	0.0201548	0.020059	0.0146674	0.0226302	0.00926484	0.00960585	0.0113914	0.016077	0.00796167	0.00329016	0.014738	0.0162653	0.0193597	0.0197439	0.00916183	0.023648	0.0139052	0.00851355	0.0104993	0.0057233	0.0038574	0.0153408	0.0193211	0.020962	0.00104764	0.00287504	0.00214248	0.00619507	0.00928246	0.00193648	0.00464253	0.00479088	0.000350902	0.00613346	0.00757516	0.00103811	0.000922173	0.0115501	0.00173958	0.00174852	0.00159497	0.00250876	0.000606494	0.00325152	0.00284938	0.4109234
10940	-19577.86	-19615.78	37.92015	0.0167788	0.0178457	0.0159493	0.0245813	0.00973684	0.00873738	0.0112776	0.0130131	0.00705106	0.00263537	0.0136701	0.0150174	0.0190343	0.0209099	0.0109912	0.0243755	0.0154765	0.00888637	0.00847704	0.0057961	0.0033371	0.0138425	0.023118	0.020962	0.00116146	0.00267225	0.00250434	0.00843585	0.00944197	0.00206743	0.00445717	0.00564761	0.000458313	0.0064561	0.00574546	0.00147236	0.00098886	0.0119641	0.00164789	0.00174852	0.00257977	0.00296037	0.00036239	0.0031794	0.00248082	0.4099329
10950	-19584.89	-19622.77	37.87783	0.0195812	0.0189977	0.0127424	0.0250281	0.00987533	0.00822926	0.0105762	0.0152025	0.00751481	0.0019446	0.0136155	0.016281	0.0188791	0.0213265	0.0098754	0.0239073	0.0157119	0.00903749	0.00914965	0.00519598	0.00344543	0.0140526	0.0208386	0.0238068	0.00130152	0.00257467	0.00169563	0.00738717	0.010979	0.00366676	0.00463783	0.00569032	0.00138525	0.00635841	0.0090066	0.000816181	0.000847047	0.00974154	0.00132838	0.00164704	0.00172123	0.00217457	0.00110283	0.00300426	0.00228291	0.4141646
10960	-19574.72	-19612.78	38.06572	0.0179185	0.0173007	0.0138275	0.023603	0.00870529	0.00854255	0.0110765	0.0117459	0.00787084	0.00178544	0.0136155	0.0160738	0.0197251	0.0204654	0.00929264	0.0226556	0.017265	0.00828625	0.00782788	0.00554708	0.00310574	0.0139643	0.0196918	0.0210978	0.00179335	0.0020508	0.00242294	0.00856362	0.0110673	0.00236346	0.00346407	0.00401351	0.000707092	0.00688149	0.00660235	0.000953655	0.000281558	0.011274	0.00077097	0.00176197	0.00238245	0.00233751	0.000499391	0.00216773	0.00202606	0.3953754
10970	-19581.21	-19619.08	37.87141	0.0214329	0.0168179	0.0174597	0.0208678	0.0105371	0.011325	0.012557	0.0142669	0.00974265	0.0023581	0.0136155	0.0136516	0.0185643	0.0230452	0.00995971	0.0240302	0.0154319	0.00988809	0.0109856	0.00522232	0.00344473	0.0136587	0.0198571	0.022178	0.00100215	0.00235031	0.00269327	0.00739109	0.0116514	0.00185382	0.00358276	0.00453357	0.000829198	0.00613883	0.00645325	0.000985984	0.000414988	0.0115569	0.00100889	0.0010554	0.00139909	0.00271507	0.000461539	0.00283832	0.00299229	0.4148062
10980	-19582.68	-19620.42	37.73353	0.0189184	0.015869	0.0147619	0.024362	0.0105371	0.0122041	0.012557	0.0151489	0.00862123	0.0025438	0.0140733	0.0173052	0.0176304	0.0213735	0.0105818	0.0257557	0.0185038	0.00859738	0.00919012	0.00560035	0.00385787	0.017138	0.0240523	0.0227728	0.00112571	0.00195172	0.00192013	0.00779166	0.0101811	0.00152869	0.00433079	0.00393474	0.000514415	0.00764209	0.00796528	0.000985984	0.00105855	0.0113321	0.000761238	0.00177913	0.00218469	0.00238526	0.00093492	0.00299263	0.00333844	0.4285951
10990	-19585.55	-19623.33	37.77922	0.0214189	0.0171613	0.0158604	0.0223103	0.0101006	0.0103146	0.00866264	0.0149501	0.00862123	0.0035726	0.0150685	0.0173052	0.0180764	0.0213735	0.0115615	0.024539	0.0145249	0.0098136	0.00918316	0.00538668	0.00387539	0.0147313	0.0216975	0.023258	0.00111926	0.00190575	0.00323576	0.00953204	0.0121234	0.00258358	0.00370352	0.00461899	0.000385159	0.00490093	0.007858	0.00173958	0.000706699	0.0143723	0.00135578	0.00159506	0.00197621	0.00241988	0.000343944	0.00252622	0.00165599	0.4240255
11000	-19592.58	-19630.29	37.71473	0.0184423	0.0185072	0.0167565	0.0272313	0.0127035	0.0126268	0.0130633	0.0163195	0.0070185	0.00282335	0.0143844	0.0158057	0.0180041	0.0236413	0.0117567	0.0258137	0.0162115	0.00853551	0.00844298	0.00598486	0.00347456	0.0155666	0.0199246	0.020508	0.00124232	0.0010977	0.0034214	0.00821957	0.0124668	0.00248417	0.0041336	0.00540532	0.000694431	0.00714138	0.00628196	0.000986199	0.000571477	0.00997878	0.00137562	0.00151854	0.000925727	0.00241988	0.000740055	0.00286046	0.00296229	0.4304744
11010	-19593.3	-19631.11	37.81087	0.0178951	0.0166998	0.0163562	0.0232216	0.0104495	0.0105315	0.0110255	0.0122599	0.00661235	0.00306109	0.0161523	0.0158057	0.0176085	0.0235852	0.0122665	0.025859	0.018403	0.00767394	0.0105098	0.00632083	0.00343318	0.0140726	0.0199246	0.0240593	0.000678242	0.00119212	0.00292389	0.00596406	0.0114261	0.00160362	0.0053396	0.00543396	0.000573496	0.0065599	0.00745248	0.00218281	0.000542485	0.0119381	0.000274069	0.00107728	0.00259848	0.00294918	0.000587798	0.00322735	0.00254891	0.4208609
11020	-19591.36	-19628.94	37.58187	0.01993	0.0174963	0.0147764	0.0242322	0.0119112	0.0110072	0.0132781	0.0155866	0.00758631	0.00344266	0.0152335	0.0142027	0.0189519	0.0263257	0.0109674	0.0283106	0.0161669	0.0102912	0.0104746	0.00612222	0.00390173	0.0151624	0.0226618	0.0222603	0.00049092	0.00272325	0.00296339	0.00778359	0.0121852	0.00134256	0.0054297	0.00660116	0.00037123	0.00890872	0.00699121	0.00218281	0.000848361	0.0110771	0.000889934	0.00158688	0.00225966	0.00356313	0.000395242	0.00259809	0.00228858	0.4437606
11030	-19582.82	-19620.62	37.80068	0.0187032	0.0182537	0.0160428	0.0228868	0.00916914	0.00867925	0.0133195	0.0150173	0.00741153	0.0022552	0.0132038	0.0162797	0.0203032	0.0223426	0.01163	0.0219217	0.0159312	0.00869071	0.0104295	0.00545135	0.00303185	0.0161591	0.0219192	0.0219143	0.00135814	0.00131287	0.00199628	0.00915332	0.0129268	0.00237762	0.00424193	0.00435071	0.000392166	0.00751779	0.00925427	0.00217721	0.000616236	0.0111732	0.00077072	0.00154047	0.0021366	0.001299	0.00071002	0.0029741	0.00265369	0.4218797
11040	-19580.85	-19618.71	37.85489	0.017108	0.0164259	0.0159511	0.0236981	0.0118728	0.00927061	0.0114235	0.0139983	0.00746897	0.00174494	0.0147432	0.0170538	0.0202048	0.0224902	0.00971739	0.0246191	0.0167992	0.00929717	0.00924709	0.00480191	0.00384662	0.0147674	0.0195517	0.0212928	0.000705512	0.00254196	0.00315427	0.00856837	0.0116007	0.00180446	0.00301149	0.00516651	0.00100025	0.00587688	0.00829143	0.000957493	0.000537253	0.0108092	0.000627391	0.00290918	0.001486	0.0033574	0.000710454	0.00317662	0.00277119	0.4164585
11050	-19581.51	-19619.33	37.81686	0.021603	0.0169417	0.0156773	0.0208812	0.0102671	0.01013	0.0109411	0.014556	0.00747854	0.0030466	0.0147289	0.0159286	0.0222593	0.0196109	0.0119549	0.0229242	0.0162633	0.0114039	0.00894874	0.00515011	0.00367826	0.0146526	0.0210327	0.0251041	0.000679077	0.00215106	0.00211105	0.00701707	0.00938095	0.0014466	0.00492692	0.00429774	0.000762163	0.00624732	0.00927337	0.00113627	0.000572032	0.0116058	0.000711954	0.00217727	0.00230932	0.0016646	0.000585737	0.00337512	0.00266759	0.4202619
11060	-19590.78	-19628.77	37.98546	0.0186466	0.0176709	0.0149079	0.0198114	0.00983102	0.00913049	0.0121373	0.0119425	0.00682781	0.00300887	0.0147175	0.0178514	0.020441	0.0196109	0.00856604	0.0220708	0.0136498	0.0106911	0.00960754	0.00582011	0.00282372	0.0127664	0.0214231	0.0189645	0.000782681	0.00222177	0.00179303	0.00984012	0.0127518	0.00179995	0.00357943	0.0060662	0.000611741	0.00570874	0.00901064	0.00156484	0.000474517	0.0108099	0.000693346	0.00290872	0.00161522	0.00178163	0.000672693	0.00347489	0.00232127	0.4034017
11070	-19594.24	-19631.8	37.55677	0.0199382	0.0179686	0.017676	0.0245974	0.0140084	0.00932609	0.00957934	0.0167218	0.00913778	0.0027378	0.0140838	0.0200786	0.0213268	0.0234139	0.00978858	0.0276158	0.0186141	0.0108204	0.00821048	0.00573864	0.00381698	0.0144802	0.0214231	0.0228135	0.00153946	0.00185869	0.00222035	0.00640216	0.0126703	0.00338228	0.00434319	0.00487759	0.000543791	0.00641287	0.0100157	0.00128862	0.000117147	0.0125047	0.00107998	0.00132545	0.0020427	0.00241826	0.000932591	0.00321275	0.0031656	0.4462707
11080	-19583.31	-19621.26	37.95034	0.0168877	0.0164963	0.0148922	0.0215194	0.00894691	0.00904776	0.0125912	0.0168485	0.00848929	0.00287413	0.0146866	0.015763	0.0185357	0.0220152	0.00914296	0.0232234	0.0158181	0.00895901	0.00912578	0.00594249	0.00268962	0.0163076	0.0209534	0.0228135	0.000953099	0.00276498	0.00268347	0.0072619	0.0110332	0.00214917	0.0059731	0.00424679	0.000352576	0.00658068	0.00686816	0.00043477	0.000150768	0.0113267	0.000799691	0.00158542	0.00146924	0.00186879	0.000691543	0.00179258	0.00135677	0.4069134
11090	-19579.3	-19617.2	37.90235	0.01962	0.0179491	0.0155491	0.0203498	0.00918577	0.00978813	0.012879	0.0146201	0.00803111	0.00286444	0.0151292	0.015763	0.0184713	0.0214463	0.0101422	0.0243535	0.0169144	0.0088024	0.00863162	0.00511256	0.00314591	0.0159589	0.0200974	0.0202706	0.00173895	0.0028411	0.00270993	0.00868423	0.0105395	0.00300812	0.00448597	0.00538004	0.000301569	0.00578154	0.00745114	0.000700083	0.000458589	0.0113094	0.00144667	0.00154633	0.00190041	0.00255641	0.000193586	0.00226982	0.00133346	0.4117126
11100	-19575.77	-19613.75	37.97747	0.0184907	0.0174003	0.0155466	0.0230379	0.0113776	0.00915566	0.0119484	0.0124292	0.00856702	0.0027085	0.0134992	0.015763	0.0181995	0.0187994	0.0107586	0.0231309	0.0157521	0.00938377	0.00961068	0.00606958	0.00307262	0.0149467	0.0201847	0.0223771	0.00111735	0.0025436	0.00259944	0.00820398	0.00850312	0.00230602	0.00415751	0.00476408	0.00043287	0.0054938	0.0063982	0.00105015	0.000540634	0.0124276	0.000728687	0.00184285	0.00184017	0.00192263	0.000246977	0.0023188	0.00255245	0.4042007
11110	-19578.63	-19616.47	37.84094	0.0210383	0.0186098	0.0160382	0.022844	0.0116532	0.00870288	0.0108575	0.013311	0.00816313	0.00164041	0.0134992	0.0172208	0.0203215	0.0221094	0.0101915	0.0263427	0.0176536	0.00850033	0.00825427	0.00572722	0.00445962	0.0155776	0.0210753	0.0210799	0.0012014	0.00248053	0.00237275	0.00703478	0.012155	0.0020287	0.00432841	0.00430771	0.000899625	0.00525615	0.0063982	0.00099097	0.000841004	0.010339	0.00100898	0.00184285	0.00132811	0.0019971	0.000281199	0.00306092	0.00282883	0.4178537
11120	-19584.38	-19622.25	37.877	0.0185426	0.0197611	0.0158865	0.0217901	0.0100184	0.00929114	0.0099765	0.0155214	0.00630914	0.0029681	0.0133319	0.0185886	0.0192539	0.0220184	0.00964878	0.0234426	0.0155631	0.00995675	0.0102722	0.00676264	0.00430071	0.0150465	0.0215256	0.0190992	0.000689616	0.00284189	0.00185898	0.00705606	0.0124439	0.00192374	0.00302314	0.00678209	0.00107247	0.00542045	0.00653984	0.00121075	0.000503867	0.0103919	0.000658737	0.00184285	0.0024997	0.00229348	0.000610592	0.00288415	0.00282348	0.4142476
11130	-19581.02	-19618.93	37.90723	0.0208418	0.0164739	0.0157206	0.026378	0.0100688	0.0112668	0.0114413	0.0138197	0.00768076	0.00286956	0.013938	0.0130181	0.0190189	0.0212655	0.00889711	0.0229953	0.0162203	0.0104716	0.0103545	0.00549087	0.00346881	0.0138432	0.020972	0.0214616	0.000886492	0.00221407	0.00227354	0.00600478	0.00976087	0.00254607	0.00363264	0.00424623	0.00107033	0.00734754	0.00601812	0.00100205	0.000624732	0.0119287	0.00119356	0.00202113	0.00181294	0.00234285	0.000462367	0.00355379	0.00230458	0.4112243
11140	-19576.87	-19614.76	37.88755	0.0192539	0.0178567	0.0146473	0.0224898	0.00864789	0.00969431	0.0103252	0.014762	0.00797172	0.0022535	0.0136154	0.0157133	0.0215024	0.0210522	0.0101871	0.0256959	0.0166585	0.00876179	0.00935871	0.00577563	0.00385673	0.0133253	0.0223263	0.0197629	0.000891114	0.00251132	0.00217948	0.0083495	0.0108439	0.00186455	0.00587949	0.00586935	0.000755576	0.00706031	0.00799206	0.00105051	0.000726523	0.0105325	0.00106271	0.00133497	0.0016885	0.00191113	0.000462367	0.00334401	0.00138803	0.4131924
11150	-19583.67	-19621.28	37.61608	0.0209146	0.0178714	0.0152277	0.023576	0.0108151	0.00899224	0.0120849	0.0141012	0.00864774	0.00425143	0.0160454	0.0173975	0.0210007	0.0220178	0.0117631	0.0252081	0.0185345	0.00992539	0.00921166	0.00612422	0.00293865	0.0158854	0.0221433	0.0213393	0.000646018	0.00300964	0.00196771	0.0100566	0.011949	0.00153787	0.00496661	0.00562352	0.00107389	0.00682234	0.00881492	0.00137574	0.000538878	0.0117314	0.000806529	0.00288832	0.00226026	0.00146994	0.000824453	0.0029137	0.00304498	0.4403396
11160	-19583.33	-19621.03	37.69666	0.0211738	0.0173575	0.0163031	0.0220636	0.0125277	0.0119344	0.0116141	0.0146248	0.00735091	0.00224559	0.0135106	0.0191604	0.0221775	0.0220178	0.0106677	0.0249824	0.0175853	0.00927555	0.00951445	0.00491021	0.00412901	0.0135436	0.0243955	0.0202128	0.00097118	0.00245476	0.00277024	0.00735929	0.0101891	0.00197434	0.00510453	0.00593917	0.000759579	0.0059233	0.00815888	0.000837575	0.000515958	0.0105443	0.00145147	0.00207638	0.00292647	0.00357163	0.000533646	0.00249859	0.00244341	0.4322821
11170	-19583.11	-19620.61	37.495	0.0223488	0.0177065	0.0169708	0.0267321	0.0115891	0.0119272	0.013529	0.0170018	0.0081986	0.00251833	0.0153568	0.0159027	0.0209676	0.0244788	0.0106221	0.0246144	0.0196038	0.00999975	0.00951445	0.0068544	0.00408052	0.015023	0.0229671	0.0218544	0.000546897	0.00301368	0.0030669	0.00752609	0.0132589	0.00227529	0.00416332	0.00534287	0.000582946	0.0059521	0.00996057	0.00102902	0.000675279	0.010922	0.000734853	0.00199449	0.00244948	0.00166892	0.000771408	0.00373718	0.0024135	0.4524477
11180	-19586.26	-19623.92	37.66641	0.0177781	0.0202744	0.0172362	0.0229169	0.0119191	0.00950274	0.012224	0.0137572	0.008201	0.00237052	0.0152578	0.0173766	0.0208611	0.022996	0.0104573	0.0264812	0.0181689	0.00974784	0.00809796	0.00427028	0.00519114	0.0139114	0.0229671	0.0195259	0.00132872	0.0032789	0.00302899	0.00917676	0.0112941	0.00227245	0.0046916	0.00395932	0.000760338	0.00713362	0.00735694	0.00129305	0.000452751	0.0134359	0.00143215	0.00179189	0.00255459	0.00179077	0.00104372	0.00387028	0.00186924	0.435307
11190	-19584.71	-19622.52	37.81486	0.0184819	0.0180493	0.015297	0.0217166	0.00915324	0.00914391	0.0141631	0.0147465	0.0090351	0.00325009	0.0134173	0.0152861	0.0181299	0.0239081	0.0111237	0.024493	0.0185582	0.0097204	0.00816126	0.00611536	0.0035856	0.0153064	0.0216565	0.0219522	0.00116844	0.00400762	0.00179274	0.00655	0.012186	0.00330678	0.00437848	0.00438204	0.000627694	0.00599366	0.00721045	0.00119532	0.00100778	0.010413	0.0012195	0.00105519	0.00104411	0.00233428	0.000741796	0.00312432	0.0022716	0.4204614
11200	-19589.04	-19626.67	37.62504	0.0234077	0.0207986	0.015392	0.0209126	0.0124866	0.00861829	0.0124008	0.0154712	0.0116168	0.00273958	0.0152033	0.018368	0.0191841	0.0222204	0.0106737	0.0230028	0.0161268	0.00926255	0.0101972	0.00709208	0.00443276	0.012632	0.021688	0.0208318	0.00134629	0.00250819	0.00282819	0.00836318	0.0120999	0.00208187	0.00427002	0.00563054	0.000708356	0.00734343	0.00846316	0.00125404	0.000355723	0.0128541	0.00179058	0.00195303	0.00285819	0.00262659	0.00033105	0.00265294	0.00236478	0.4394439
11210	-19592.14	-19629.89	37.74549	0.0230146	0.0213354	0.0134806	0.0244182	0.00844161	0.00986145	0.0118712	0.0164267	0.00652406	0.00183822	0.0122234	0.0193487	0.0184627	0.0222204	0.0113022	0.0254387	0.0161268	0.00822866	0.0112725	0.00492467	0.00411105	0.0169982	0.0211028	0.0225477	0.000946841	0.00238902	0.00381229	0.00780494	0.010716	0.00185575	0.00511037	0.00484472	0.000582232	0.00684635	0.00658127	0.00111355	0.000642694	0.0122146	0.000635194	0.00141085	0.000956189	0.00226902	0.00033105	0.0030693	0.00174582	0.4273986
11220	-19588.7	-19626.3	37.60843	0.0182819	0.0169071	0.0147592	0.0274477	0.0106603	0.0118735	0.0128782	0.0150444	0.0103007	0.00282083	0.0147199	0.0176134	0.0182647	0.0220795	0.0136989	0.0251824	0.0179848	0.00822866	0.0104586	0.00671987	0.00396255	0.01664	0.0234969	0.0215341	0.00185987	0.002452	0.00196399	0.00731252	0.0106966	0.00191875	0.00417087	0.00483888	0.000475122	0.00837931	0.00762884	0.00108151	0.000857155	0.0133234	0.000989018	0.00209491	0.00179683	0.00274605	0.000456777	0.00261213	0.00189207	0.4411046
11230	-19579.48	-19617.16	37.67536	0.0197346	0.0191683	0.0155915	0.0234961	0.0089921	0.0103696	0.0120754	0.0154607	0.0090455	0.00279601	0.0154777	0.0174871	0.018719	0.0246643	0.0122862	0.0263863	0.0180014	0.0116607	0.00896732	0.00671987	0.00420496	0.0152059	0.0191955	0.020517	0.00119223	0.00214656	0.00264754	0.00806964	0.00968903	0.00230721	0.00461513	0.00450307	0.000263733	0.00669997	0.00790288	0.000972423	0.000644185	0.0123222	0.00133857	0.00121751	0.00229214	0.00226064	0.000979468	0.00371356	0.00241105	0.4344117
11240	-19586.02	-19623.5	37.47369	0.0210476	0.0187562	0.0170055	0.0242679	0.0123149	0.0103696	0.0127096	0.0141512	0.008441	0.00263902	0.0158969	0.0156908	0.0199025	0.0234081	0.0120046	0.0281621	0.0199257	0.0110707	0.0106705	0.0052452	0.00405926	0.014419	0.0245995	0.0227016	0.00116628	0.00206314	0.00247512	0.00675762	0.0121472	0.00259304	0.0043159	0.00556613	0.000650292	0.00772865	0.00987765	0.00153883	0.000972291	0.0149859	0.0015601	0.00204963	0.0020003	0.00230317	0.000192734	0.00224606	0.00192943	0.4545785
11250	-19581.32	-19619.15	37.8356	0.0181783	0.0195884	0.0127109	0.023355	0.0105644	0.0099646	0.0118447	0.0158737	0.00758661	0.00234358	0.0158969	0.0155234	0.0207036	0.022568	0.0100341	0.0227169	0.0166159	0.0102489	0.0087577	0.00546197	0.00319521	0.0167599	0.0200382	0.0220556	0.00111501	0.00227442	0.00291786	0.00921611	0.0104141	0.00187025	0.00416874	0.00394975	0.000829396	0.00772468	0.00699603	0.000771877	0.00154648	0.00953197	0.000687071	0.00116413	0.00214709	0.00252563	0.000434213	0.0028988	0.0026176	0.4183875
11260	-19582.01	-19619.56	37.54546	0.0202397	0.0179673	0.01634	0.0239654	0.0106034	0.0100076	0.0131454	0.0156681	0.00979331	0.00336109	0.0160885	0.0165081	0.0228246	0.0239004	0.0113046	0.0269562	0.0158503	0.0102489	0.0101217	0.00595731	0.00340835	0.0168649	0.0221712	0.0229142	0.00127298	0.00276121	0.00221139	0.00752564	0.0116907	0.00155623	0.00349512	0.00450839	0.00166705	0.0069436	0.00922104	0.00143179	0.000952421	0.0116541	0.00123528	0.00228846	0.00275623	0.00266131	0.000481871	0.00284706	0.00202964	0.4474021
11270	-19593.78	-19631.57	37.79279	0.0194216	0.0160173	0.0184174	0.0228104	0.00892742	0.00940034	0.0134325	0.0129508	0.00843236	0.00193007	0.014366	0.0165081	0.0178219	0.0239004	0.0109659	0.0243103	0.0179016	0.00967467	0.00991323	0.00650479	0.00403148	0.0142483	0.0184273	0.022835	0.0023872	0.00260403	0.00306733	0.00788722	0.0132795	0.00217118	0.00351103	0.00588845	0.000457582	0.00472681	0.00893779	0.00128365	0.000418465	0.00951737	0.00107077	0.0015893	0.00266315	0.00321199	0.000550405	0.00286243	0.00143379	0.4226685
11280	-19579.61	-19617.54	37.93	0.0194377	0.0168424	0.0158274	0.0228104	0.00973927	0.0114917	0.0100307	0.0126628	0.00699231	0.00307083	0.0122162	0.0159844	0.0190909	0.0221002	0.0100947	0.0246159	0.0159479	0.00966761	0.0113469	0.00500128	0.00341347	0.0137394	0.0212816	0.0211749	0.000568403	0.00266387	0.00156619	0.00648918	0.0107396	0.00200956	0.00453022	0.00477066	0.000863132	0.00667793	0.00710597	0.000407358	0.00119485	0.0110619	0.00126863	0.0019793	0.00171617	0.00231719	0.00049058	0.00379857	0.00214759	0.4089477
11290	-19593.14	-19630.92	37.78574	0.0206695	0.0178845	0.0148705	0.0242785	0.0111878	0.00947168	0.0117946	0.0152593	0.00772395	0.00305434	0.0117891	0.0172913	0.0194293	0.0203883	0.0110848	0.0263995	0.0153626	0.00793258	0.0112597	0.00645156	0.00349829	0.0159907	0.0222813	0.0206119	0.00121543	0.00256212	0.00156619	0.00577959	0.00984756	0.00198003	0.00553542	0.00418342	0.000516207	0.00531005	0.00657227	0.00101415	0.000656756	0.0161015	0.00135311	0.00200472	0.00220398	0.00231006	0.000358799	0.00334263	0.00299379	0.4233734
11300	-19581.7	-19619.73	38.03203	0.0183646	0.0170756	0.0134326	0.0233192	0.0104561	0.00947168	0.0128408	0.0122353	0.00751006	0.0022855	0.0133999	0.0154033	0.0176421	0.0204345	0.00802536	0.0235323	0.0163996	0.0086428	0.00976348	0.00520901	0.00350812	0.0130055	0.0211622	0.022278	0.00139281	0.00202282	0.00297222	0.00763367	0.00891657	0.00227579	0.00523721	0.0045753	0.000295336	0.00654687	0.00710128	0.0019564	0.000589237	0.0105256	0.00140028	0.00111173	0.00153309	0.00160123	0.00039739	0.00345653	0.00180592	0.398745
11310	-19573.65	-19611.58	37.93508	0.017523	0.0188729	0.0147717	0.0217512	0.010535	0.0103023	0.0119238	0.0149471	0.00777243	0.00368956	0.0135495	0.0158664	0.0191337	0.0227704	0.00969327	0.0232257	0.0162218	0.0105884	0.00952791	0.0043111	0.00334776	0.013587	0.0209266	0.0209977	0.000942976	0.00146432	0.00295397	0.00711056	0.0105422	0.00162705	0.00378985	0.00359239	0.000260515	0.00710137	0.00826124	0.000902167	0.000391485	0.0110999	0.000930602	0.00187366	0.00215588	0.00215299	0.000386085	0.00261277	0.00245142	0.4084396
11320	-19584.29	-19622.41	38.11975	0.0170071	0.0165499	0.0158298	0.0229328	0.0117404	0.00896138	0.00949282	0.0122826	0.00824056	0.00390875	0.0152486	0.0142012	0.0171846	0.0201191	0.0106734	0.0217224	0.015942	0.00860965	0.00839027	0.00528828	0.00239861	0.0133874	0.0191385	0.0202669	0.000796557	0.00247621	0.0018977	0.00616977	0.00899678	0.00246111	0.00352982	0.00465777	0.00050942	0.00555439	0.00754415	0.000695498	0.000917871	0.0117862	0.00141532	0.00187366	0.00212831	0.00215299	0.000287286	0.00254013	0.00206445	0.3899724
11330	-19575.11	-19613.31	38.20434	0.0172049	0.0164904	0.0128644	0.0207501	0.00970678	0.00759217	0.0109954	0.012068	0.0074706	0.00208253	0.0131432	0.01489	0.0186001	0.0187607	0.0107723	0.0210853	0.0152995	0.00957769	0.00813692	0.00452762	0.00386682	0.0140176	0.0196091	0.0202669	0.000981434	0.00260888	0.00184393	0.00691983	0.0103257	0.0021755	0.00378183	0.00467661	0.000367059	0.00564248	0.00788764	0.00115476	0.000770819	0.00948936	0.00119307	0.00187366	0.00279749	0.00169258	0.000246181	0.00339306	0.00191334	0.3815142
11340	-19574.95	-19613.13	38.17648	0.0182634	0.016216	0.0145575	0.0209349	0.00967979	0.00931637	0.0107264	0.0135418	0.00827585	0.00309392	0.0133485	0.0129678	0.017342	0.0193299	0.00903289	0.020903	0.0148572	0.00959118	0.00870003	0.00546948	0.00361471	0.013208	0.0212698	0.0194817	0.00114131	0.00206349	0.00257106	0.00593737	0.0104817	0.00196273	0.00395681	0.00445665	0.000430189	0.00577038	0.00705579	0.00117136	0.000515185	0.0104463	0.00087618	0.00248099	0.00229769	0.00133566	0.000792623	0.00266272	0.00217115	0.3842994
11350	-19576.41	-19614.38	37.97567	0.0190426	0.0187094	0.015797	0.0221411	0.0082918	0.00923422	0.0111077	0.0141918	0.00717464	0.00302351	0.0145606	0.0145031	0.0183497	0.0218507	0.0105409	0.0244318	0.0153813	0.00861493	0.00809375	0.0046528	0.00293179	0.0153782	0.0204898	0.0220842	0.000830747	0.00294114	0.0018865	0.00693487	0.0108266	0.00263925	0.00543364	0.00429057	0.000383877	0.0057033	0.00799287	0.00160533	0.000826277	0.011328	0.00126582	0.00167945	0.00127517	0.00195833	0.000326314	0.00215713	0.00151796	0.4043804
