Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	TL
6240	-19588.63	-19626.46	37.83109	0.0180104	0.0187513	0.0172907	0.0233496	0.00891485	0.00988963	0.0127807	0.0152482	0.0105589	0.00297893	0.0114012	0.0194802	0.020325	0.0200431	0.010843	0.0221699	0.0148346	0.00834721	0.00900356	0.00545497	0.00353367	0.0151245	0.0214305	0.0234944	0.000772901	0.002111	0.00215614	0.00651099	0.0103253	0.00185266	0.0016301	0.00415539	0.00273783	0.00572332	0.00790566	0.00073429	0.000547876	0.0121845	0.00131355	0.00123947	0.0050802	0.00327761	0.000577293	0.00254453	0.00219893	0.4188386
6250	-19577.99	-19615.85	37.86072	0.0203744	0.0171164	0.0141554	0.0233496	0.0125556	0.00876568	0.013407	0.0151202	0.00794797	0.00312982	0.0147233	0.017942	0.0183665	0.0235169	0.0104483	0.0209933	0.0136468	0.00794635	0.0083047	0.00600824	0.0032152	0.0148821	0.0218574	0.0210392	0.0015711	0.00257689	0.00274894	0.00847331	0.0106295	0.00195513	0.00202125	0.00475741	0.00135704	0.00567101	0.00826937	0.00147983	0.000620072	0.0104497	0.000811813	0.000401503	0.0047621	0.00294907	0.00045717	0.00279406	0.00230755	0.4158762
6260	-19580.19	-19618.13	37.94393	0.0186707	0.0176288	0.0148073	0.0224132	0.00932371	0.00853899	0.0125115	0.0149964	0.00645184	0.00269398	0.0139064	0.0156189	0.0204998	0.0215658	0.00898591	0.020779	0.015123	0.00794635	0.00888782	0.00626592	0.0040088	0.0165918	0.0203971	0.0213272	0.00100854	0.00111142	0.00233577	0.00678016	0.01113	0.00169482	0.00118362	0.00528087	0.00149347	0.00658793	0.00725067	0.00125175	0.00043047	0.0133632	0.00146831	0.000693268	0.00538488	0.00372158	0.00059597	0.00297953	0.00186798	0.4075543
6270	-19580.49	-19618.58	38.09054	0.018399	0.0159414	0.0155696	0.02014	0.010391	0.00854167	0.011057	0.0132791	0.00556147	0.00173618	0.0129355	0.0146726	0.0187329	0.0212413	0.0107159	0.0213456	0.014671	0.0108097	0.00739813	0.00576361	0.00424229	0.0157452	0.0197092	0.0214453	0.000518818	0.00259281	0.00170213	0.00766043	0.00970079	0.00283285	0.00227462	0.00436753	0.0018266	0.00607575	0.00627639	0.00108411	0.000130899	0.0111336	0.00123291	0.000602868	0.0039751	0.00265759	0.00109571	0.00260648	0.00250068	0.3928934
6280	-19574.5	-19612.48	37.98154	0.0202239	0.0162319	0.0155696	0.0216668	0.00838325	0.00915061	0.0114477	0.015107	0.0066327	0.00277121	0.0153283	0.0144444	0.0184978	0.0207054	0.0111724	0.0213595	0.0170092	0.00932917	0.00796789	0.00565832	0.00344524	0.0159832	0.019737	0.0212836	0.00134942	0.00225388	0.00280203	0.00678748	0.0107399	0.00212569	0.00143389	0.0047984	0.00248144	0.00494574	0.00728252	0.00105648	0.000336635	0.0104843	0.00119357	0.000588366	0.00515844	0.0022375	0.000782538	0.00327449	0.00257476	0.4037935
6290	-19575.37	-19613.45	38.07706	0.0197454	0.01849	0.0121313	0.022274	0.0097927	0.00915061	0.0118377	0.0121345	0.0085168	0.00290941	0.0119819	0.0144444	0.0182538	0.0223237	0.0106257	0.0219095	0.0136657	0.00930153	0.00890396	0.00585448	0.00361487	0.0140107	0.019737	0.0194802	0.000921308	0.00207671	0.00214498	0.00609904	0.0111826	0.00221756	0.00220822	0.00395291	0.00147872	0.007518	0.0071343	0.000758625	0.000711424	0.0109394	0.00073086	0.000588366	0.0043868	0.00251822	0.000940963	0.00325548	0.00138752	0.3942418
6300	-19576.18	-19614.09	37.91293	0.0220157	0.0161515	0.0141523	0.022274	0.0112149	0.0101548	0.0106736	0.0129215	0.00823153	0.003002	0.015941	0.0149485	0.0179989	0.0217755	0.0114199	0.0226335	0.0170496	0.00892547	0.00889439	0.00503338	0.00366344	0.0160614	0.0211979	0.0190268	0.000845945	0.00222005	0.00280473	0.00699156	0.0110685	0.00221756	0.00170858	0.00388927	0.0020697	0.00729338	0.00678508	0.00127208	0.000600507	0.0106311	0.00139178	0.000721423	0.00525761	0.0019537	0.000703889	0.00343759	0.00142928	0.410655
6310	-19581.99	-19620.05	38.05808	0.0191721	0.0175209	0.0147629	0.020884	0.0103068	0.00861847	0.0120658	0.0149431	0.00749907	0.00269714	0.0121285	0.0168102	0.0176787	0.019541	0.00735093	0.0218859	0.0131112	0.00985823	0.00898876	0.0048368	0.0041229	0.0167841	0.020913	0.0217831	0.00134162	0.00250876	0.00289965	0.00842988	0.0109809	0.00139576	0.00130387	0.00521029	0.00183725	0.00474361	0.00676637	0.00111661	0.000553451	0.0107186	0.000669344	0.000778512	0.00411676	0.00150338	0.000827692	0.00268168	0.00149198	0.3961397
6320	-19582.77	-19620.95	38.17757	0.0187264	0.0164627	0.0158594	0.0198027	0.0113352	0.00878646	0.010682	0.0137617	0.00749507	0.00170489	0.0124253	0.0147675	0.016933	0.0185192	0.00899344	0.0215538	0.0141724	0.0080354	0.00707195	0.004858	0.00407301	0.0139316	0.0208619	0.0203359	0.00103466	0.00233373	0.00184454	0.00692029	0.0102668	0.00175687	0.00214221	0.00515175	0.000816038	0.00666209	0.00705367	0.00201545	0.000250781	0.0095101	0.000796864	0.0010493	0.00509424	0.0022008	0.000902577	0.00219597	0.00304354	0.3841912
6330	-19589.4	-19627.53	38.13637	0.0192147	0.0160395	0.0161215	0.0196044	0.0091591	0.0066858	0.0112106	0.0123615	0.00880344	0.00198177	0.0136251	0.014662	0.0173661	0.0206533	0.00918907	0.0218663	0.0132459	0.00877212	0.0110556	0.00592526	0.00421409	0.0148014	0.0198854	0.0203359	0.000839488	0.00157528	0.00287157	0.00732232	0.0101015	0.00184059	0.00354341	0.00367107	0.000770478	0.00623373	0.00679871	0.00154571	0.000173802	0.0120095	0.000842752	0.000969599	0.00375319	0.00166924	0.000954224	0.00217619	0.00186873	0.3883108
6340	-19583.54	-19621.54	38.0013	0.017658	0.0147988	0.014499	0.0227735	0.0104556	0.0103477	0.0112568	0.0127651	0.00767545	0.00314361	0.0127572	0.0156387	0.018626	0.0206533	0.0122235	0.0239688	0.0159649	0.0098676	0.00964558	0.00488168	0.00305462	0.0142727	0.0195635	0.0206798	0.00082114	0.00240195	0.00220656	0.00831035	0.0118347	0.00211916	0.00209061	0.00426959	0.000350447	0.00457363	0.00900087	0.00137404	0.00106218	0.0118008	0.000832465	0.0014092	0.00282318	0.0023348	0.000648838	0.00250258	0.00187938	0.4018177
6350	-19583.75	-19621.7	37.94909	0.0177701	0.0168321	0.0124432	0.0211047	0.0117864	0.00998289	0.0121502	0.0126827	0.00804951	0.00309152	0.0127572	0.0148515	0.0197726	0.0207389	0.0125214	0.0233077	0.0173013	0.00839337	0.00874432	0.00636387	0.00355895	0.0139034	0.0199663	0.0204915	0.000618216	0.00297257	0.00260378	0.00713776	0.0124732	0.00223047	0.00170565	0.00371225	0.00018432	0.00699022	0.00817929	0.00107914	0.000485931	0.0106968	0.000642234	0.00217163	0.00571709	0.00292082	0.000802016	0.00243062	0.00271956	0.4070392
6360	-19584.58	-19622.48	37.89825	0.0195376	0.014467	0.015406	0.0211047	0.0099259	0.00893423	0.0130603	0.013294	0.00639342	0.00279681	0.0143394	0.0183072	0.0180659	0.0212788	0.0111405	0.0236623	0.0145192	0.00970983	0.00922908	0.00419626	0.00290535	0.0151097	0.0252077	0.0223378	0.00105812	0.00228976	0.00255524	0.0090569	0.0107703	0.00136116	0.00141659	0.00501918	0.000455855	0.00516356	0.00678528	0.0016855	0.000416032	0.01131	0.000799727	0.00223832	0.00517943	0.00251189	0.000771731	0.00320886	0.00314041	0.4121227
6370	-19583.01	-19620.93	37.9201	0.0185814	0.015742	0.0148207	0.0246116	0.00954555	0.00831848	0.0113452	0.0139715	0.00825764	0.00205335	0.0135552	0.0187904	0.0179307	0.0212788	0.0111688	0.0220456	0.0160825	0.00872533	0.00967494	0.00577425	0.00373108	0.0130884	0.0190837	0.0223378	0.0012896	0.00291145	0.00241912	0.00613614	0.0118588	0.00313522	0.00177926	0.00404767	0.000893013	0.00809617	0.0085967	0.000950161	0.000880804	0.0104165	0.00106501	0.0015225	0.00419656	0.00339291	0.00096528	0.00318583	0.00168441	0.409938
6380	-19588.78	-19626.39	37.60932	0.0185462	0.0212479	0.01713	0.0265841	0.0105744	0.00946083	0.0115214	0.0162394	0.00824241	0.00392147	0.0141351	0.0172388	0.0212467	0.0214464	0.0131769	0.0216101	0.016958	0.0108628	0.00947055	0.00547136	0.00511008	0.0134495	0.0227945	0.0209218	0.0018174	0.00190774	0.0022516	0.00842737	0.0142419	0.00147145	0.00274046	0.00581209	0.000534381	0.00673689	0.00863175	0.00123294	0.000228245	0.0111961	0.00124028	0.00196252	0.00419656	0.00295553	0.000775176	0.00318583	0.00210829	0.4410153
6390	-19580	-19617.7	37.69455	0.020479	0.0183377	0.0165811	0.0267373	0.0105744	0.00911572	0.0121561	0.0161996	0.00775493	0.00228441	0.013856	0.0167497	0.0185591	0.0209253	0.00986791	0.0259328	0.0180036	0.0117957	0.00892328	0.005413	0.00311616	0.0162148	0.0217408	0.0201191	0.00126595	0.0021011	0.00287371	0.00837821	0.0126474	0.00178671	0.00149598	0.00557591	0.000673931	0.00776853	0.00793289	0.00135766	0.000804748	0.0101327	0.00117986	0.00138207	0.00419789	0.00323366	0.000367904	0.00402941	0.00186887	0.4324925
6400	-19579.91	-19617.75	37.83813	0.019345	0.0184999	0.0142922	0.02102	0.0124289	0.0104883	0.0139793	0.0135694	0.00784833	0.00229787	0.0146202	0.016123	0.0193905	0.0186586	0.00966499	0.0231489	0.0181993	0.00764312	0.0101778	0.00519542	0.00417957	0.0141423	0.0221246	0.020072	0.000816368	0.00252515	0.00345127	0.00852147	0.0112993	0.00215441	0.00239679	0.00545751	0.000475215	0.00652939	0.00744989	0.00132545	0.000311053	0.0127936	0.000886588	0.00168705	0.0040733	0.00210203	0.00114467	0.00346693	0.00215761	0.4181345
6410	-19583.59	-19621.36	37.76741	0.0206184	0.0171451	0.015806	0.024848	0.0109174	0.0117743	0.0106211	0.016112	0.00800862	0.00229326	0.0129075	0.0158995	0.0185084	0.0244722	0.010545	0.025201	0.0155864	0.00981972	0.0092669	0.00524991	0.00423003	0.0147354	0.0207339	0.0230006	0.00134251	0.00221618	0.00166537	0.00800817	0.0101423	0.00261473	0.0015004	0.00593618	0.000752695	0.0069444	0.00696984	0.00129743	0.00016842	0.013078	0.000785453	0.000810646	0.00498006	0.00175086	0.000135086	0.00337912	0.0024278	0.4252065
6420	-19577.07	-19615.05	37.98111	0.0194592	0.0166004	0.0160918	0.0218805	0.0108924	0.00790025	0.0109	0.0134587	0.00793329	0.00254761	0.0131378	0.0163772	0.0178836	0.0202486	0.0121048	0.022526	0.0173563	0.00899493	0.0101787	0.00613626	0.00374687	0.013825	0.0182546	0.0209271	0.000673262	0.00229898	0.00171265	0.00689571	0.0113538	0.00169287	0.00165287	0.00481568	0.000975543	0.00617848	0.00751314	0.00198024	0.000446318	0.00984978	0.00124304	0.0022403	0.00498006	0.00150751	0.000837464	0.00266643	0.002961	0.4038372
6430	-19582.24	-19620.2	37.96764	0.0210617	0.0164892	0.0145458	0.021692	0.00940492	0.00790527	0.0117608	0.0129579	0.00817168	0.00245728	0.0161509	0.0170828	0.0198461	0.0198168	0.0102579	0.0204287	0.0121321	0.00897961	0.00895729	0.00536357	0.00416344	0.0139007	0.021022	0.0215604	0.000829133	0.003105	0.00291323	0.00932641	0.0111463	0.00161248	0.00213198	0.0047978	0.000935865	0.00765346	0.00735584	0.000552426	0.000731926	0.0102522	0.00106812	0.00128717	0.00530558	0.0021523	0.000619873	0.0029633	0.00233402	0.4051832
6440	-19574.04	-19611.95	37.90949	0.0205611	0.0189759	0.0149018	0.0197119	0.0102889	0.00811419	0.0110708	0.0142666	0.00701986	0.00213856	0.0146848	0.0163155	0.0177432	0.0232612	0.00994812	0.0216444	0.0167717	0.0105768	0.00957864	0.00637551	0.00300074	0.0152263	0.0201394	0.0212252	0.00104955	0.00264159	0.00220229	0.00810984	0.0112356	0.0020274	0.00265867	0.00351769	0.000600146	0.00680962	0.00870705	0.00100688	0.000570776	0.01198	0.00097942	0.00128594	0.00370298	0.00234637	0.000696786	0.00340128	0.00192774	0.410999
6450	-19587.17	-19624.9	37.73195	0.018119	0.0179259	0.0153787	0.0236505	0.0101973	0.00874933	0.0106781	0.0163702	0.0082812	0.0027246	0.0147489	0.0186036	0.0213012	0.023997	0.0100108	0.0240384	0.0170365	0.010393	0.00905816	0.00479501	0.00377443	0.0154027	0.0212975	0.0217573	0.00163685	0.00337161	0.00241142	0.00795481	0.0123697	0.00110639	0.00184467	0.00593557	9.0579e-05	0.00541885	0.0070232	0.00135543	0.00029168	0.0142892	0.00114438	0.00126942	0.00435308	0.00257086	0.000696786	0.00332542	0.00200305	0.4287525
6460	-19580.43	-19618.29	37.86034	0.0189222	0.0169338	0.0184737	0.0251249	0.0108814	0.00865046	0.0116364	0.0133816	0.00816684	0.00299296	0.0132264	0.0135097	0.0198294	0.0239992	0.010232	0.0236445	0.0157087	0.00844933	0.00894746	0.00607544	0.00389507	0.0136273	0.0211706	0.0209129	0.000943431	0.00148376	0.00317022	0.00686874	0.0114765	0.00230979	0.00222998	0.00366356	0.000369157	0.00738033	0.00866338	0.000990346	0.000829944	0.0125497	0.00136264	0.0012932	0.00399552	0.00261339	0.000518028	0.00349478	0.00131483	0.4159136
6470	-19579.76	-19617.74	37.98168	0.0218312	0.0172112	0.0135125	0.0214539	0.0102804	0.00865046	0.0123389	0.0126795	0.00849055	0.00225894	0.0143633	0.0131883	0.0169239	0.0229774	0.00901786	0.0244023	0.0162806	0.00902912	0.00796687	0.00569374	0.00418001	0.0127931	0.0207021	0.023179	0.000589492	0.00251176	0.00179989	0.00876841	0.0106487	0.00122238	0.00211277	0.00499671	0.000454447	0.00522602	0.00755923	0.00110962	0.000414177	0.0117627	0.000627603	0.00150146	0.00412476	0.00247075	0.000585647	0.00357508	0.00231287	0.4037799
6480	-19584.1	-19621.83	37.72796	0.0195751	0.0162124	0.0170198	0.0214539	0.00947157	0.0113956	0.0123875	0.0160789	0.00874287	0.00475175	0.013871	0.0172638	0.0195395	0.0208735	0.00947084	0.0230265	0.0166238	0.00865205	0.00881803	0.00566058	0.00303442	0.0158532	0.0235864	0.0229301	0.00120634	0.00261512	0.00317878	0.00684802	0.0114672	0.00204599	0.00224315	0.00477662	0.000704287	0.00607844	0.0091839	0.00105089	0.000990611	0.013482	0.00119184	0.00183329	0.00442092	0.00267162	0.00109031	0.00319269	0.00258659	0.4291517
6490	-19580.03	-19617.8	37.77069	0.0175031	0.0200939	0.0148215	0.0250526	0.0107597	0.00915882	0.0125415	0.0126918	0.00824958	0.00281848	0.0152047	0.0175434	0.0192757	0.0229756	0.0102938	0.0240491	0.0171774	0.00949719	0.00840541	0.00710989	0.00348145	0.0147582	0.0191403	0.0214387	0.000782497	0.00300711	0.00246012	0.00966226	0.0108243	0.00214014	0.00181823	0.0054496	0.000611822	0.00653592	0.00630877	0.00172445	0.0012751	0.0129252	0.000753051	0.00183329	0.00462466	0.00243188	0.000686133	0.00338771	0.00159485	0.4248788
6500	-19584.95	-19622.99	38.03978	0.0172406	0.0183191	0.0144959	0.0216603	0.0103727	0.00882745	0.0110575	0.0147778	0.00666013	0.0017863	0.0120354	0.0159302	0.0163044	0.0201696	0.0114413	0.0237684	0.0139232	0.0117135	0.00707219	0.00519411	0.0039351	0.0146233	0.019933	0.0210902	0.00129436	0.00358358	0.00218038	0.00690681	0.0108381	0.00199332	0.00171993	0.00403134	0.000732713	0.00644072	0.00743704	0.00119099	0.00046126	0.0110018	0.000796065	0.00222827	0.00476262	0.00263497	0.000913146	0.00298334	0.00150775	0.3979699
6510	-19587.97	-19625.67	37.70077	0.0203478	0.0186958	0.0161402	0.0253278	0.00995568	0.0106524	0.0132696	0.0144078	0.00609373	0.00219763	0.0123455	0.0173172	0.0196059	0.0212965	0.0110787	0.0269349	0.0177838	0.0102827	0.0107139	0.00547697	0.00360113	0.0145345	0.0189837	0.0199501	0.00136773	0.00227211	0.0023355	0.00917336	0.0108474	0.00288544	0.00160519	0.00510315	0.0009608	0.00842402	0.00942019	0.00195961	0.000792323	0.0109158	0.000635722	0.00211954	0.00460664	0.00239076	0.000723871	0.00420213	0.0021352	0.4318703
6520	-19591.67	-19629.39	37.71639	0.0234902	0.0175414	0.015558	0.0226121	0.0125923	0.00787176	0.0118987	0.014225	0.00828949	0.00348975	0.0141228	0.0148842	0.0209366	0.0227402	0.0100353	0.0249327	0.0157464	0.00864396	0.0081413	0.00572765	0.00305407	0.0139629	0.0201775	0.0223125	0.00167533	0.00303007	0.00291162	0.00922214	0.0133123	0.00232897	0.00161876	0.00617162	0.0010492	0.00709411	0.00735385	0.00122383	0.000599084	0.0133802	0.00139672	0.00116537	0.00331904	0.00342688	0.000723871	0.00339684	0.00292238	0.4303091
6530	-19580.45	-19618.28	37.82117	0.0188615	0.0159081	0.0148964	0.0221765	0.0108511	0.00954898	0.0129444	0.0133132	0.00903017	0.00285356	0.0146853	0.0160477	0.0193564	0.0215407	0.0112977	0.0233105	0.0170225	0.0100518	0.011118	0.00521938	0.00331266	0.0169369	0.0208669	0.0214378	0.00133264	0.00217883	0.00213853	0.00746882	0.0117022	0.00185795	0.00499398	0.0039187	0.000441782	0.00691372	0.00702357	0.00177248	0.000520441	0.0118918	0.00140758	0.0018102	0.00143706	0.00325188	0.000265823	0.00324756	0.00166731	0.4198309
6540	-19582.65	-19620.59	37.94225	0.0185685	0.0178591	0.0130799	0.0189307	0.00951281	0.00728847	0.0131823	0.01451	0.00712774	0.00316735	0.0124121	0.0164222	0.0194757	0.0231226	0.0106485	0.022318	0.0146059	0.00964224	0.0105643	0.00617609	0.00360562	0.0141174	0.0194525	0.0211597	0.00165315	0.0024732	0.00245036	0.00801665	0.0122452	0.00185795	0.0061466	0.00454154	0.000986578	0.00598014	0.00739182	0.00179796	0.00118181	0.0116364	0.00115725	0.00141731	0.00190406	0.00222765	0.000826067	0.00285191	0.00202981	0.4077231
6550	-19572.61	-19610.59	37.9832	0.0202032	0.0167238	0.0150523	0.022051	0.011646	0.00910068	0.0114196	0.0145181	0.00610398	0.00357405	0.0135109	0.0155208	0.018174	0.021635	0.0106355	0.024295	0.0156952	0.00970055	0.00885645	0.00572556	0.00464645	0.0131336	0.0207297	0.0200236	0.0011422	0.00236108	0.00270424	0.00794597	0.0101177	0.00233713	0.00396475	0.0049034	0.000641866	0.00589603	0.00653499	0.000775549	0.000615514	0.00990658	0.000511946	0.00174655	0.00191881	0.00222765	0.000266277	0.00277777	0.00165629	0.4036273
6560	-19592.4	-19630.32	37.92207	0.0186769	0.0158751	0.0156667	0.0229521	0.0105292	0.00845759	0.0109937	0.0156876	0.00783463	0.0026559	0.0125453	0.015542	0.0181542	0.023209	0.00836748	0.025334	0.0168463	0.00825139	0.00708589	0.00605538	0.00271027	0.0150647	0.0189464	0.0200236	0.00175596	0.00237558	0.00246116	0.00723436	0.0121991	0.00244988	0.00389184	0.00693369	0.000741846	0.00701255	0.00790195	0.000832899	0.000805306	0.0120985	0.00127184	0.00147915	0.00289533	0.00146748	0.000348184	0.00299424	0.00312428	0.4097403
6570	-19578.14	-19616.13	37.99123	0.0195399	0.0178248	0.0140216	0.022678	0.0104016	0.00844425	0.0111948	0.0137516	0.00807272	0.00266761	0.0138833	0.0144961	0.0187035	0.0243603	0.00802416	0.0222418	0.0169813	0.00817762	0.00820154	0.0043369	0.00392582	0.0138916	0.0214328	0.0200236	0.00079313	0.00235127	0.00265584	0.00718193	0.0097752	0.00181305	0.00418931	0.00431164	0.000240005	0.00553203	0.00847187	0.00207706	0.0010528	0.0115567	0.00113759	0.00201273	0.00219892	0.00146748	0.000351237	0.00317971	0.00319854	0.4028251
6580	-19581.09	-19618.96	37.87255	0.0183361	0.0198134	0.0154688	0.0244102	0.0110009	0.00931724	0.0108766	0.0142923	0.00699254	0.00242395	0.0139549	0.0170737	0.021422	0.0225051	0.00988647	0.0247337	0.0139894	0.00842617	0.00892662	0.00734608	0.00427971	0.0143564	0.0212235	0.0213845	0.000972058	0.00274658	0.00192174	0.00732897	0.010814	0.00181829	0.00371041	0.00494421	0.000999375	0.0068642	0.00761866	0.00149009	0.000370475	0.0114886	0.000909146	0.000867693	0.00173659	0.00151411	0.000217724	0.00230804	0.00161175	0.4146928
6590	-19583.78	-19621.78	38.00029	0.0191796	0.0156528	0.0158932	0.0204046	0.0102662	0.00771437	0.0119044	0.0127132	0.00684206	0.00316207	0.0153016	0.0170737	0.0201811	0.0195108	0.0110826	0.0219805	0.0156118	0.00893448	0.00949957	0.00623394	0.00468943	0.0126314	0.0198199	0.0189245	0.000827446	0.00248156	0.0037695	0.00857426	0.0107722	0.00185983	0.0041962	0.00476081	0.00055915	0.0058091	0.0071403	0.00173183	0.000906143	0.0114886	0.000909146	0.000969035	0.00315811	0.00143722	0.000995373	0.00275029	0.00161442	0.4019183
6600	-19583.29	-19621.34	38.05362	0.0172087	0.0172154	0.0162269	0.0210705	0.00894251	0.0112033	0.0110876	0.012846	0.00896936	0.00270992	0.0134847	0.0125787	0.0192594	0.0210293	0.0102478	0.0221249	0.0150379	0.00864731	0.00789424	0.00521628	0.00362512	0.0144172	0.0192225	0.021167	0.0015313	0.00218272	0.00199836	0.0077234	0.0123259	0.00236492	0.00492769	0.00344919	0.00067802	0.00614263	0.00776141	0.00269439	0.00039075	0.0107571	0.000463012	0.00142582	0.00170215	0.000812787	5.32527e-05	0.00394984	0.00181809	0.3965854
6610	-19588.36	-19626.19	37.82699	0.0202832	0.0165027	0.0143757	0.0241532	0.0102838	0.00791384	0.0109455	0.0133069	0.00848319	0.0020489	0.0137509	0.0144352	0.0172335	0.0231009	0.0113664	0.025526	0.0163416	0.0113456	0.00785436	0.00646178	0.00335761	0.0145909	0.0210772	0.0219312	0.0015313	0.00295022	0.00317293	0.00802363	0.0125678	0.0021595	0.005781	0.00458393	0.00103111	0.00568399	0.00627447	0.00250388	0.00050503	0.0128843	0.000463012	0.00168329	0.00338472	0.00198141	0.000501727	0.00314382	0.00176701	0.4192484
6620	-19578.67	-19616.51	37.84404	0.0192142	0.0175763	0.0159072	0.0221259	0.0110118	0.00918112	0.013439	0.0142692	0.00808189	0.00255243	0.0149845	0.0150238	0.0193552	0.0205677	0.0128096	0.0214628	0.0177224	0.0108099	0.00957813	0.00484794	0.00458082	0.0156788	0.0220182	0.0215428	0.0012765	0.00159201	0.00263039	0.00638043	0.0109741	0.00217453	0.00430207	0.00440452	0.000498106	0.00586774	0.00693029	0.00189809	0.000573188	0.0128843	0.000482608	0.00145727	0.00202934	0.000941667	0.000642711	0.00341716	0.001845	0.4175436
6630	-19583.17	-19621.23	38.0586	0.0182158	0.0184106	0.012898	0.0210879	0.00977992	0.00665587	0.0116575	0.0127149	0.00718354	0.00205913	0.0145209	0.0150238	0.0185684	0.0225708	0.0111564	0.0206256	0.0177016	0.00924247	0.00981197	0.00554683	0.00271682	0.0126686	0.0219263	0.0205421	0.0012765	0.00242759	0.00168565	0.00898668	0.0102809	0.00197565	0.00406713	0.0033269	0.000857383	0.00690593	0.00722419	0.00181067	0.000840482	0.0110075	0.000717333	0.00145727	0.00214797	0.000670129	0.000491843	0.00231624	0.00232815	0.3960879
6640	-19586.81	-19624.96	38.15102	0.0186812	0.0165238	0.0136903	0.0216285	0.0108878	0.00839052	0.0121458	0.0155264	0.00711759	0.00304568	0.013071	0.0150238	0.0201206	0.0190932	0.0101992	0.0208404	0.0142884	0.0084128	0.00892889	0.00438749	0.00412781	0.0128385	0.0192125	0.0189494	0.0012765	0.00212858	0.00247292	0.00594979	0.0105869	0.0029232	0.0057605	0.0033269	0.000894917	0.00657459	0.00602562	0.00208524	0.000905678	0.00876577	0.00119568	0.0018356	0.00234104	0.000767935	0.000491843	0.0022504	0.00115452	0.3868455
